2.8378	-0.048905	-0.0015812	-0.0069668	0.00034429	0.0049403	-0.0015841	-0.015523	0.02287	-0.0025349	-0.028029	-0.0065874	0.0029568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.7712	-0.046289	-0.0025711	-0.00014006	0.0024498	0.0023553	-0.0019908	-0.0094464	0.018654	-0.025464	-0.044015	0.018167	-0.0052673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6627	-0.044627	-0.0019372	-0.0042301	0.00088821	0.013719	0.004598	0.0049421	0.029344	-0.046723	-0.052189	0.0027228	0.022155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.4759	-0.064402	0.020733	-0.016482	0.0037977	0.0041618	0.041509	-0.053167	0.063243	0.024871	-0.021323	-0.032822	-0.015735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.098	-0.056708	-0.011989	0.0075409	-0.0015914	-0.0065157	0.0033179	-0.026912	0.031767	0.021288	-0.0085897	0.03872	-8.0439e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.5805	-0.045286	-0.013864	0.0065741	-0.005432	-0.0106	-0.021578	0.0094294	0.0088435	0.0075734	-0.026517	-0.0056042	0.047549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2172	-0.038399	-0.0026719	0.0054492	0.0044397	-0.0026048	-0.0013235	-0.0058742	0.011712	-0.063449	0.036974	0.028234	0.029333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3208	-0.042436	0.0071452	-0.018953	0.020446	0.016573	0.010727	-0.027104	0.0009768	-0.049331	-0.027166	-0.017424	0.026168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1472	-0.034548	-0.0032764	0.0013485	-0.0011911	-0.0011621	0.0070227	-0.016977	0.0056671	-0.027413	-0.017735	0.0099313	0.013709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.66	-0.058878	-0.088812	0.039048	-0.11471	-0.087827	0.0093224	0.058343	0.011495	0.00059407	0.0076639	-0.020048	-0.060154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4296	-0.030023	-0.0032779	0.017406	-0.0082571	-0.021732	0.015992	0.0016079	0.018948	0.0084398	0.057429	0.048589	0.026729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
