0.85303	-0.0098119	-0.02777	-0.0061601	0.0024662	-0.023118	0.037175	-0.0048673	-0.0029314	-0.039355	-0.0028555	-0.022423	-0.029772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.8211	-0.040391	-0.09288	0.033683	0.16692	-0.021389	-0.12647	0.079847	-0.093013	-0.017868	0.046101	-0.045084	-0.053576	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.0612	-0.029592	-0.063198	-0.03601	-0.011105	0.0060522	0.01498	0.025312	0.011739	0.009613	-0.0034824	-0.019283	-0.019642	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.8554	-0.02543	-0.054345	-0.0033733	-0.0010427	-0.0068792	-0.014696	0.026173	0.014321	-0.018003	-0.023957	-0.035006	-0.0081091	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.6889	-0.023966	-0.045506	-0.0077875	-0.014897	-0.0035073	-0.0057061	0.012322	0.014819	-0.033623	-0.046492	-0.030179	-0.029132	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.7249	-0.0241	-0.049962	-0.0048128	-0.039137	-0.00067801	-0.02072	0.024906	0.0082018	-0.020972	-0.032418	0.0086955	0.0061608	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.635	-0.023264	-0.044299	-0.0094276	-0.042559	0.0048573	-0.018649	0.041717	0.016488	-0.0044519	-0.027303	0.0042082	-0.0015829	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.6428	-0.022679	-0.036548	-0.0062129	-0.027287	0.0028434	-0.023052	0.022508	-0.0091298	-0.014638	-0.039942	-0.03026	-0.0023562	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.6376	-0.022186	-0.03983	-0.011562	-0.028761	-0.00013269	-0.027992	0.02995	-0.024393	-0.027291	-0.023835	-0.017735	-0.0040977	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.6043	-0.021339	-0.032709	-0.0090828	-0.013402	-0.011803	-0.015905	0.041647	-0.015928	0.0015253	-0.010871	-0.051932	-0.025831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5669	-0.020679	-0.028778	-0.0016743	-0.017447	-0.0018835	-0.025884	0.0056784	0.013917	-0.021206	-0.043851	-0.047248	-0.01013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.8593	-0.025492	-0.04933	0.012102	-0.0034883	-0.00059451	-0.016507	-0.012228	0.0032631	-0.049153	-0.06218	-0.028244	-0.0031355	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5742	-0.020802	-0.040067	0.0013707	-0.012277	0.011007	-0.0023795	-0.012316	-0.002665	-0.046765	-0.067265	-0.056614	0.00025082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4849	-0.020918	-0.040682	-0.0038524	-0.019926	0.0095272	-0.019745	0.02113	-0.0074487	-0.032631	-0.050662	-0.02847	-0.0013773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3203	-0.020829	-0.042606	-0.019757	-0.026548	0.010888	-0.020681	0.027504	-0.037252	0.0076928	-0.022202	-0.006424	0.0070779	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3224	-0.018814	-0.029971	-0.0041289	-0.016481	0.0082634	0.0022281	0.030592	-0.042468	0.027073	0.00092283	-0.021199	-0.037983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3125	-0.018153	-0.025095	0.002273	-0.031486	0.00010554	-0.0080067	0.014907	-0.0062043	-0.013105	-0.032119	0.023665	-0.008969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4646	-0.020315	-0.032503	0.032797	-0.023496	0.0030047	0.013419	0.030716	-0.0024259	0.01972	0.013252	-0.015369	-0.026468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
