1.316	-0.028508	-0.00083305	-0.0026268	0.0032128	0.0022423	-0.011836	0.0079326	0.018633	0.015798	0.016649	0.023642	-0.00045935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2759	-0.027632	4.2937e-06	0.00059673	-0.0016478	0.010562	-0.0082941	0.0058262	0.00094823	-0.0087069	0.0048159	-0.010047	0.044664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2927	-0.027443	-0.00020066	-0.0057039	-0.0029507	0.0079711	-0.00073272	0.017434	0.0065963	0.0037034	-0.0065356	-0.015969	0.012313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.0726	-0.039465	-0.01439	0.017939	-0.044302	0.057811	0.027618	0.026715	0.11483	-0.0080521	0.0558	-0.0085332	-0.0082736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4584	-0.031611	0.0033787	-0.0025414	-0.0018796	0.012687	-0.0044899	0.0047104	-0.017376	-0.008226	0.0041827	0.0031244	0.025972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1163	-0.026251	0.00038166	0.0056537	-0.0026912	-0.019892	-0.039663	-0.0073585	0.012366	-6.796e-05	0.02244	0.032387	-0.035326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.0315	-0.021787	-0.0018305	0.001369	-0.0093111	0.0024634	-0.010472	-0.0065634	0.023964	0.011278	-0.016742	0.035157	0.013577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.82612	-0.016839	0.0021878	-0.010459	-0.013431	-0.0028674	0.00069355	-0.027012	0.0030082	-0.014326	-0.022708	0.0011144	-0.0012535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.8714	-0.014792	-0.00024698	-0.010358	0.0042266	0.0033811	0.0017127	-0.018123	-0.008314	-0.017057	-0.0039417	0.0073239	-0.019078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6695	-0.07616	0.084086	-0.014719	0.049954	-0.063986	-0.051825	0.022365	0.059197	0.038311	-0.053566	0.020824	0.060178	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.9238	-0.043723	0.0030263	0.008472	0.022142	0.021671	-0.010273	0.014036	-0.0016048	-0.021668	-0.0082391	-0.011056	0.00491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2717	-0.029289	0.0075357	0.00492	0.010408	-0.0088991	-0.015212	-0.0015394	0.017902	0.013422	-0.014061	-0.013029	-0.021469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4327	-0.075305	-0.11384	-0.068431	0.019196	-0.036108	-0.0075976	0.081073	-0.041232	-0.00027632	0.026005	-0.012092	0.004478	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.9621	-0.091078	0.083241	-0.010636	-0.0011118	-0.022802	0.021043	0.0052325	-0.015579	-0.068597	0.0084169	-0.074703	0.08683	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.9492	-0.048131	0.004855	0.011275	0.018127	0.0022722	-0.015019	-0.0025721	-0.0072686	-0.0063028	0.024027	0.033407	-0.010344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.533	-0.063922	0.051107	-0.0031046	-0.1784	0.065089	0.1049	-0.00076354	-0.046581	-0.11563	-0.017581	-0.022136	0.022796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.668	-0.038343	0.008475	0.0029602	0.0099745	0.013979	0.0092712	0.0059357	-0.0013906	-0.0088977	0.0066741	-0.0088495	-0.015044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4623	-0.03348	0.0029418	0.000377	-0.011486	-0.003943	-0.011215	-0.0061317	0.025408	0.026876	-0.015453	0.0085104	0.036256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3163	-0.030654	-0.0068919	0.0069318	-0.0051353	-0.0082874	-0.0092204	0.030763	0.049385	0.014872	-0.049665	0.01006	0.046137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1635	-0.025537	0.00048278	0.0015398	0.0076321	0.011848	0.008251	-0.0024864	-0.0031292	-0.0022195	0.0062778	-0.0045341	0.011542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.9064	-0.04872	-0.062526	-0.18484	0.0036741	0.00423	-0.033303	-0.046866	0.067395	-0.061539	-0.056918	-0.011076	0.0067548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2061	-0.029225	-0.00069371	-0.0075182	0.0078007	0.0082968	0.0073218	0.011874	-0.019469	0.005613	0.018274	0.012768	0.0075555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
