0.77836	-0.018089	-0.010665	-0.025612	0.0035194	0.021445	0.0040754	-0.02072	-0.020595	-0.027412	0.013206	0.064016	-0.012026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.75932	-0.014588	0.0015838	-0.014166	0.004875	0.028946	-0.0036009	-0.0018446	-0.031268	-0.025029	0.044401	0.016132	-0.029228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.76264	-0.014426	0.003466	-0.015735	-0.0080981	0.010179	-0.020059	0.01403	-0.030546	0.014951	0.025004	-0.0071181	-0.011039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.94586	-0.025882	0.021446	-0.045589	0.0019609	0.0023612	0.072454	0.039235	-0.051939	-0.032506	-0.038267	0.034685	0.011688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.91677	-0.024637	-0.0060298	-0.038991	0.0087677	0.026211	-0.01144	0.0107	-0.0078632	-0.064784	0.00018957	0.016113	0.0088072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.0548	-0.031248	-0.031133	-0.042788	0.0073925	-0.0043596	0.049655	-0.0086261	0.023022	0.014074	0.040605	0.010307	0.073545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.94973	-0.025583	-0.0039344	-0.014048	0.014833	0.027309	0.0067468	-0.00093531	0.034804	-0.015938	0.020119	0.025828	-0.017229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.89422	-0.021892	-0.00049582	-0.03242	0.0073107	0.015653	-0.0066523	0.02813	-0.020711	-0.040514	0.014619	0.063582	-0.013769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.90245	-0.024029	0.0019828	-0.034147	0.0033282	0.012004	-0.019492	-0.001953	0.057634	-0.053845	-0.0087733	0.031659	0.019421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.89839	-0.022202	-0.0058874	-0.037112	0.00041422	0.010598	-0.014556	0.024923	0.012513	-0.029799	0.0077809	0.004356	-0.014998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
