0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0224	-0.022279	0.00020731	0.0081129	0.011228	0.00099763	0.026095	0.0045895	0.011629	0.0099823	-0.033133	0.015127	0.041524	-1.2303	-1.3701	0.34996	-1.9714	0.035509	-0.98994	-0.17499	-0.61682	-1.229	0.7088	-2.2192	-0.12937	-0.951	-0.061199	-1.217	0.68344	-0.20161	-1.2598	-0.019753	-0.62387	0.34428	-0.58093	-1.5567	-0.15931	0.66109	0.038919	-0.015454	-0.14728	-0.084175	-2.6426
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0214	-0.022404	0.0009515	0.0093836	-0.0073354	0.01029	0.015238	0.0018667	0.055902	-0.0022717	-0.0068976	0.020051	-0.013796	-1.015	-1.0629	0.75005	-1.6922	0.24	-0.65815	0.19111	-0.34473	-1.4766	0.93511	-1.2022	0.32337	-0.80833	0.59424	-0.34855	1.1303	0.44056	-0.80314	-1.9143	-0.30456	-0.94927	0.45222	-1.0901	-0.069379	0.84006	0.43905	0.29584	1.5749	-0.4572	-2.9487
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.981	-0.022736	0.0050416	-0.010565	0.0011513	0.002722	0.016443	0.023392	0.049952	0.012373	0.010707	-0.021329	0.019581	-0.97111	-1.0581	1.0353	-1.7608	0.10981	-0.9591	0.50774	-0.10107	-0.79815	1.0217	-1.1681	0.073528	-0.89074	0.51899	-0.16495	1.1302	0.50538	-1.0587	1.1821	0.27271	-0.39467	0.13629	-0.68857	0.09913	1.6653	0.60688	0.42549	1.737	0.75415	-3.245
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0007	-0.022339	-0.0043387	0.0039525	0.0040221	0.0032246	0.030885	-0.002461	0.030876	0.0020302	-0.034894	0.016749	0.049764	-0.865	-1.1498	0.88146	-1.8156	0.15277	-0.80636	0.43886	-0.0020399	-0.22465	1.1159	-1.5402	-0.045675	-0.022102	0.43496	-0.56292	1.2981	0.38295	-0.019323	0.58344	0.27384	-0.88324	0.55862	-0.6324	-0.062237	1.8094	0.71807	0.44761	-0.58543	0.58343	-3.1522
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0044	-0.022076	-9.7267e-05	0.0099327	0.0016506	0.0020209	0.0033196	0.0086539	0.038824	0.017217	-0.013831	-0.011352	-0.018037	-0.87316	-0.88056	1.0683	-1.8867	0.15441	-0.61849	0.51538	-0.097822	-1.1359	0.76566	-0.69415	0.2592	-0.719	0.43249	-0.39783	1.3473	0.58802	-0.62289	0.58344	0.20183	-0.47878	0.67996	-0.85974	0.15777	1.3011	0.75536	0.62049	0.37439	0.68838	-3.2418
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0253	-0.022774	0.0010395	0.0079388	-0.0063218	0.0096278	0.014471	0.0063296	0.044145	0.008681	-0.053566	0.013339	-0.013183	-0.91373	-1.4546	0.96099	-1.7151	0.080295	-1.1377	0.5706	0.17567	-0.3877	0.99622	-1.3481	-0.0018764	-0.72241	0.48288	0.077684	1.064	0.47291	-1.0985	0.59015	0.12819	-0.94524	0.26102	-0.71918	0.066701	1.6449	0.649	0.35176	1.222	0.49992	-3.1189
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0088	-0.022425	-0.0080567	0.011351	0.0042375	0.001807	0.019968	0.0073657	0.03151	0.027458	-0.043007	0.0074277	0.0062261	-0.86194	-1.2186	0.98307	-1.9162	0.077411	-0.98846	0.62326	-0.04394	-0.82614	0.77835	-1.1625	0.10099	-0.82467	0.49973	-0.42876	1.2778	0.61299	-0.75147	0.5317	0.25681	-0.51277	0.43885	-0.81888	0.11401	1.2427	0.87868	0.47189	1.1923	0.47059	-3.18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9982	-0.021683	-0.0013669	0.0024781	0.011025	0.010861	0.039733	0.0023921	0.016616	-0.0097265	-0.047401	0.023712	0.021556	-0.85563	-0.62698	0.91404	-2.0412	0.16235	-0.50739	0.46148	-0.16993	-1.1216	0.50367	-0.81186	0.017188	-0.56297	0.54324	-0.39291	1.3015	0.78318	-0.29821	0.37821	0.19282	-1.3297	0.79466	-0.68073	-0.097297	1.1593	0.82078	0.55837	0.98488	0.7455	-3.426
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9932	-0.021352	7.7346e-05	0.011991	0.018192	-0.0049671	0.015545	0.015647	0.017426	-0.022784	-0.01255	0.003997	-0.00027756	-0.77191	0.052313	0.74342	-2.0983	0.18841	-0.15541	0.29911	-0.11104	-1.1935	0.34097	-0.37854	0.19261	-0.20746	0.48608	-1.3865	1.3348	0.77192	-0.26943	0.39395	0.23099	-0.55318	0.76685	-0.9526	-0.018896	0.4409	0.77357	0.61191	1.2498	0.78448	-3.4348
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0173	-0.021899	-0.0054811	0.0128	0.014189	0.0014287	0.022223	0.0091466	0.017904	-0.00093553	-0.021514	0.0046374	0.0053251	-0.79586	-0.048985	0.94801	-1.9989	0.12453	-0.011803	0.17737	-0.0002956	-1.0208	0.47521	0.34998	0.010571	-0.21387	0.57489	-0.34111	1.3447	0.79433	-0.84146	0.44462	0.053776	-1.1306	0.78285	-0.64438	-0.050211	-1.2586	0.71654	0.64378	1.4496	0.367	-3.1871
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9665	-0.021252	0.012245	0.0019397	0.016473	-0.022097	0.036052	0.0075852	0.030639	0.0016913	0.019164	0.017246	0.029565	-0.79193	0.29518	0.63493	-2.0293	0.27387	-0.063667	0.22904	-0.080393	-1.4778	0.25563	-0.02851	0.24404	-0.47788	0.50272	-1.3148	1.2196	0.85163	-0.51971	0.48458	0.32566	-0.67619	-0.57348	-0.84817	-0.404	0.54557	0.69101	0.61899	1.3886	0.35125	-3.3072
