0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019284	-0.021781	0.0041996	0.031113	-0.038091	0.01092	-0.013212	-0.030651	-0.00089609	-0.070385	0.026089	0.046725	-0.0029944	-1.2955	-1.5185	0.033386	-1.3525	-0.30751	-0.052698	0.15121	-0.23774	-0.93843	-0.07428	1.7002	-0.74507	-0.70383	0.033544	-0.31528	-0.32442	0.16675	0.36386	0.12394	-0.062448	-2.4778	-0.31289	0.24601	-0.033027	0.21118	0.2524	-0.1164	0.43433	-0.13638	1.4727
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61041	0.0028532	0.020202	0.071279	0.033349	0.0015809	0.084857	-0.087534	0.12547	-0.061923	0.058665	0.007465	-0.062869	-0.46966	-1.6528	-0.7248	-1.2165	-0.42099	0.32279	-0.067361	-0.31475	-0.63682	-0.29987	2.4274	-1.2044	-1.4114	-0.17992	-0.40806	1.231	1.3134	-0.07555	0.91875	-0.55741	-2.4117	-0.10092	0.82904	0.13468	0.7314	0.88322	0.098015	0.26691	-0.21473	1.4703
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49786	0.0067235	-1.9427e-05	0.014	-0.011975	0.0053601	-0.00076888	-0.032652	0.011693	-0.10601	0.0095179	0.042269	-0.059735	-1.379	-1.8725	-1.013	-0.57299	0.37034	0.23649	0.063144	-1.4477	-1.6465	-0.84005	2.6799	1.2858	-1.0612	-0.38668	0.14104	1.4449	0.9476	-0.69819	0.51033	-0.90706	-0.51491	0.8181	0.68714	0.098883	-0.4143	0.93582	-0.088466	-0.10957	-0.22445	0.12877
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37502	0.0017125	-0.0030796	0.0079236	-0.017282	0.010383	-0.0044151	-0.035206	0.0036028	-0.085513	0.046994	0.079969	-0.070627	-1.6558	-1.7321	-0.82154	-1.0812	-0.0042529	0.29101	0.30351	-0.99971	-1.5173	-0.41837	2.2866	-0.33074	-0.97931	-0.16805	0.50335	1.4368	1.5941	0.70052	0.60181	-0.28389	-1.5195	0.79363	0.44594	0.37382	-0.88145	0.71863	-0.16556	-1.7943	0.50007	0.15573
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.332	0.079443	-0.030703	-0.11249	0.014598	0.015505	0.018152	-0.12769	0.0072353	-0.028846	0.038535	0.010839	0.070968	0.0053128	0.96732	0.39774	-1.336	-2.1369	0.17609	0.37941	-1.2169	-0.22634	-0.61473	2.1086	-0.76584	-0.72117	2.2876	-0.73326	2.0139	0.38098	1.0017	0.13982	0.35992	-0.82604	-0.40304	-0.11874	-0.11081	0.58874	-0.4211	-0.86274	-0.042408	0.68731	1.4769
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87957	0.040609	0.00063801	-0.012865	0.011412	-0.01194	0.0030998	-0.018539	-0.048043	-0.013626	-0.019875	-0.016803	-0.073437	0.17677	0.21849	0.96009	-0.60424	-1.2339	0.40755	0.47694	-1.1065	-0.24457	-0.77195	1.6464	-0.96602	-0.2985	-0.36907	-0.55927	1.3704	0.58353	1.0687	0.71907	-0.59091	0.79699	1.5679	0.36238	-0.052524	0.36192	0.38806	0.031584	-1.4731	0.77761	0.099985
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36	0.08271	-0.0090505	0.098406	0.021893	-0.059164	-0.0086029	-0.040376	0.061924	-0.016626	0.00094159	-0.05728	-0.012414	0.76196	0.26206	0.34393	-1.2049	-2.0719	0.64255	0.73962	0.45105	-0.050444	-0.18267	2.0931	-0.77805	-0.73517	-0.20765	0.55704	1.2975	0.52661	0.47112	1.3958	0.33141	-0.41973	-1.2225	0.20666	0.41792	0.87995	0.44619	-0.43804	0.39941	0.5541	-0.7466
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1744	0.064296	-0.002603	-0.023788	0.024306	-0.0091225	0.031763	0.017576	0.076835	-0.034141	0.072006	-0.046513	0.03008	0.61937	0.5549	0.53957	-0.36983	-2.5992	0.42302	0.39199	-1.0696	-0.23898	-0.64812	2.1913	1.7862	-0.74294	-0.52824	-1.0489	1.646	0.34076	-0.48019	0.25153	-0.52667	0.11319	-0.97002	0.68911	0.74337	1.0998	0.91227	-0.81831	-0.027971	0.2129	0.039059
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.299	0.06101	0.026313	-0.013666	-0.017639	-0.031388	0.053719	0.016016	-0.079866	-0.024615	0.034541	-0.038338	-0.037374	0.31857	0.94945	0.86068	-0.28453	-2.548	0.66197	0.80973	-0.84617	-0.010413	0.21605	1.8639	-0.15702	0.10704	-0.21957	0.22911	1.4178	1.0681	0.36936	0.54502	-0.0063077	-0.52138	0.64425	-0.090336	0.46377	1.1816	0.17331	-0.014478	-0.69985	0.16481	0.3119
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4232	0.084689	0.0011934	-0.089026	0.049295	-0.05248	0.0098865	0.0071752	0.10561	-0.042494	0.060753	0.0299	0.082404	0.24352	0.79905	0.19635	-1.3129	-2.5338	0.03755	0.27626	-1.109	-0.28368	-0.31084	2.3506	-0.59769	-0.59222	0.49933	-0.53892	2.1218	0.60567	0.81764	0.40077	-0.00031706	-0.63603	-1.2322	0.26735	0.034314	0.94946	-0.35446	-1.2843	0.67665	0.96408	1.1065
