0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58577	-0.024431	-0.00075227	0.012124	0.00083974	0.0045963	-0.012812	-0.025129	0.017282	-0.024081	-0.050781	-0.0053759	-0.020106	1.0811	1.2527	0.86601	-0.54627	0.65981	-0.30638	0.29405	-0.45456	-0.58922	0.10034	-0.24823	0.33343	-0.13829	0.42477	0.61887	-0.49304	2.438	-0.4016	-1.6225	-0.0077951	-1.2459	-0.98867	-0.0024376	-0.62075	0.2007	-2.4223	-0.32567	-0.69127	0.084099	-0.12875
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54589	-0.021251	0.001087	0.011102	-0.0082889	0.0067515	-0.00015364	-0.024083	0.0098834	-0.016477	-0.0076451	-0.011958	-0.0093933	1.2369	1.2504	1.1769	-0.22827	0.61672	-0.14405	1.0601	-0.15253	-0.65725	0.28565	0.34222	1.2355	0.070253	0.59627	0.42159	-0.50841	2.9074	0.24395	-1.9656	0.17641	-0.68503	-1.6353	-1.7596	-0.2344	0.90207	-3.2128	0.022725	-0.32487	0.28469	0.64488
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94111	-0.083606	-0.087669	0.030162	0.0018861	-0.03115	-0.0026764	-0.0199	0.0067108	-0.0025972	-0.030702	-0.039407	0.061115	1.2257	0.72766	1.0103	-0.14356	0.74697	-0.10741	0.95212	-1.0176	0.58936	0.43134	-2.6951	0.47689	0.23372	0.41053	0.024628	0.3849	2.7423	3.0384	1.0316	1.8787	-0.49343	-0.62509	-0.3614	-0.44421	0.6971	-3.2628	1.3194	-0.15383	0.47343	-1.1359
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49	-0.15653	0.027485	0.024828	-0.15914	0.00423	-0.050513	0.0038834	0.058515	0.0090386	0.15627	-0.064624	-0.067177	1.0912	0.30696	-0.41956	0.88591	0.37137	-0.62906	0.59485	0.22044	0.74629	-0.8519	-2.3676	-3.0608	-0.12927	-1.2222	-0.64126	0.060214	1.287	0.28206	0.492	0.35962	-0.15309	-2.7279	-1.7011	-2.8172	0.25104	-4.1836	-0.40043	-0.94655	-0.16437	0.58768
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0516	-0.094621	-0.0037547	-0.01439	0.0017998	0.012078	0.038994	0.035053	-0.040262	0.06277	0.084776	-0.0051598	0.090484	0.060566	0.36179	-0.10965	2.1006	-0.56723	0.20301	1.3928	-0.22031	1.2176	1.5371	-2.678	-2.5338	-1.5476	0.041792	-0.92104	-0.82273	3.4451	-2.1235	-0.818	-0.71032	0.85625	0.43417	-2.1892	-1.0342	-1.0308	-1.5792	0.39819	0.59184	-1.1881	0.13956
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.176	-0.09617	-0.063339	0.1156	0.021003	0.060116	0.023345	0.072551	-0.022933	-0.025743	0.092036	0.15332	0.095382	0.32897	0.83737	0.091767	1.724	-1.0249	-0.30926	1.3961	-0.39845	0.80582	0.34516	-2.505	-0.66717	-0.73253	-0.97156	-1.0099	-1.7273	3.2593	0.1329	-0.3662	0.8569	0.89736	-0.67791	-0.76135	-0.36589	0.21794	-3.2387	0.27188	-0.048345	1.1339	-1.3073
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1513	-0.11279	-0.015725	-0.003598	0.0012943	-0.014037	0.018675	0.049802	-0.039186	0.071834	0.019047	-0.032564	0.089408	0.26688	-0.051328	-0.33803	2.2251	-0.41498	0.28777	2.0164	0.46608	0.93276	1.2008	-2.7179	-3.0905	-1.5151	-0.94872	-1.1449	-0.13886	2.6923	0.23246	1.3686	-0.72926	0.6463	0.2785	-1.0687	-0.58295	0.70296	-2.1138	0.81663	1.8375	-0.53744	-0.80885
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1049	-0.10718	0.00075994	-0.0091984	0.013318	0.0022561	0.030811	0.057863	-0.054932	0.087169	0.022143	-0.082195	-0.0009299	0.032424	-0.15762	-0.44975	2.3084	-0.51227	0.44781	1.5012	-0.00094804	1.0418	1.1635	-2.6718	-3.0658	-1.0672	-0.5401	-1.0712	-1.1388	3.3733	-1.0571	0.14839	-1.3036	0.72131	0.4854	-2.2609	-1.4949	-0.18509	-1.5497	0.38877	0.73974	-1.8522	-0.085934
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5221	-0.16827	0.04171	0.016237	-0.050511	-0.052617	0.039233	0.02004	-0.11733	0.016228	0.10631	-0.035923	-0.032061	0.76974	0.068956	-0.29442	1.7857	-0.4688	-0.23056	1.3147	0.5664	1.3827	1.1191	-2.6362	-3.3971	-1.171	-1.8325	0.60217	-0.56727	1.1968	-0.11575	1.3694	-0.47343	-0.48148	-2.1751	-1.7476	-1.8047	0.60166	-2.9462	-0.64657	1.2107	-0.080871	-0.32198
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.062	-0.10683	0.0055031	0.0056897	0.00492	0.037117	0.029791	0.082539	-0.067153	0.080199	-0.0011659	-0.065467	-0.12854	-0.12355	-0.075257	-0.68589	2.3237	-0.41868	0.47412	1.2668	-0.10802	1.0805	0.87017	-2.9166	-2.9442	-1.6863	0.21823	-0.96271	-0.041396	2.7415	-0.75271	0.57861	-0.65026	2.3999	1.0221	-0.4836	-2.3533	0.75214	-1.6445	0.25717	0.33894	-0.37925	0.21861
