0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3849	-0.041915	0.0025832	0.028134	-0.01848	0.014865	0.00026965	-0.032506	0.015168	-0.00825	0.035499	-0.060404	-0.052628	-1.2915	-1.9088	-1.5009	0.85206	-0.44844	-0.57814	0.56174	0.25738	-0.38313	0.6452	-0.53305	0.039015	0.29878	-0.054137	-0.77676	0.23882	1.2155	0.082585	-0.56339	-1.0009	-1.341	-1.2492	-1.8597	-0.83389	-0.62176	1.1622	-0.372	-1.4593	0.02494	0.90209
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8928	-0.083334	0.26021	-0.057485	0.020777	0.0053304	-0.046862	0.025687	0.092229	0.095301	0.046617	0.092188	0.033441	-1.2804	-0.71771	-0.80932	-0.52461	-1.0681	-0.36053	-0.33118	0.34917	0.007044	0.81769	-0.01752	0.63016	0.51118	-1.8361	-0.58148	1.7949	0.48466	1.656	-2.2248	-0.48662	-0.53121	-0.55275	-0.22968	-0.19443	-1.1454	0.17565	-2.0558	1.0949	-3.9725	1.3564
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2903	-0.037085	-0.039733	0.03357	0.056103	0.020743	-0.028588	-0.013009	-0.00066577	0.009521	0.030704	0.033338	-0.023606	-1.0592	-1.2653	-0.11446	0.88831	1.419	-0.43114	1.5247	-1.6012	-2.1081	-0.055671	1.0893	0.51653	0.87253	1.0192	-0.5954	0.091046	1.0327	-0.79	0.22788	-0.55445	1.7686	-0.60487	-1.1735	-0.50764	0.29672	0.3084	-1.892	-2.8382	-1.7753	1.6046
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.837	-0.027829	-0.0048834	-0.0082872	0.014227	-0.006584	0.01169	0.027718	0.0096777	-0.017392	0.023026	0.017509	0.031697	-1.0087	-1.3851	-1.1499	0.00063142	1.3555	-0.86572	1.0835	-2.4147	-1.2087	-0.34541	1.0933	0.184	-1.0605	1.3184	-0.97401	0.59235	1.3351	-0.01922	0.052051	-1.2318	-1.0524	1.6949	-1.7759	-0.1016	0.57052	1.1651	-1.9032	0.25857	1.1791	0.85809
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.282	-0.039376	-0.068148	-0.09718	-0.024078	0.0053239	-0.022844	-0.043595	0.020633	0.00083441	0.034761	0.054022	0.007984	-1.0672	-1.0525	0.28176	0.29891	0.9985	-0.55849	1.2959	-1.526	-1.5333	0.36844	-1.1043	0.55238	-1.047	1.1529	-1.3557	-0.31724	-0.047403	-0.12761	0.81189	0.5949	1.1342	-2.7577	0.31094	-0.28123	-2.348	0.0095291	-2.0356	1.7338	-1.5973	0.33278
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9528	-0.028627	0.0066345	-0.0080998	0.0023856	0.0091997	-0.0019992	0.0072551	0.043976	0.067272	0.019574	-0.038194	-0.044484	-0.95941	-1.6429	-1.0661	0.13725	1.5732	-0.70729	0.94603	-2.7243	-2.1372	-0.23914	1.987	0.54025	-0.34064	0.78628	-0.26076	0.41055	1.3401	-1.0512	0.29666	-0.44663	0.015459	0.47505	-1.0927	-0.077646	1.2226	0.78975	-1.684	0.46157	0.96162	0.88283
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1117	-0.034826	0.051632	-0.067434	0.087913	0.062916	-0.0053459	0.013519	0.021303	-0.0071521	-0.042991	-0.0035146	-0.0099377	-1.1019	-0.79119	-0.764	-1.2448	1.303	-0.52639	0.97524	-2.0881	-1.3406	0.18767	0.062109	0.10349	-0.81013	-0.67523	-0.67802	0.58937	-0.17425	1.9885	-1.5708	-1.0077	-0.79763	1.1196	0.1869	-0.1138	0.83723	0.61111	-1.9573	1.5097	0.67139	0.27212
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8904	-0.028933	-0.0077091	-0.0023214	0.0285	0.041983	-0.008887	0.036861	0.043299	-0.0089932	-0.0032639	0.014102	0.038502	-0.95038	-0.55749	0.5955	-0.38333	1.6576	-0.57017	1.365	-2.7692	-1.7165	-0.36463	0.03938	0.96507	-1.1346	1.0619	-0.58977	0.29306	0.24155	-1.529	0.34769	-0.26268	2.1937	0.75675	0.19637	-0.14682	0.5934	0.050459	-2.4795	-3.4235	-1.1693	0.86201
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8851	-0.028431	0.012621	-0.010315	0.00084368	0.013798	0.029072	0.032191	0.025553	-0.0017167	-0.015429	0.05496	0.022025	-0.97674	-1.1312	-1.0278	-0.64766	1.598	-0.73136	0.99628	-2.8727	-1.5315	-0.1979	-0.25757	-0.030482	-1.3896	1.3725	-0.5003	0.64749	0.89796	1.175	0.063424	-0.56616	-0.49229	0.69993	-0.53137	-0.28729	0.36001	1.1986	-2.0324	0.82069	1.1433	0.57883
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.166	-0.037658	-0.019877	-0.071372	-0.043265	0.010597	-0.037844	0.061966	-0.0059384	0.041898	0.049314	-0.0093778	0.0696	-1.1718	-1.0811	-0.91723	-0.56824	1.1847	-0.39597	1.24	-1.9156	-2.0882	0.11688	-0.42191	0.20264	-1.4195	0.76359	-0.8645	0.32184	0.023945	1.1978	0.49763	-0.53005	0.41226	-1.4158	0.63815	-0.72249	-3.4276	0.23156	-2.3061	2.051	1.1214	0.50598
