0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.28707	-0.017126	0.0012005	-0.011785	0.0092285	-0.0030913	0.0052333	-0.006334	0.0053335	-0.02504	0.021409	0.0082887	-0.034145	-0.059992	-0.82703	-0.12731	-0.25499	-0.65474	-0.83006	1.3486	0.98687	1.2922	-0.39472	-1.4379	0.934	0.026889	-0.85101	0.71261	0.32414	-0.18331	0.70202	-1.1107	0.57444	0.43894	0.7403	-0.070724	1.08	-0.67445	1.3845	-0.09468	-0.53849	0.21848	0.023303
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.034577	-0.00024437	-0.029413	0.016769	-0.00083951	-0.035851	-0.01637	0.013972	-0.0079956	0.01201	-0.081139	0.026198	-0.0041553	-0.93754	0.74376	0.85212	0.10132	0.50014	-1.2402	2.0317	0.09264	1.7443	0.44777	-0.51756	-1.476	0.17359	-1.9666	-1.3378	-0.8031	0.71224	1.6492	0.88387	-1.6251	0.70691	-0.036575	-0.77132	0.087471	-0.19746	-0.25221	0.81732	-1.7377	0.25245	3.3591
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68892	0.0711	-0.065887	0.17513	-0.024466	-0.071945	-0.057904	0.034957	0.036034	-0.06189	0.0071638	0.038239	-0.10635	-1.1525	-0.39511	1.9322	-0.30418	1.0743	-1.052	2.9638	-1.1838	1.8908	0.3822	-0.31576	-0.45996	-1.1972	-1.3973	-2.0022	-0.29101	-0.55572	0.97985	-0.062515	-0.85221	0.10542	-0.72948	-1.8747	0.088372	0.59912	0.60774	0.85469	-1.6722	0.85842	0.60164
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21994	0.01185	-0.0023192	-0.015394	-0.0058054	0.0042457	-0.0038787	-0.0065575	-0.010372	0.011931	0.0094259	-0.010527	-0.012191	-0.37542	-0.99979	1.628	0.46602	-0.3675	-0.82056	2.1842	-0.63603	1.6788	0.40054	-1.1576	0.46475	0.43505	-1.4297	0.22995	0.36699	1.2809	1.0868	1.467	1.621	-0.53466	-0.42832	-0.69423	0.17401	-1.8344	2.2841	-1.4236	0.24305	0.81782	1.8512
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13551	0.0025716	-0.0045409	-0.00872	0.0022842	0.010245	-0.0013403	-0.034139	-0.0078207	0.012661	0.054704	0.0055309	-0.0045437	-0.036224	0.14067	1.8371	0.80252	-0.52775	-0.43576	2.5381	-0.86502	2.2421	0.69763	-0.51865	-1.13	0.095737	-1.1991	-0.51992	1.6994	0.14391	1.2397	1.2297	0.17284	-1.3616	-0.17175	0.3536	-0.49736	-1.1862	1.4003	-2.3518	-0.28035	0.50891	2.2704
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21627	0.011096	-0.013069	-0.0001137	0.0049813	-0.027332	-0.024538	0.014303	0.0045609	0.016103	0.0014089	0.0012413	-0.00016695	-1.2675	0.31855	1.6695	0.13871	-0.19526	-0.75914	1.9569	-0.51106	1.8616	0.5508	-0.47186	-1.3065	-0.57461	-2.0506	0.23548	0.46587	1.4907	1.8481	1.434	-1.2874	0.59368	0.32187	-1.6016	0.7629	-0.76342	0.42564	0.87451	-1.1551	0.87945	2.4592
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4065	0.017036	-0.0022241	0.0025827	0.0087342	-0.0099911	-0.0083673	-0.0096161	0.00023711	0.008442	0.030431	-0.0097282	-0.0054426	-0.22572	-0.55046	2.1621	0.73966	-0.22778	-0.92115	1.8967	-0.84188	1.7401	0.20999	-0.71223	1.1708	0.30079	-1.6852	0.65313	0.53266	1.3137	1.802	1.2061	0.27118	-0.61914	-1.5104	-1.6937	0.9788	-0.67772	1.7023	-0.67342	0.092204	1.1844	-1.4231
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5365	0.054642	-0.051455	0.13663	-0.023465	-0.053142	-0.056195	-0.076338	0.010736	-0.037867	0.029873	0.029797	0.05145	-0.88569	-0.078563	2.2091	0.082528	0.78349	-0.77672	3.0974	-0.94798	2.0519	0.16365	0.21245	-2.3419	-0.96166	-0.71214	1.0595	0.25135	-0.94018	1.6553	0.096475	-0.53547	-0.87014	-0.98796	0.24212	-0.14614	-0.25173	1.0982	0.30051	-0.17598	1.4635	0.12264
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31356	0.011786	0.003362	-0.0082929	0.0039227	-0.0019358	-0.0080403	-0.017331	-0.0087496	0.023204	0.0098188	-0.018903	0.00048849	-0.38802	-1.0041	1.7077	0.56539	-0.20964	-0.72996	2.6673	-1.1073	2.1027	0.40369	-0.34248	1.0631	0.37298	-0.75786	-1.6808	1.7262	1.3886	2.0295	1.009	0.34026	-0.91733	-1.1076	0.33433	-0.62921	0.2015	0.91818	-0.14591	1.0231	0.54732	0.07793
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094615	0.00041591	0.00091974	0.00083055	0.0007062	-0.0062415	-0.010095	-0.0067406	0.033851	0.019488	0.0031602	-0.011468	-0.015833	-0.36321	0.021764	1.6823	0.92368	-1.0107	-0.4635	1.0435	-0.57424	2.0872	1.1164	-0.41134	-0.76274	0.45512	-2.3878	0.74226	1.4857	-0.52451	1.8598	0.27301	0.39269	0.066602	-1.0429	-0.60505	1.3131	-1.0525	2.1096	0.17803	0.54083	1.3242	0.079446
