0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68575	-0.022531	0.014475	0.012564	-0.055955	0.018729	-0.016741	-0.044905	-0.018093	0.03019	-0.0088049	-0.074012	-0.040147	-1.2615	1.3009	0.084637	-1	0.13806	-1.7021	0.57855	-1.7425	0.02329	-1.7981	-2.6211	0.51824	-0.14305	0.50443	-1.2525	0.25138	0.38	-1.4106	-2.0955	-0.21672	-0.037825	0.15946	-0.55175	0.65741	0.29781	-0.53352	-2.228	0.33502	3.1503	-1.5051
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7611	-0.16294	0.20378	0.021816	0.0010714	0.071194	0.0034003	0.059933	-0.042038	-0.041028	-0.040069	-0.010352	-0.0068838	-1.3998	1.629	-0.17911	-0.79522	0.7775	-1.2943	0.39266	-1.5531	1.1965	-0.99487	0.15491	0.91858	0.2835	0.93014	-0.18154	-1.7828	0.16358	-0.88507	-1.0089	-0.01179	2.939	-1.0125	-0.67058	-0.77816	0.29256	-4.1734	1.4697	1.1519	0.079367	-2.2861
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3355	-0.06319	-0.014707	-0.0097202	-0.0027482	0.018491	-0.057751	-0.034718	0.0035866	-0.029494	-0.031567	0.019683	-0.072335	-0.89437	0.17933	0.87196	-0.4215	1.0916	0.57381	0.53741	-2.5075	-2.5341	1.1137	0.76096	1.3901	-1.5912	1.2236	1.2685	0.27996	0.46048	-1.302	0.6121	1.9464	2.2116	0.91188	-0.67558	-1.6506	0.21323	-2.5655	-0.73197	2.4578	1.4523	-0.72458
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95712	-0.036827	-0.030308	0.01043	-0.0087133	-0.014898	-0.012249	-0.001476	0.013715	0.053139	0.022205	-0.078397	-0.038128	-1.0196	0.28125	0.88517	-0.4876	0.19014	0.89589	-0.064333	-2.4417	-2.0051	0.58611	0.89011	1.4785	-1.5312	1.3412	-0.22682	-1.3334	0.71403	-1.1309	0.60181	2.1622	1.9117	0.40842	-1.5021	-0.85584	-1.0363	-0.53262	-0.25496	1.8951	1.5712	-2.2745
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6116	-0.078535	0.03419	-0.0090539	-0.12569	0.023674	-0.014045	-0.030557	0.12428	-0.072815	-0.071778	0.028844	0.031583	-1.2008	0.10372	0.98074	-0.66536	0.88511	0.44835	0.40684	-2.2676	-0.65585	0.3566	0.48042	1.4629	-0.41907	1.1221	0.025062	-0.95266	-0.66675	-1.2021	0.84387	1.2928	2.4364	0.5646	-0.12527	-0.38877	0.74452	-2.1489	0.61618	2.1572	1.089	-3.9422
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1957	-0.048102	-0.061526	0.038207	0.0019992	-0.016255	-0.039495	-0.037255	0.019819	0.090135	0.047159	0.038376	-0.024206	-0.6849	0.41486	0.45905	-0.2919	0.018786	0.93534	0.14303	-2.4414	-2.4523	0.7711	0.84016	1.4469	-0.2211	1.0907	-0.61535	-1.0787	0.33446	-1.0922	1.1761	2.348	1.3588	0.85497	-0.46834	-0.84123	-0.57535	-1.1524	0.0039017	1.2704	1.4324	-2.4595
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80435	-0.02962	-0.013492	0.0046709	-0.0076708	-0.019747	-0.034405	-0.029479	0.06786	0.054539	0.031573	-0.043262	-0.024434	-1.0656	1.8834	-1.83	-1.0914	-0.11619	-0.76994	0.76581	-2.3113	-0.56772	-0.34724	0.25997	1.7317	-0.32808	0.57613	-0.070179	0.16845	1.4357	-0.50118	-2.0652	1.6437	0.81861	-0.11916	0.066512	-1.893	-0.39441	0.02601	-0.092981	0.419	3.8226	-1.3069
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6373	-0.089093	-0.086715	0.05101	0.17075	-0.04721	0.019823	-0.03929	0.026929	-0.029083	-0.063531	0.055982	0.027127	-0.86025	-0.82305	0.94144	-0.47305	1.3581	-0.37792	0.692	-2.3386	-2.3767	0.61019	0.7664	1.654	-1.2849	1.6148	1.8755	1.0482	0.2268	-0.47948	1.4782	1.3126	2.0277	0.53133	-1.1711	-1.2495	0.76551	-2.925	-0.31059	2.0632	1.7622	-0.71493
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.226	-0.049771	-0.065584	0.028346	0.012276	-0.014846	-0.032132	-0.030489	-0.017292	0.031592	0.02158	0.0095946	-0.087823	-0.62307	0.58683	0.2311	-0.28752	0.16621	1.3213	0.26033	-2.1761	-2.5939	0.64383	0.65754	1.068	-2.0515	1.5149	0.045929	-0.55195	0.61229	-0.46099	0.79998	2.6259	1.3133	0.80475	-1.4635	-0.79076	-0.74622	-1.0717	0.049838	1.1616	0.87405	-2.2915
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2203	-0.063775	-0.010608	-0.027112	0.017362	0.1298	-0.054737	0.0026113	-0.0042213	0.08576	-0.10329	-0.0004584	-0.067526	-1.1439	-0.46456	0.95794	-0.50764	0.75762	-0.25708	-0.10062	-2.168	-0.88732	0.57257	0.43083	1.5697	-1.5366	1.6762	0.44987	-1.3544	0.080816	-1.0748	0.41731	1.6341	1.489	0.57765	-2.1185	-0.8951	-0.69635	-2.641	0.21311	1.3833	0.96773	-3.2514
