0	0	0	2.3991	-0.071413	-0.027402	-0.0022498	0.031483	0.047217	-0.0075072	0.016411	-0.10109	-0.10781	-0.035616	-0.00011279	-0.033563	-1.6116	-1.3161	-1.1091	0.36882	-0.95671	0.07062	-0.33353	1.5946	1.2576	0.086546	-0.48552	0.99608	-0.77094	1.1217	2.1194	0.90995	-0.10434	-0.97966	3.0252	-3.1788	-1.8634	1.0134	1.4858	-0.60845	0.0028382	3.2223	0.56225	-1.0473	-1.6516	0.70965
0	0	0	2.3922	-0.067779	-0.084445	-0.080452	0.045446	0.0626	-0.079774	-0.05678	0.012617	-0.038707	0.071334	-0.043372	-0.056946	-1.322	-1.1339	-0.86077	0.6496	-1.8101	0.60581	-0.17859	1.5149	1.2564	-1.6923	-0.59253	-1.0653	0.54285	0.62833	2.9343	0.10172	1.3265	-1.0307	1.84	-1.3735	-1.7252	-2.4056	0.21077	-0.70011	1.3266	-0.16044	1.4856	-0.77404	2.1254	-0.31679
0	0	0	2.4264	-0.069697	-0.032537	0.0063966	0.03953	-0.021585	-0.030707	-0.072011	0.071909	-0.029815	-0.033199	-0.072213	-0.056611	-1.2388	-0.91274	-0.91519	1.0431	-1.045	0.65395	-0.21929	2.4546	1.2826	-0.8931	-1.4889	-1.571	-0.48935	0.83267	3.8414	1.0509	-1.7294	-0.24267	1.2568	-0.21064	1.1598	-2.0514	-1.21	-0.17009	0.55404	0.39552	-0.38617	0.99032	-0.46076	1.374
0	0	0	2.2183	-0.06685	-0.027313	-0.058946	0.094201	-0.017299	0.055301	0.054728	0.017144	-0.048962	0.0012606	-0.014939	0.0086219	-1.1909	-0.89128	-0.46315	0.38519	-0.64922	0.79657	0.58589	1.5977	0.29277	1.7827	-1.5713	-0.15755	-1.2361	0.80721	1.8632	-0.98161	-0.64951	0.36459	4.4586	0.72397	0.83017	0.53442	-0.46404	-1.2081	-0.46656	-0.30861	1.9184	-2.6679	-0.050984	1.0954
0	0	0	2.3925	-0.071015	-0.015995	0.0042131	0.068139	-0.0081229	0.0044099	0.013296	0.086313	-0.059092	-0.065601	-0.014207	0.046074	-1.3478	-0.74238	-0.96329	0.84664	-0.66614	0.72222	0.78608	0.73704	0.78164	-1.2769	-1.1222	-0.39926	-0.53232	0.86787	3.7412	1.8065	-2.1656	-0.72493	1.0156	1.2927	-0.70895	-0.58063	-1.265	0.17493	-1.7168	0.39525	-0.4622	-2.1621	-1.1698	1.5325
0	0	0	2.4147	-0.071837	-0.022836	0.016724	-0.013113	0.025182	0.0015256	0.037997	0.046109	-0.099983	-0.017251	0.013479	0.024591	-1.4564	-1.284	-0.51611	0.38049	-0.4645	0.49294	1.6373	0.73752	0.11453	1.7358	0.58827	0.60422	0.62768	1.5094	1.2684	-1.2078	-0.17187	0.7009	3.9753	-0.071844	-1.1369	0.54617	-0.30854	-2.1949	0.36718	0.28297	-0.53524	-0.65861	0.73776	1.9802
0	0	0	2.3311	-0.070685	0.013921	0.052455	0.0031872	-0.01146	-0.010204	0.070049	0.082367	-0.08407	0.040831	0.049689	-0.05104	-1.3704	-1.135	-0.30988	0.20841	-0.81806	0.4636	1.4504	1.4919	0.26509	1.2973	0.096936	0.62222	1.337	1.5895	1.0775	-0.40435	0.40629	-0.52201	3.4193	-1.2044	0.24221	1.569	-0.19498	-0.99855	0.66843	0.64979	-0.63534	1.2663	-1.6088	1.6041
0	0	0	2.647	-0.077691	-0.019481	0.051542	0.046381	-0.029136	-0.06386	0.049974	-0.03239	-0.013195	-0.069705	-0.0197	0.012393	-1.4008	-0.9363	-0.9058	1.3014	-0.8174	0.44536	0.66108	1.2205	0.76141	-1.3738	-1.0254	-1.346	-0.68106	1.2397	4.1873	1.2893	1.1134	-0.83901	0.86239	0.49336	-0.54533	-2.2037	-0.31376	0.32038	-2.5653	0.28802	-1.2818	-0.84074	-2.1398	1.0818
0	0	0	2.305	-0.06745	-0.0045911	0.035968	0.004215	0.050967	-0.0099364	0.073302	0.023824	-0.078242	-0.033723	-0.020116	-0.025684	-1.4939	-0.99603	-0.22508	-0.34451	-0.72571	0.57069	1.7905	1.5997	0.26602	-0.19155	-0.36575	1.3471	-0.30801	1.5299	1.017	-0.99601	-0.12443	-0.16489	2.0425	-1.1071	0.74193	1.4466	-0.70482	0.17109	-0.20323	1.4909	0.93782	1.0404	-0.37168	1.2224
0	0	0	2.3675	-0.070626	-0.041529	-0.057664	0.0713	-0.024255	-0.052276	0.056068	-0.074508	-0.089753	-0.010181	-0.096706	-0.040502	-1.3675	-1.2647	-0.68472	0.90107	-0.98295	0.72971	0.48179	0.55102	0.45941	-2.319	-1.279	-1.706	-0.47708	0.96164	3.6969	0.71205	1.8593	-0.52995	1.2086	-0.54178	-0.01269	-1.3478	0.23185	-0.47011	0.089416	-0.074179	-1.3411	-0.62831	-0.18808	1.1405
