0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48061	-0.10151	-0.032667	-0.027503	-0.01086	0.0018535	-0.022654	0.026464	-0.023928	-0.044566	-0.013008	-0.014562	0.060705	-1.0941	0.74935	0.96973	-0.70288	0.46072	0.92822	0.17461	-0.46872	-0.068474	-0.23452	0.039425	-0.56035	-0.56998	-1.1962	-1.8414	-0.35105	-0.59793	-2.9098	-0.38996	0.11674	-0.14237	-0.53214	-0.53996	-0.35207	0.62944	0.029159	-0.056688	0.55046	-0.12152	-1.2509
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.46711	-0.074971	-0.0089456	-0.0065997	-0.039893	-0.057481	0.017156	-0.0033416	-0.055479	-0.032747	0.043142	-0.055147	0.082185	-0.39465	1.0642	0.6518	0.015595	1.2503	1.2072	-0.27795	-0.90919	-0.24186	-0.26525	0.55487	1.1864	-0.36389	-1.091	-1.8295	-0.1143	0.83052	-3.4565	0.5815	0.72702	-0.73165	1.1333	0.04211	0.21008	1.9773	1.0774	0.52963	0.91194	1.4929	-1.392
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49793	-0.071894	-0.025331	-0.021493	-0.030761	-0.057579	-0.022206	-0.018162	-0.014146	0.0071494	-0.058187	-0.005091	0.12317	-0.51268	0.88466	-1.5941	-0.0025373	1.1783	1.4276	0.6313	-1.0454	-0.2643	0.082486	-0.12787	1.283	-0.49577	-0.90178	-0.48747	-0.60764	1.2416	-3.3244	0.5343	0.86216	-0.61144	0.51609	1.0811	1.3937	2.1349	1.1275	-0.0041667	0.88019	2.6934	-1.0125
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49167	-0.069123	-0.017161	-0.013277	-0.020021	-0.043327	-0.020927	0.013389	0.10139	-0.0064413	-0.094493	-0.0082595	0.010092	-0.55096	1.254	-1.1164	-0.073224	1.2825	1.4209	0.58353	-1.0658	-0.26839	-0.083492	-0.04438	0.8266	-0.49906	0.67309	0.026272	-0.74604	0.97255	-3.8716	0.66838	0.56998	-0.82581	0.60187	0.034804	1.2364	2.6394	1.1266	-0.04746	1.171	2.8534	-0.96987
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.50493	-0.075547	-0.018371	-0.015447	-0.023512	-0.071624	-0.010326	-0.011986	0.030794	-0.013612	-0.10416	0.061288	0.029892	-0.47782	0.92454	-1.3192	-0.092243	1.2213	1.4217	0.38421	-0.98967	-0.3668	0.074596	0.14301	1.2598	-0.49526	-1.0748	-0.72007	-0.35729	0.86384	-3.3541	0.84878	0.84446	-0.73953	0.84223	0.99302	0.95799	2.4998	1.6924	-0.33244	0.55824	2.7331	-1.0664
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5404	-0.088935	-0.02105	-0.0023637	-0.012992	-0.034797	-0.0079374	0.074576	0.0016003	0.023609	0.002408	-0.018263	0.065562	-0.50826	1.2871	-1.5467	-0.091274	1.0321	1.4052	0.99206	-0.9031	0.0086224	0.21713	0.68594	1.4545	-0.57556	-2.0296	-1.2853	0.76359	1.0753	-3.5591	0.62067	1.0888	-0.8865	-0.11251	0.13665	1.3072	2.4385	1.3814	0.68615	1.0125	2.4235	-0.9759
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.54216	-0.081942	-0.0064585	-0.020395	-0.012338	-0.038648	-0.024363	0.072487	0.034274	0.016537	-0.027318	-0.08461	0.049705	-0.65214	1.1098	-1.4995	-0.024706	1.1243	1.0278	0.68323	-1.1623	-0.15068	-0.00046904	0.70084	1.0282	-0.74468	0.60954	-0.86175	-0.4373	0.83745	-4.0269	0.61589	0.60372	-1.08	0.2465	-0.16909	1.5126	2.453	0.74891	0.95788	0.9692	2.6705	-1.0211
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.55616	-0.078697	-0.033212	-0.026921	-0.035799	0.0014008	-0.055893	0.045271	0.0030247	0.0056809	-0.069926	0.016615	0.087565	-0.75253	0.99091	-1.8552	0.015054	1.2111	0.97101	0.4562	-1.043	-0.075391	-0.20621	-1.0425	1.0744	-0.79689	0.86923	1.5987	-0.50419	0.91324	-3.6353	0.70855	0.56578	-1.0136	0.20523	0.53063	1.607	2.3292	0.90732	0.19195	0.88403	2.8058	-0.93667
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.55866	-0.08862	-0.0045062	-0.032102	-0.055553	-0.060854	0.020465	0.023244	0.053536	-0.039646	-0.072567	0.086473	0.058891	-0.69333	0.74419	-1.4916	0.86682	0.73784	1.4587	0.85509	-0.96787	-0.29965	0.31009	0.32744	1.115	-0.89406	-1.006	-1.0152	-0.39259	0.24873	-3.2915	0.4121	0.37383	0.14744	0.22295	-0.90084	0.43222	0.74687	1.2395	-0.078415	1.5045	1.4026	-0.80606
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.57661	-0.094151	-0.027507	-0.0075098	-0.024309	-0.011069	-0.025942	0.061898	-0.010196	-0.031766	-0.021628	0.046789	0.060835	-0.62189	1.0929	-0.29511	-0.30296	1.0395	1.2875	0.83096	-0.68392	0.33701	0.14216	0.52428	0.88759	-0.77268	-1.6259	-1.5593	1.188	0.96241	-3.9995	0.22491	0.78833	-0.71216	-0.3274	-0.47138	1.7922	2.4666	0.55544	0.34567	1.6571	2.5297	-0.94333
