1.6204	-0.026478	-0.01926	0.0062819	-0.011269	-0.0048506	0.005176	-0.025988	0.0088288	0.012512	0.025638	-0.0055838	-0.030761	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.504	-0.025891	-0.0053064	-0.0015332	0.00073198	-0.012739	0.019907	-0.018755	-0.026941	0.0099522	0.0083516	-0.024068	-0.033631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.785	-0.043869	-0.074662	-0.014475	0.17968	-0.034653	-0.08272	-0.088672	-0.010917	-0.0048397	0.0034642	-0.023752	-0.0048557	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.0097	-0.0449	0.006169	-0.010339	-8.223e-05	-0.010038	0.032071	-0.030174	-0.019711	0.03924	-0.034331	-0.024975	-0.033658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.7804	-0.03073	-0.0096273	-0.0044824	0.016011	-0.020606	0.033267	0.0014112	0.005412	0.017535	-0.0016598	-0.027533	-0.021408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.803	-0.031774	-0.0029915	0.00012751	-0.0041585	-0.024704	0.0033941	-0.0062604	-0.018132	-0.043706	-0.0058835	-0.043256	0.033953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.7435	-0.030168	-0.012157	0.0075909	-0.00026252	-0.01316	0.011571	-0.0089572	0.0092663	0.086869	-0.018908	-0.044474	0.031576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.6581	-0.026398	-0.0058844	0.010594	-0.004286	-0.023679	0.00043799	-0.021413	-0.02563	0.026934	-0.0022575	-0.0089808	-0.03806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.8542	-0.033327	-0.0087174	-0.018275	0.0055557	-0.022184	0.014096	-0.024277	-0.0035741	0.0028719	0.011824	-0.041661	-0.02461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.7091	-0.033488	-0.0024626	0.00076703	-0.00015176	-0.020397	0.0018721	-0.042882	-0.020807	-0.015915	-0.0033732	-0.038154	-0.019111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
