0	0	0	0	0	0	0	0	0	0	0	0	0.48954	-0.026616	-0.013684	-0.0017557	0.0093464	0.0073514	0.010806	-0.0063505	-0.0063629	0.0023603	-0.01827	0.027824	-0.00029124	-0.20828	-0.12017	-0.42116	0.38906	0.28113	1.6853	-0.62346	0.074252	-0.78662	-0.53357	-0.5979	0.94864	0.80463	-0.48033	0.4584	-0.1648	-0.89562	0.63386	0.5584	0.99908	0.0094131	1.4538	1.2276	-1.5886	-0.23586	-1.5362	-1.2869	0.0094462	-0.28724	0.21823
0	0	0	0	0	0	0	0	0	0	0	0	1.1184	-0.073433	-0.1535	0.0079698	-0.0063903	-0.050989	-0.14763	-0.019073	-0.12268	0.0037301	-0.056747	-0.0097554	0.027601	-0.39663	0.7238	0.38316	1.0461	0.7978	1.3608	0.54033	0.0015049	-1.0734	-1.552	0.91261	1.305	1.2103	-0.71404	-1.9982	0.58499	0.52135	2.564	1.9177	-1.2193	-1.6965	-1.1846	0.93783	0.17177	-0.094093	-1.9503	-1.9016	-0.36576	-1.4369	-0.63954
0	0	0	0	0	0	0	0	0	0	0	0	0.7051	-0.055226	-0.0037923	-0.039305	0.022016	0.11371	-0.041849	-0.029768	-0.06836	-0.10635	0.066128	-0.025525	0.11096	-0.41087	1.013	0.62128	-0.39615	-0.27632	1.9533	0.87148	-0.96141	-0.34125	0.91063	1.7108	1.8942	1.1181	-1.3038	0.87617	-0.82817	-0.090213	0.30625	0.726	-0.85326	-1.3951	0.3576	1.07	0.38123	-0.30026	-1.8061	-1.07	0.30885	0.89492	0.89049
1	0	0	0	0	0	0	0	0	0	0	0	0.89122	-0.080546	0.014146	-0.073681	0.011422	0.086433	-0.018864	-0.067982	0.032018	0.020804	-0.11087	0.018215	0.0022815	-0.4836	1.3998	0.41739	0.40788	-2.3721	0.61536	-0.46689	-1.1067	-0.27316	-0.30251	1.3728	1.3983	0.679	-2.2355	-0.44398	-1.2515	0.31688	0.20142	0.63797	0.81384	-3.7099	1.3097	2.6466	1.7058	-0.07401	-2.521	-1.144	-0.64144	0.9912	-0.26731
0	0	0	0	0	0	0	0	0	0	0	0	0.87356	-0.10232	0.037059	-0.0025519	-0.0023856	-0.027989	0.0073565	-0.016926	0.019812	0.019919	0.027005	-0.0077022	0.10964	-0.67571	1.1636	0.68056	0.016408	-1.1753	0.1505	0.26746	-0.06637	-0.039818	-0.41424	0.75347	1.9845	1.2487	-1.2351	0.40315	-1.1143	0.20129	0.3735	-0.47598	-0.12235	-0.13201	0.19829	2.5242	1.5404	-2.8845	-2.1772	-0.50911	-0.2273	0.64172	3.1237
0	1	0	0	0	0	0	0	0	0	0	0	1.3347	-0.21837	0.11687	0.10606	-0.056877	-0.26028	0.089558	-0.16547	0.028279	0.058539	0.0088035	-0.037301	0.094863	-0.37773	1.478	0.26447	-0.39689	-1.041	0.4394	-0.011417	2.2744	-0.30964	-0.35874	-0.29826	1.77	0.86636	-2.3371	-0.25256	-0.13819	1.4297	0.32859	0.70903	1.3081	0.84038	1.5981	1.1001	-0.036217	-2.0117	-0.12668	-1.3059	-0.90629	0.066048	-0.18223
0	0	0	0	0	0	0	0	0	0	0	0	0.56756	-0.033438	-0.02282	0.0093108	0.054392	0.020615	0.050738	0.0068118	0.0079987	0.024031	0.0047536	0.072365	0.012042	-0.47185	1.6589	0.16713	1.3663	1.0455	1.2516	0.14792	-0.55958	-1.5182	-1.7475	-0.17837	1.6545	-0.083497	-0.13125	0.54828	-0.37816	-0.59563	-1.0912	1.0639	0.92228	0.71392	-0.54069	1.4625	-0.55673	0.45538	-1.0084	-0.72138	-1.2237	-1.7631	0.2615
0	0	0	0	0	0	0	0	0	0	0	0	0.70885	-0.048246	-0.026102	0.0081244	0.026618	0.074499	-0.033543	-0.089189	0.035443	-0.0079743	-0.046872	-0.080252	0.1276	-0.2258	1.665	0.56408	0.40423	0.025371	1.681	-0.68863	0.74022	-0.54135	0.51608	1.8889	0.70276	0.78819	-0.71403	-0.75238	-1.7615	0.21985	0.84515	-0.12408	-1.7559	-1.2423	1.729	0.95752	0.64184	-0.24642	-0.551	-1.264	-0.17098	0.38067	0.85839
0	0	0	0	0	0	0	0	0	0	0	0	0.94788	-0.048549	-0.061199	0.0083225	-0.07534	0.081587	0.17001	-0.0025257	-0.27794	0.19309	-0.052879	0.23669	0.10702	-0.3465	1.1197	0.61874	0.71972	0.5501	1.6897	0.94043	-0.46307	-0.1395	-0.97163	0.23583	1.0898	1.1226	-0.74406	-0.43475	1.7589	0.71867	1.6579	1.5714	0.027413	-2.5369	0.29105	-0.90796	0.16018	0.20716	-1.1477	-1.2461	-0.89969	-0.212	0.87009
0	0	0	0	0	0	0	0	0	0	0	0	0.60929	-0.048184	-0.0048668	-0.00099926	0.0047795	0.034516	-0.019573	0.034952	-0.037919	-0.03268	0.0038086	0.0021924	-0.032169	-0.51159	0.51661	0.74805	0.64577	1.0155	2.0046	0.75392	0.22952	-0.75583	1.0773	1.5531	1.3721	1.1953	-0.65627	0.92522	-0.49781	0.51174	-0.15062	-0.29055	-0.31388	0.099889	-0.17383	0.32655	1.0257	-0.64932	0.8166	1.2169	-0.53794	0.47356	1.3821
