0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33682	-0.014926	-0.0025276	0.002854	0.0056173	0.0081463	0.0028393	0.012314	0.014701	-0.010182	-0.020129	-0.0026551	-0.021324	-0.17098	0.071483	-0.60672	0.82983	0.19709	-0.96034	-1.1757	-0.057001	0.29853	0.01243	-0.065445	-0.23272	1.5259	0.52242	0.26199	0.38769	-0.59284	-0.38264	2.6038	0.40747	0.072373	-1.0399	-0.98666	-1.4458	0.16753	-0.85533	1.8452	0.0057698	0.07909	0.9327
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35187	-0.011608	-0.0069378	0.0043303	-0.0079441	-0.0066149	0.014457	0.011251	-0.004175	0.0016694	0.018647	0.011364	-0.050226	0.29723	1.859	0.99662	0.37128	-0.062477	0.042835	-1.1151	0.64658	0.58116	0.93004	-0.26446	0.70822	3.0449	0.51244	0.35326	0.96244	0.64735	-0.84417	-0.10287	-1.882	-0.78065	0.31221	0.69795	0.52026	1.5183	-0.22663	0.40243	0.48825	-0.88323	-0.48325
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32052	-0.013834	-0.0055996	-0.0012007	-0.0018907	0.0074244	-0.0012851	0.011514	-0.0082501	-0.0061114	-0.012113	-0.0068008	-0.035342	0.28813	1.1977	1.0398	0.55041	0.069564	0.17089	-0.97179	0.35326	0.83851	0.77789	-0.020743	0.56686	3.3108	0.51062	-0.082801	0.79115	0.082882	-1.709	-0.69247	0.88704	-0.76688	0.98972	-0.82991	0.28506	1.3639	1.5086	0.84059	1.1217	-1.1245	0.041485
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32717	-0.014421	-0.0061917	-0.007253	-0.010564	0.0056691	0.0030642	0.0051007	-0.0048284	0.007679	0.0097925	-0.0041019	-0.03211	-0.83088	1.8687	0.94877	1.2007	-0.042422	0.45907	-1.0011	0.50315	0.69983	0.36133	-0.28494	0.72887	2.7273	0.59585	0.1389	1.064	0.04242	0.218	-0.67012	0.67722	-0.56881	0.56309	-0.68071	-0.12546	1.4022	0.18376	1.0285	-1.0488	-1.4794	1.6811
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31366	-0.016204	-0.0071079	-0.0032303	-0.0075956	0.00060141	0.010347	-0.0036134	-0.0063364	-0.00030035	-0.006162	-0.0057775	-0.034379	0.65469	0.85369	0.82557	0.32797	-0.15727	-0.026737	-0.43529	0.43892	1.0947	0.48795	-0.21355	0.50774	3.404	0.63588	0.084634	0.70002	-0.22002	-1.1796	-0.82193	0.35164	-0.35271	1.0348	-0.98451	0.79308	1.8648	1.1021	1.118	1.3633	-0.80391	0.25786
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28689	-0.016946	-0.0041625	8.0116e-05	-0.00011005	0.006116	-8.2156e-05	0.001433	-0.00036753	0.0059227	0.0068614	-0.022723	-0.019363	0.24827	-0.88218	0.27499	0.89274	-0.13081	-1.2887	-1.239	0.50203	1.1242	0.33472	-0.21604	0.54158	2.9672	0.91996	0.19785	0.617	-0.023614	-0.15552	-0.8536	0.55063	-0.29699	0.71332	-1.2801	0.40761	1.7377	1.86	1.2797	1.2864	-0.50497	1.2508
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25124	-0.015171	-0.0073325	0.0014046	-0.0053625	0.0080079	-0.00063941	0.0049628	-0.0086103	-0.0020446	0.0098384	-0.0017987	-0.014316	0.33501	1.3066	-0.3722	0.431	-0.051538	0.53337	-0.2774	0.16447	1.0231	0.47601	-0.60692	0.71132	2.9597	0.51876	0.077504	0.84547	-0.051293	-0.54974	-0.76821	0.95994	-0.42709	1.4692	-1.3161	0.77978	1.1281	1.4968	1.3437	1.9713	-0.38713	0.43179
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28361	-0.009297	-0.0091617	-0.00050531	-0.0028647	0.002839	0.0030818	0.0064337	-0.014099	0.0068219	0.01337	0.0041931	-0.02908	-1.0006	1.1737	-0.33448	0.74979	-0.12921	1.1041	1.0608	0.22301	0.4067	1.0418	-0.58072	0.86939	2.3271	1.1123	0.41922	0.80756	0.90208	0.0094417	-1.1226	-1.0881	-0.63917	1.0316	-0.18903	-1.5028	1.1597	0.088969	1.3247	0.40037	-2.614	1.3658
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2869	-0.012067	-0.0017435	-0.00026792	-0.020693	0.0045278	-0.0057925	-0.011134	0.00052099	0.010041	-0.0056156	-0.012565	-0.054789	-0.40364	-0.82845	0.73507	0.79213	-0.1159	-0.30094	-0.33334	1.0011	0.76869	0.96916	-0.33861	0.85198	2.769	1.0603	0.40797	0.49567	0.06969	-0.94353	-0.83913	-0.13924	-0.84458	0.73334	-1.0511	0.69148	0.91117	1.1348	1.2781	0.82307	-1.9328	-0.3719
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27536	-0.0096716	-0.0029458	0.016348	-0.0030218	0.0021386	-0.0021374	-0.0015572	-0.021009	0.005371	-0.003381	0.022778	-0.027511	-0.63454	-0.6314	0.96262	1.0874	-0.10446	-0.1742	-1.4706	0.85889	0.77131	0.61492	-0.53169	0.67393	2.582	1.1503	0.16791	0.96039	0.32241	-1.5307	-0.75596	-0.036428	-0.75557	0.9725	-0.80892	0.59139	1.1333	1.0433	1.0111	0.88654	-0.69523	0.27594
