1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9336	-0.052317	0.0014992	-0.025484	0.059302	0.10701	-0.10416	-0.080032	-0.046881	-0.084374	-0.0029591	-0.017699	-0.029233	1.4375	2.0037	-1.0681	0.093395	-0.51932	2.0964	0.35416	-0.073874	-1.5968	3.0067	0.12934	0.12444	1.1848	0.069481	-0.7741	0.14314	-1.0688	-1.3071	-0.21024	0.25603	2.5629	1.1825	-1.2113	1.8245	-1.2387	2.2308	-0.14858	1.045	0.96042	21.268
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.883	-0.049781	-0.012855	0.028793	0.010136	-0.040865	-0.06414	-0.037107	-0.05656	-0.017916	0.011994	0.019997	-0.0080291	1.9358	2.1776	-1.4234	0.58049	-0.85513	-1.4846	0.48396	1.7373	0.82376	2.7406	0.38776	-0.25474	-0.15948	0.024273	-2.3717	-1.0599	-1.917	1.1643	-0.60576	-0.2196	-0.26164	-0.3062	-0.8868	1.2578	-0.22798	1.5572	-1.0611	-0.23016	0.35034	1.4319
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0807	-0.06363	-0.12301	-0.0085552	-0.13797	0.0018201	-0.079411	-0.048563	-0.011016	-0.016405	-0.02456	0.021394	-0.047811	-0.8967	2.4376	-1.229	0.15763	0.41479	-0.80701	-0.20059	-1.8188	0.53258	1.9499	1.7232	-0.87494	-0.62902	-0.41474	-0.0087438	-0.95815	0.1909	-0.037309	-1.3016	-1.4074	-0.37247	-1.1771	-0.077683	-0.59976	-0.84223	2.7984	0.12853	1.1364	-1.1083	0.60942
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2803	-0.061893	0.045313	-0.033721	0.0044715	-0.047114	-0.055575	-0.014267	-0.035005	-0.061488	0.044212	-0.033314	0.022208	0.78309	-0.17428	-1.3928	-0.9425	0.27469	1.091	-0.58148	-0.41886	-1.1458	1.8558	-0.30547	0.13603	-1.1966	-0.38638	0.7101	0.2679	-0.60028	2.49	-1.3442	-1.6324	-0.31603	-0.94298	-0.9447	1.0043	0.23147	1.6434	2.0243	1.9877	-0.54936	0.10558
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6667	-0.048187	0.0033705	0.012991	0.05535	-0.011621	-0.13068	0.062946	-0.10355	0.0049758	0.042091	0.012383	-0.020661	1.4006	2.1375	-1.4181	0.123	-0.76343	-0.58453	0.51607	1.2835	0.80867	2.2226	-0.62948	-0.24802	0.74739	1.1024	-1.2877	0.54393	-2.0609	0.045367	-0.58333	-0.654	-0.37445	0.66273	-1.0057	1.2889	-1.7929	1.3049	-1.4863	-0.39994	-0.38607	0.88586
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9124	-0.083886	0.031592	-0.030694	0.0021427	-0.061606	-0.049585	-0.069593	-0.024296	-0.0053533	-0.02533	0.045225	0.010276	-0.5681	-1.0504	-1.0062	-2.205	1.5845	-0.42372	0.60158	-0.25646	-1.293	1.1295	1.4248	-1.5406	-0.96158	-0.13365	-0.80873	0.34399	-0.010605	0.79572	0.26062	-1.8829	-0.9029	-2.3419	-2.2024	-0.52857	-0.87775	3.1166	0.86679	1.2658	-0.38933	0.13344
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2927	-0.065705	0.023367	-0.0011655	-0.0017748	-0.050027	-0.039987	0.013734	-0.031246	-0.037802	0.018789	-0.0053508	0.010948	0.098419	-0.22972	-1.3316	-0.7676	0.60045	-0.33881	-0.25869	0.205	-0.82847	1.4604	-0.17245	0.21106	-1.0437	-0.95923	1.0017	0.11663	-0.5802	1.5547	-1.4245	-1.5329	-0.71518	0.85317	-2.0273	1.1707	0.70686	1.5219	1.5876	0.68963	-1.1554	0.17967
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5232	-0.083976	-0.051327	0.13902	-0.039558	0.060384	0.0090222	-0.07976	-0.042665	0.017623	-0.026877	-0.015095	0.030615	-2.104	0.82055	-1.3814	0.053488	0.65591	-0.53316	0.14714	-0.4954	0.89455	0.25104	1.4487	-1.4269	-0.5958	-0.68403	-0.64104	-0.95368	-0.24093	-0.5848	1.1134	-2.2016	-0.27688	-2.0904	1.4226	-0.7048	0.73389	2.6223	0.62205	0.838	-0.72655	0.58563
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.361	-0.069715	0.047145	-0.050775	0.044645	-0.0041204	0.026419	-0.021952	-0.0049669	-0.083816	0.056153	0.021023	0.039088	0.2346	-1.2041	-1.4611	-0.88766	0.64379	0.54346	0.090728	-0.55027	-1.8293	0.53346	-0.68998	-0.1971	0.14779	-1.3575	-0.26905	0.67079	0.5818	1.0386	0.066376	-1.4958	-1.4238	-0.30103	-0.63922	0.94952	-0.17184	2.183	1.6558	1.123	-0.4559	0.52259
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2603	-0.061867	-0.18216	-0.027235	0.057291	-0.010349	0.018422	0.0076849	-0.0045689	-0.11895	0.079754	0.041199	-0.07699	-0.34652	1.2574	-1.3686	0.42656	-0.22908	-0.87142	2.2722	-1.7043	0.98453	1.199	1.3289	-0.28543	1.6707	0.4138	-1.5079	0.01876	-2.1014	-0.23435	-0.37691	-1.455	-0.37075	-0.553	-0.99724	-0.68642	0.48185	0.38732	-0.23495	-0.27633	0.059798	1.0742
