0.91092	-0.0075948	-0.04229	0.0054682	0.0019193	0.0016256	0.012053	-0.030931	0.020687	-0.014939	-0.036885	0.023004	-0.040803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.88173	-0.0097207	-0.024323	-0.02393	0.0037364	-0.022851	0.017599	0.03008	0.022825	0.011757	-0.025854	0.080162	-0.038105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.88893	-0.010187	-0.029952	-0.0051349	0.017549	-0.010724	0.02369	-0.015847	0.00613	0.0087695	0.042003	0.036486	-0.031504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4649	-0.021138	-0.055771	-0.17729	0.027809	0.039539	0.10807	0.010283	0.15366	0.038328	0.0088555	-0.077614	-0.01297	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.328	-0.011839	-0.11835	0.016013	0.0010583	-0.028081	-0.05257	0.040328	-0.019314	-0.011893	0.041304	0.036456	-0.012238	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.7101	-0.0094505	-0.067445	-0.048813	-0.0060825	-0.0060677	-0.0092301	0.014764	-0.00039062	-0.0014082	-0.011822	-0.001479	-0.014699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.6346	-0.010639	-0.059737	-0.0079846	0.0076181	0.016605	0.016514	0.033439	0.0095858	0.013184	0.0019021	-0.0072404	-0.011816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5927	-0.0088016	-0.061513	-0.016811	-0.017563	0.0090305	-0.0027617	0.0071503	0.0023003	-0.0096001	-0.0028061	0.0029957	-0.027925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5299	-0.01011	-0.055293	-0.018096	0.0040771	0.015006	0.00064996	0.013266	-0.0038686	-0.011097	-0.015503	-0.0080204	-0.014511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4505	-0.010325	-0.051644	-0.0055216	0.001264	0.0094809	-0.0019078	0.024346	0.0055059	0.01493	0.025363	-0.041888	0.00037527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5822	-0.010758	-0.061391	0.0027838	-0.0053135	0.016979	0.022342	0.02338	0.024491	0.0093701	0.018253	-0.019715	-0.0051541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
