0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1838	-0.085856	0.0041394	-0.011134	0.046897	0.039015	-0.011851	-0.026398	0.024944	0.055329	-0.079448	0.073461	-0.032654	-2.6762	2.2113	0.060729	2.2737	-3.0796	-2.4929	0.92413	0.27091	-1.742	-1.27	-0.73231	-2.1907	-0.19075	1.2077	-0.28103	-1.6001	-0.94343	0.47229	-1.6994	-0.095979	-0.96783	1.45	-0.37918	0.13928	-1.9082	-0.83044	0.69881	-0.2003	1.2857	0.73817
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2042	-0.13764	0.072367	0.010782	-0.06905	0.031785	0.049961	0.077076	0.012104	-0.057002	-0.079449	-0.05841	-0.085724	0.37503	-0.71067	0.66678	0.36976	0.036743	-1.3672	1.7875	-0.23258	-0.12088	-1.5647	0.67985	-1.4571	1.5826	1.8087	-0.29412	-0.49758	-0.080193	-0.26735	-0.12309	-3.0404	1.4497	-0.82726	1.5183	0.70271	-1.4564	1.5708	-0.52259	-1.2659	1.9868	-0.63102
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82646	-0.056799	-0.020237	0.021267	0.0059245	0.0064111	-0.0063708	-0.005038	0.029364	-0.059049	0.048657	-0.10712	0.036788	0.33334	-0.54754	0.9244	0.27628	1.0518	-0.0067486	2.0498	0.14344	0.36421	0.97573	1.5729	-1.8886	1.1432	2.5265	0.48446	-0.40639	-0.49461	0.37119	0.3206	-1.4206	0.073836	-0.44727	1.2749	1.4967	0.44368	0.30147	1.2726	0.41197	0.13947	0.089645
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3459	-0.13448	-0.0551	0.10994	0.067582	0.0040309	-0.049321	0.024833	0.13003	0.029602	-0.05235	-0.0023378	-0.057193	-0.39652	0.56548	0.54397	-0.65532	0.50935	-1.0559	1.8483	-0.79992	0.32913	-0.04688	0.99815	-2.7459	0.57235	2.0793	-0.21687	-0.53616	-2.0138	0.29642	0.52523	-1.4332	-0.2082	0.071191	1.0426	0.21363	-0.43699	-0.59969	2.398	0.27399	0.93075	-1.2229
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69064	-0.035813	-0.0047003	0.0034861	-0.010562	0.021171	-0.014217	-0.031316	-0.009724	0.0011469	-0.070344	-0.073245	0.029351	0.51806	0.4496	1.2583	-0.35148	1.0782	0.13348	1.6839	-1.7426	0.084009	1.1282	1.2365	-2.3714	0.38247	2.1851	0.38186	-0.87316	0.081066	0.069928	-0.81682	-1.4621	-0.74212	0.17587	0.4596	-0.42438	0.84825	0.67139	0.4499	-0.89752	0.058938	0.17861
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74366	-0.043085	0.0027264	0.00033052	-0.070104	0.021567	-0.025279	-0.054005	0.023714	-0.0090758	0.064261	-0.051897	-0.035458	0.37396	-0.37612	0.8181	-0.15791	0.84691	-0.093978	2.5437	-1.7704	0.22929	0.89425	0.62104	-1.6411	-0.034124	1.1747	0.54826	-0.67552	0.0015545	0.575	0.018612	-1.0547	-0.37918	0.72727	1.0016	0.36403	0.25837	0.069578	1.4521	-0.36797	0.7387	-0.66907
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68217	-0.035593	-0.0037766	-0.0066743	-0.00060878	0.026161	-0.01237	0.0094094	0.016892	0.0056994	-0.0144	-0.072658	0.0063811	1.0199	-1.145	0.81619	-0.8078	0.29853	0.31674	1.7664	-1.0637	0.27329	-1.0573	0.66504	-1.328	0.078972	1.936	-1.1832	-1.6112	0.097111	-0.16828	-0.56535	-2.4619	0.95611	0.3298	0.43128	-0.89461	-1.3606	0.23514	0.28885	0.44195	1.1906	-0.10888
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77895	-0.054539	-0.0085851	-0.0046718	0.030409	0.019505	0.036807	-0.088137	0.059309	-0.042393	0.077711	-0.043494	0.060353	0.65253	-0.038349	0.97769	0.17758	1.3468	-0.057509	2.3798	0.84229	0.18188	1.1086	1.0704	-2.1637	0.41704	2.2943	0.42133	-0.50608	-0.094316	0.35932	0.76002	-1.5102	-0.79219	0.30361	1.4123	-0.59428	-0.77346	0.043702	-0.23073	0.90143	0.65134	0.44052
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67802	-0.032515	-0.0079471	-0.022099	0.0017366	0.13179	-0.063869	0.075253	0.058324	-0.040221	0.013207	-0.039086	0.022557	0.62876	0.36813	1.2375	-1.2564	0.51988	-0.69924	0.96122	-1.2485	0.62316	-1.4089	-0.017431	-1.06	0.76846	2.7649	-0.31697	-1.0019	-0.0019853	-0.90871	0.91143	-1.6066	1.3227	0.50433	0.56007	-0.77629	-0.39597	-1.2018	0.93468	-0.2285	0.89739	-0.57733
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75308	-0.046027	-0.017951	0.036169	-0.0045881	0.036163	-0.018767	0.019845	7.1417e-05	-0.0086341	-0.0082919	-0.033654	0.015599	0.76089	-0.92822	1.0191	-0.54237	0.72361	0.38914	1.4807	0.35144	0.79259	1.3025	1.0235	-1.8683	0.78855	2.2559	0.032081	-1.1165	-0.32149	0.28783	-0.1083	-1.1449	-0.36196	-0.11052	0.4518	0.29135	0.16747	-0.068103	1.2031	0.49767	0.056577	-0.48185
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90222	-0.076373	-0.070855	0.17406	-0.0091259	0.016837	-0.065726	0.041932	-0.0946	0.0053835	-0.00050329	-0.052842	-0.0019089	0.60383	-0.49524	1.6057	-0.33382	0.7135	0.42768	1.7249	0.79512	0.39119	-0.48062	1.0158	-2.0679	0.67041	1.3379	-0.4181	-0.9955	-1.2815	0.40736	0.38994	-0.83208	1.1892	-0.11865	0.93721	-0.96133	0.0329	-0.44569	-0.22579	0.25416	1.4261	-0.71591
