0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69255	-0.022143	0.0024059	-0.0040435	-0.0015924	0.0056469	-0.0011476	0.010453	-0.015367	-0.0087864	-0.0050963	-0.015571	-0.010041	0.52014	-1.0715	-0.075511	0.015669	-0.53671	-0.26625	-0.91795	0.085721	-0.84947	0.45813	-1.0949	-0.39588	0.085377	-0.37188	0.70634	0.0064001	1.6675	-0.21567	0.48574	1.1924	0.087865	0.19774	-0.26918	0.3324	0.71338	1.2685	-0.39291	-0.69067	0.030211	1.2684
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0025	-0.047802	-0.02574	-0.024733	-0.00034551	0.042432	0.03704	-0.031145	0.01179	0.012899	-0.071863	-0.048527	0.03958	0.73541	-1.8807	-0.21597	-0.81679	0.23335	0.018708	-0.68901	0.91981	-0.74662	0.15205	-2.5262	0.65197	0.82557	-0.54725	-0.66311	-0.098492	1.4345	0.98339	-1.0912	0.81507	0.82004	-0.95254	-0.50263	-0.60582	0.29916	1.3412	-0.20428	-0.58013	1.6235	0.55606
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4926	-0.082133	-0.034633	-0.098267	0.0052886	0.081659	0.0284	-0.058338	0.033837	0.0019579	-0.01213	0.0068295	0.10369	0.92949	-1.9017	-0.6762	-1.358	0.30336	0.054621	-0.37732	1.5045	-0.62059	0.9925	-3.569	0.35204	-0.9405	-0.043705	0.16097	-1.295	0.56015	0.33971	-1.0463	-0.57382	2.0087	-1.5853	0.084623	-1.2578	-0.058188	1.179	0.32239	0.035873	1.1093	0.12598
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82161	-0.030424	0.006501	0.01871	-0.023536	0.041632	-0.0091528	0.010437	-0.02365	-0.012823	-0.008051	-0.025498	-0.0028159	1.4568	-3.5376	-0.54222	-0.21105	-0.23392	-0.18657	-0.11122	0.2253	-0.26905	0.7889	-1.2914	0.1028	-0.10097	0.14519	0.89898	-0.93469	1.2316	0.01336	-0.32209	-1.0007	1.7761	-1.2087	-1.3882	1.2108	1.0113	0.097973	0.16659	-0.73518	0.71351	0.7192
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.243	-0.050119	-0.019357	0.17919	-0.042742	0.094422	0.072226	0.21571	-0.13353	0.031158	-0.10699	0.038025	0.052331	1.3866	-3.7096	-0.15749	-1.7422	-0.46651	0.090035	-0.35393	0.49909	-0.097773	1.2498	-0.7636	-1.1746	-0.26172	-0.3996	-0.32754	-0.39303	1.3091	0.61886	-0.5974	-0.82366	1.5707	1.5511	-3.1318	0.31922	0.10114	0.21053	0.78735	0.39612	0.71662	0.70695
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95802	-0.042355	0.021449	-0.0091824	-0.0017499	0.025918	-0.01445	0.049623	0.01975	-0.0018428	0.001659	-0.031877	-0.053164	1.3455	-1.6521	-0.034026	0.35592	-0.73814	1.0237	-0.44598	0.99555	-0.45217	0.25055	-1.9106	0.61329	-1.4508	0.42722	1.5943	-1.377	1.2458	-1.1735	-1.9622	-0.18049	1.4491	-0.18336	-0.39468	0.11155	1.4703	-0.53642	-0.96458	-1.1751	-1.6277	0.6601
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.033	-0.046834	0.023122	-0.00076119	-0.00019421	-0.004172	0.018533	0.01578	0.025335	0.03877	0.018205	-0.042697	-0.044217	1.3719	-1.5007	-0.29286	-0.022248	-0.5822	0.35247	-0.095332	1.1221	-0.24682	0.5526	-2.5966	1.3566	-0.75225	0.8959	1.1457	-1.4406	1.2095	-1.0752	-0.50495	1.1915	2.056	-0.42906	0.43165	0.67273	1.7049	-1.0988	0.30564	-0.88123	0.043036	2.0504
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086	-0.046889	0.020964	0.0057563	0.033756	0.047919	-0.041881	0.0087935	0.041268	-0.093911	-0.001357	0.01816	-0.011539	1.4448	-1.0205	0.50002	0.19309	-0.70423	1.0176	-0.63875	0.87904	-0.79487	-0.20204	-2.1473	1.1127	-1.2589	0.34599	0.95683	-1.4679	1.0038	-0.69153	0.71653	-0.59487	2.5415	-0.36706	0.38984	-0.14561	1.6261	0.77382	-1.067	-1.6191	-1.1828	0.35323
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.343	-0.059369	0.082053	0.028255	0.059359	0.035433	-0.055369	0.0089401	0.039985	-0.080409	-0.020237	-0.082748	0.022442	1.408	-1.4999	1.743	0.13204	-0.84309	0.86137	-0.55962	0.77329	-0.99261	0.52925	-1.6019	0.53762	-1.8824	0.045003	-0.093815	-1.4271	1.1899	-1.6033	-0.97093	-0.9569	2.0372	-0.79034	0.21056	0.087559	0.36463	0.43147	-0.86063	-2.1217	1.1519	1.9801
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82476	-0.030546	0.0037151	0.022351	-0.021768	0.010981	-0.027371	0.0010056	-0.02293	-0.0059847	-0.0063681	0.024746	0.0063728	1.1326	-2.7311	-0.15531	-0.67683	-0.66102	0.49908	-0.54813	0.87197	0.0012696	0.60394	-1.5541	0.35002	-0.25877	0.38384	0.23207	-0.34989	1.364	0.12074	-0.64989	-0.23186	2.1617	-0.13063	0.30839	2.4965	1.2711	0.14129	1.2848	-0.46465	1.0714	0.30021
