1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29227	-0.037391	-0.029877	0.090065	0.088541	0.076639	-0.00329	-0.0010086	0.03189	0.023657	-0.075101	-0.087816	0.017956	-0.80418	0.9272	1.7797	1.4992	2.082	1.2232	0.43384	-2.1894	-1.9304	1.4129	-0.16648	0.33743	-0.56136	0.83286	0.38306	-2.7701	1.8486	-2.308	0.85878	-2.0792	0.99969	3.2011	-0.92862	1.4863	1.4676	-0.13277	-1.0472	2.5511	-3.1011	-1.0268
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36399	-0.051435	-0.028426	0.0040179	0.043522	-0.0085031	-0.034357	-0.04056	0.057032	0.017285	-0.17108	-0.064898	-0.0087941	-0.19962	-0.44258	2.7092	2.1298	2.2638	2.0802	1.4385	-0.02349	-1.0291	0.10773	-1.1183	0.69012	0.74076	0.53489	0.82541	-0.33522	1.4998	-1.6514	1.387	0.048558	-0.78528	-0.27848	0.13471	2.3775	1.1064	1.7168	1.5123	2.9622	-1.4288	1.7971
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49385	0.056373	-0.0021601	-0.019345	0.024609	-0.0021266	0.045057	0.048693	0.047849	-0.033862	0.044582	0.071386	0.019561	-1.5671	-1.0641	-1.1772	-0.071086	0.14243	-0.18289	-0.25349	-0.11674	-1.0208	-1.1525	0.76448	0.44196	-0.2604	0.7031	0.94644	-0.47879	0.34007	-2.3674	-1.2126	1.7776	-0.92915	0.27395	1.3723	-1.305	1.6359	0.18257	0.70934	2.4344	-1.866	-0.88028
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091657	0.01354	-0.0050656	0.10629	0.0097753	0.041469	0.099707	0.040264	-0.00089883	0.14711	0.06274	-0.089342	0.012617	-0.697	1.5394	-0.44296	-0.21449	-0.54687	0.80164	0.37887	0.98388	0.34942	-0.17764	-0.79253	-0.30545	0.63462	0.57855	-1.0047	-1.9696	2.2964	-3.2277	0.39921	-0.91434	-1.0626	0.66356	-0.43794	-0.82628	1.4	1.7404	2.5703	1.9978	0.23302	-2.7046
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40276	0.046738	-0.10424	-0.012732	0.079142	-0.001997	0.011853	-0.048639	0.010946	0.083346	-0.016051	0.0051692	0.032064	-1.1279	-0.58965	0.70707	0.14178	0.050667	0.3131	-1.6885	-0.65523	0.11925	-1.0126	0.090011	0.87483	-0.76185	1.268	-0.33762	-0.0011405	-0.36029	-2.4288	-0.97779	1.9952	-1.4125	-0.44203	0.29384	-0.90369	1.6524	2.1935	0.31418	2.7036	0.40181	-0.57759
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.032142	-0.00092946	0.096347	0.020675	0.030631	-0.010415	0.026648	0.08665	0.0092842	0.063552	-0.018053	-0.02499	0.094291	-0.41226	-0.0037817	-0.666	-0.72539	0.55189	0.24504	1.0435	0.59434	0.092057	-1.6225	-0.72779	1.4188	0.80127	1.2227	0.30405	-0.077261	2.1162	-1.8379	-0.21301	-1.034	-0.37544	0.21778	0.99153	-0.65656	-0.515	1.92	1.3083	1.3831	-2.7114	-1.3793
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079728	0.030099	-0.13946	0.0049532	0.013439	0.10549	0.011321	0.0026669	0.051617	-0.065984	-0.0081616	-0.019951	0.10387	-0.34851	-0.21335	2.1898	0.070705	-0.61985	1.8343	-0.70103	0.59872	0.35109	0.070214	0.35544	0.50546	-1.067	0.39546	1.6689	-1.5305	0.85689	-2.5126	-0.58582	0.9341	-1.1844	-0.83344	-0.3227	0.62703	1.6519	-0.69997	-0.54009	2.5753	0.52465	0.0088761
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43912	0.067691	-0.0034184	-0.075169	0.050244	0.0096073	0.022397	0.057536	0.009896	-0.066026	-0.044774	-0.045186	0.11518	-1.1883	-0.92939	-0.63104	0.12451	-0.018268	-0.58075	-0.56181	1.0012	-1.7699	-1.5229	0.18941	0.81471	0.081054	-0.50794	0.93079	0.68007	0.50029	-1.9038	-1.385	0.10293	-1.2543	0.45988	1.9636	-0.8056	1.3814	0.83788	-0.41492	1.3708	-0.46776	1.0831
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10095	0.00083689	0.0077482	0.10362	-0.044752	0.10813	-0.01166	0.1429	0.013329	0.11086	-0.0070248	0.010924	0.096308	-0.047319	1.7508	1.1353	1.1248	0.23982	-0.71939	1.5744	-0.49197	1.6252	-0.60199	-1.0107	1.0119	-0.10112	0.99556	0.87907	0.72948	1.6871	-2.0617	-0.3948	0.73659	-0.34821	1.815	-0.60138	0.22444	1.2161	1.0285	1.246	3.1672	0.11644	-0.98804
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25744	-0.049073	-0.012848	0.031594	0.098499	0.01533	-0.046608	-0.093055	0.081988	0.00017528	-0.15219	-0.21344	-0.030482	-0.48579	1.1436	1.5429	1.7863	2.4216	2.3104	1.1977	-1.2928	-0.73746	-0.017494	-0.83116	0.79431	-0.53084	2.1283	0.61636	-1.1826	1.5663	-2.335	0.93239	-0.56395	0.68475	2.7299	-0.79296	2.9879	2.1689	0.99479	-0.37194	1.6186	-0.61717	1.6481
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67127	0.063656	-0.040806	0.017525	0.088084	-0.042204	0.12825	-0.031067	-0.14953	-0.0081707	-0.059933	0.0035409	0.093535	-1.157	-0.47066	1.7369	-0.67391	0.39733	-0.48042	-0.97079	-0.13611	-2.4284	-0.73681	1.1016	0.93836	-0.94853	1.0383	0.49108	-0.62222	-0.34847	-1.9489	-0.72733	2.0163	-0.74415	-0.59474	1.0794	-1.5731	0.57278	-0.18058	0.9804	0.9993	-0.61414	-0.47965
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47071	0.054272	0.0052117	-0.019345	0.061895	-0.0040444	0.031255	0.0049509	-0.012187	-0.050356	0.011127	0.037194	0.070084	-1.0709	0.039022	0.041816	-0.064458	0.94825	-0.46044	0.34934	1.8962	-0.98609	-0.81498	0.3012	1.4628	0.31706	-0.9803	0.70932	0.30887	1.21	-1.7515	-0.94583	-0.48202	-1.1454	0.81242	1.4061	-0.88919	-1.0826	0.32472	-0.30449	2.1769	0.78966	0.33213
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37214	0.039814	-0.12165	0.10312	-0.042937	-0.0017653	0.048288	0.034199	0.066241	0.0017481	0.070447	-0.055969	0.040322	-0.99611	1.7545	0.89167	2.2822	-0.39579	0.1358	-1.4275	-0.58621	0.47932	-1.6481	0.48319	0.44561	-1.2611	1.1837	-2.2555	-0.50104	0.8639	-1.4027	-0.1791	0.68311	-0.50879	-0.15792	-0.92391	-0.76989	-0.33931	1.025	0.20543	1.5329	0.73976	-0.31117
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57636	0.065868	0.0025812	0.041861	-0.014408	0.025102	0.042281	0.017919	0.0095455	0.053402	-0.021635	-0.044845	-0.0065962	-1.1797	0.23446	-0.96765	0.56697	0.30259	0.0814	-0.49774	1.4781	-1.104	-2.0405	0.90259	0.61158	-0.66662	0.18844	0.734	1.7202	1.5062	-1.7796	-0.37225	0.34834	0.82864	0.37982	-1.081	-2.518	0.40422	1.5361	-0.50971	-1.1102	-0.50282	0.069551
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3003	0.03328	-0.037365	2.205e-05	0.019662	-0.015055	0.053616	-0.099701	0.1126	-0.050976	-0.091444	-0.054799	0.098421	-1.0668	0.27187	1.6301	-0.61294	-0.47371	1.5031	1.1555	0.16565	1.0435	0.37638	-0.14755	0.075889	0.21939	-1.1621	0.92363	0.21052	1.1252	-1.9238	-0.62077	0.15694	-1.6796	-0.71817	-1.8046	0.6968	0.5256	-0.42523	-0.47495	1.1718	1.0331	1.3886
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62306	0.069298	0.027025	-0.016989	0.0066974	-0.037173	-0.053521	0.011789	0.029175	-0.082446	0.0011441	0.071383	0.023461	-1.2738	-0.78237	-1.35	-0.27972	-0.28686	-0.25463	-1.1373	1.2697	-1.6637	-1.2502	0.68531	0.99784	0.25344	1.2564	0.26893	0.74981	0.78755	-0.55465	-1.1377	0.030056	-0.85059	0.045128	2.5008	-0.49201	0.70969	0.83015	-0.85985	1.8255	-0.20397	-0.13351
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13085	0.00038763	0.0045758	0.020024	0.028717	-0.088947	-0.048128	0.0055734	-0.0030123	0.036175	0.064153	0.023973	0.031821	-1.0208	0.34654	1.0235	-0.06467	2.1302	-0.27761	-0.0071201	0.52685	2.1872	-0.99749	-0.8792	0.9185	1.4707	0.45038	0.6293	0.14188	0.37077	-1.3962	-0.045181	0.25471	-1.6459	-0.68624	-0.52061	0.99305	-0.92201	-1.2234	0.90362	0.81338	-0.44109	-0.34943
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75008	0.0822	0.0083252	0.014275	0.0062715	-0.024784	0.13507	0.021982	0.012991	-0.024386	-0.074546	-0.040783	-0.070164	-1.4946	-0.99564	0.10396	-0.88643	0.11481	-0.87334	-0.32958	0.26342	-2.2444	-1.1028	1.3258	1.0227	-0.99918	1.6054	0.97514	0.27788	-0.18624	-1.6138	-1.2288	2.2141	-0.89727	-0.00037625	-0.50772	-0.73628	-0.39789	0.20589	0.29647	0.50844	-0.47062	0.4338
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075535	-0.0059434	0.049265	0.11279	0.038292	0.058926	-0.10619	0.12413	0.051202	-0.058379	-0.0019169	-0.063057	0.029119	-0.6263	1.4599	1.8088	0.54273	1.9903	0.90736	1.6857	-1.4695	1.5937	0.43808	-0.74968	0.72189	0.15917	1.7148	1.2229	1.0303	1.3971	-0.76541	-0.74491	-0.39268	1.1473	3.1229	-0.31822	-0.024252	0.96494	1.2324	-0.26245	1.3891	1.0687	-0.11303
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46972	0.045986	-0.10704	0.080496	0.057185	0.12829	-0.041743	0.045651	-0.037969	0.0063016	0.076044	0.04851	0.033294	-1.0447	2.5851	2.942	0.46095	0.25453	-0.8122	-1.2531	-0.71063	-1.3976	-1.2733	0.93464	0.80741	-1.6738	1.6231	-0.90789	-0.067468	-1.1043	-0.51426	1.957	1.1891	-0.3175	0.3821	0.62307	-0.97214	-0.52168	0.75705	-0.12804	1.2177	-0.48645	-0.18932
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49963	0.037572	0.061334	0.13433	0.12423	-0.019314	0.021314	-0.039398	0.12578	-0.028517	-0.079127	0.050451	-0.031724	-1.009	1.6227	0.53172	-0.58566	-0.13	2.7694	0.82323	0.90487	-0.70554	-0.6939	0.22153	0.8421	0.42488	1.0566	-1.2575	1.0079	1.895	-0.56581	-0.73762	-0.14678	0.17332	2.6518	1.0009	-0.81747	-0.94117	1.7755	1.4938	-0.54587	0.16222	0.22642
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24443	0.032846	-0.11938	0.070008	-0.077743	-0.065156	0.002067	0.0032691	0.05934	0.048858	0.035642	-0.062651	0.038015	-0.43629	-0.82211	2.4158	0.60085	-0.079907	0.88092	1.4702	-1.4431	0.53476	-0.58584	0.093869	0.48662	-1.8793	-0.3117	1.3208	0.72939	1.1898	-1.5923	0.46562	1.2882	0.61881	-2.0406	-0.074647	-0.18038	0.42725	0.94784	-0.13072	2.4829	1.3221	0.4861
