0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52756	-0.029243	0.0042196	-0.0081768	-0.0046905	0.011611	0.0076782	0.0019094	-0.013692	0.004556	0.01755	-0.012948	0.0046927	0.24905	0.51933	1.0199	-0.060758	-1.7048	-1.1971	1.2652	0.024115	-0.58475	-0.69274	-0.88409	-0.53959	-0.72445	-0.17029	-0.66897	-0.56634	1.6849	-0.15794	0.12523	0.040682	1.7306	0.76165	1.115	-0.30745	-3.1303	1.1178	-2.6903	0.011016	1.4182	0.77294
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99458	-0.061697	0.01504	0.074133	-0.00069814	0.093073	0.0045256	-0.016449	0.11802	0.14902	0.0271	-0.028434	-0.069065	-0.49268	0.72174	1.2348	1.0491	-0.2617	0.22388	1.3815	1.1616	-0.67851	0.35481	-1.7382	-0.33354	-3.4389	0.80481	-0.68468	-1.8972	0.10238	1.4351	2.1237	-0.062577	-0.17246	0.68018	1.8918	1.2427	-0.32964	-0.067156	0.42441	-1.8966	3.2095	-0.64844
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80398	-0.05965	0.0070708	0.014994	0.010128	0.033815	-0.014246	-0.0097824	-0.015389	0.036344	0.16842	-0.097436	-0.08901	-0.38267	1.2091	2.0257	1.7611	0.59188	-0.50024	0.010969	2.9485	0.68027	0.66498	-0.39702	-0.75352	-1.2752	-1.1104	-0.35305	-0.82831	-1.3189	2.0372	-0.52196	-1.1294	0.54126	0.086637	-0.013677	1.5285	0.40221	0.96116	0.86277	-0.55433	1.5647	1.4082
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5403	-0.1505	0.17359	0.0043797	0.27063	-0.013392	0.028733	0.0035798	0.013636	0.01529	0.092122	0.069493	-0.15305	-0.37964	1.482	1.8402	2.0175	0.33593	-0.64668	1.9223	1.8925	-1.2542	0.70801	0.22497	-0.3616	-1.3967	-0.078795	-3.3548	-2.3928	0.17426	1.6737	-0.038851	0.17993	1.5858	1.4328	1.5357	1.6082	0.084737	0.53352	-0.50821	-0.44171	2.1804	0.70026
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76198	-0.055049	-0.0068829	-0.028794	0.00050108	0.056616	-0.024589	0.029915	-0.0019106	0.072736	-0.056148	-0.1594	-0.0225	-0.25171	1.7822	1.8913	-0.095109	-0.075984	-2.1484	0.87293	0.55426	0.94263	0.48789	-1.0807	-2.3672	-1.3861	-1.9724	-0.28953	-0.29652	-0.093517	2.2115	-1.4426	-0.68984	1.2398	2.4285	-0.4168	0.73938	0.48399	1.7971	-1.2278	-0.02055	0.35319	1.1865
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59618	-0.042535	-0.011635	0.031702	0.0018256	0.021208	0.0089245	0.01582	0.023125	0.062682	0.046635	-0.087912	-0.056648	0.3265	1.814	1.6598	1.5377	0.47332	-0.25139	1.8529	0.52668	-0.46644	0.56004	-0.16104	-1.2183	-1.8347	0.61605	0.17272	-0.34256	0.97009	0.86184	0.56442	-0.7923	1.0434	2.1902	1.5891	1.826	0.43153	1.865	-0.26286	0.45886	2.1408	1.7033
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1898	-0.15053	-0.13616	0.18636	0.016716	-0.089372	-0.021337	0.04793	-0.23528	0.068486	-0.034347	-0.10752	-0.04648	-0.094192	1.2251	1.0573	1.649	0.28606	-0.22881	1.8553	-0.16003	-1.711	-0.23111	-0.82299	-4.3939	-1.7509	-0.54053	-0.21425	0.35873	0.86585	2.015	2.7267	-0.95965	1.6357	0.35713	1.696	1.6821	-1.05	-0.37398	-0.73253	-0.050297	1.536	0.19995
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61185	-0.039826	0.015507	-0.0040896	-0.0037164	0.0068787	0.0068296	-0.041858	-0.018619	0.080515	-0.080227	0.0044926	-0.038185	0.95797	1.7412	1.2227	1.3361	0.71455	0.117	1.7181	0.41177	0.61736	0.44344	-0.61091	-0.56865	-0.88571	1.2951	-0.26498	0.22991	1.0813	0.95454	0.32214	-1.8515	0.34507	1.9837	0.55785	0.29869	0.74206	2.4419	0.5909	0.84165	0.56836	1.0834
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87571	-0.090582	0.1274	0.015573	-0.13963	-0.01837	-0.03258	-0.0089139	-0.030602	-0.085895	0.20402	-0.069079	0.12349	0.39505	1.7921	2.5206	0.70871	0.61834	0.09341	1.6368	-0.53308	-1.7656	-0.63695	-1.2752	-0.15515	-1.8599	-0.68083	-3.6406	0.29776	0.71712	1.0118	1.453	0.9484	0.88274	1.02	0.43073	2.2271	1.5729	0.23147	1.3399	-0.23129	2.0701	1.2605
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58348	-0.034309	0.002971	-0.0034453	0.0076272	-0.0037417	-0.013524	0.00994	-0.0080674	0.066101	0.036789	0.053157	0.034963	0.72268	1.9642	1.6579	0.44712	1.1093	-0.82525	0.88987	-0.05729	0.79656	0.16565	-0.44992	-1.0061	-1.1672	-1.7173	0.013657	0.58932	0.97875	1.1329	-0.084704	-2.5015	-0.11617	1.9593	-1.2634	1.5632	-0.26616	0.84772	0.96228	1.3919	1.1101	1.2451
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46566	-0.02501	0.0024345	0.0025832	-0.0023712	0.0041645	0.0031492	-0.00052937	-0.0046177	0.0256	-0.013444	0.020481	0.012208	1.0675	2.2044	1.1861	1.3716	0.90457	0.40343	2.2899	-0.096813	-0.73326	0.23166	-0.41695	-0.25699	-1.3366	-0.19952	0.46509	0.33731	1.1327	-0.097696	0.63044	-1.3292	0.93501	1.7183	0.10019	2.0013	-0.042506	1.5239	0.83839	1.319	0.074889	0.2944
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80888	-0.066244	-0.020797	-0.093977	-0.015217	0.14957	0.036159	0.068228	-0.035921	0.034283	-0.013846	-0.15873	0.053793	0.63343	2.2428	1.2792	1.0824	0.11623	-1.7159	-1.1284	-0.19389	-1.5186	-0.17398	-1.0509	-2.4054	-1.6801	-0.60947	0.41516	-0.048572	-0.34084	0.43541	-2.2927	-0.090335	1.3094	0.4476	0.72144	1.474	-0.47689	1.0959	0.30789	0.58356	1.826	-0.10771
