1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2106	-0.09299	-0.028226	-0.19037	0.023194	-0.017968	-0.013775	-0.10793	-0.1464	0.068835	-0.025077	0.022729	-0.020493	-0.10309	0.94724	-0.33355	1.8425	-0.89227	-0.44645	5.2513	-2.2447	-0.97208	-0.84589	-0.352	-0.32283	3.4385	-0.28032	1.7683	3.1388	-0.28582	-0.094954	0.20256	1.4748	-0.65546	18.902	0.13551	1.3725	0.0054333	1.6704	4.8945	-0.30351	-0.53553	1.0225
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0371	-0.082132	0.030915	-0.092875	-0.059328	-0.025979	-0.052301	-0.15732	-0.06586	0.050755	0.085383	0.014957	-0.020082	-0.51203	0.85861	-0.019117	2.0893	-1.4348	-0.84107	3.7464	0.35329	-1.2292	0.089069	-1.8053	-0.42256	2.7887	-1.1824	2.542	2.7504	-1.151	-0.037486	-0.55125	-0.501	-1.0555	2.2458	-1.2604	1.7833	0.28937	2.0608	5.2142	-1.6332	-0.52414	-1.8788
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98508	-0.088033	0.011213	-0.080686	-0.058253	0.014513	-0.034627	-0.071963	-0.029746	0.044779	0.077697	0.0513	0.020889	-0.76419	1.5102	-0.6047	2.4218	-0.86259	-0.68506	2.5195	0.50571	-0.39855	-1.3562	-0.48505	0.71773	2.8581	-1.3148	0.88808	-0.148	-1.372	-0.50329	0.091126	0.88058	-0.87453	-0.28081	0.35103	0.29033	-0.73319	1.4929	3.7373	-0.65598	0.06099	-0.89821
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.037	-0.092566	0.0040535	-0.090619	-0.0042172	0.14761	-0.063484	-0.065181	-0.10638	-0.092381	0.017281	-0.14399	-0.077182	-0.64822	0.98241	-1.2032	1.9386	-1.8137	-0.92656	3.1457	-1.1292	-0.694	-1.7321	0.51668	0.6363	2.3372	1.7322	0.46749	1.4724	-0.49448	-0.90462	0.49077	1.159	0.22554	0.37209	-1.3605	2.5269	0.51287	1.8486	4.522	-1.7199	-1.7024	-0.41863
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.111	-0.10188	-0.020514	-0.084262	-0.074625	0.038151	-0.071319	-0.036056	-0.15082	0.057245	0.026593	0.00051594	0.074261	-0.4835	0.89358	-1.4489	2.0898	-1.1222	-0.80068	2.894	1.0873	-0.60046	-1.5182	-1.6362	-0.75702	2.6368	-0.19454	1.0232	1.4989	-0.064305	-1.4133	-0.47205	0.44562	1.0622	0.55927	-2.7586	1.914	0.46096	0.98219	4.663	-1.4636	-1.613	-0.67197
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5406	-0.14875	0.14188	-0.15761	0.26929	-0.11408	0.00018876	-0.093594	0.076504	-0.02377	-0.053659	-0.046227	0.07462	-1.4238	0.80428	-0.18867	1.9088	-1.1476	0.82166	2.1812	-1.5316	-0.95018	-1.7735	-1.6757	0.66244	2.3544	0.42481	-0.76546	-0.21458	-0.006781	-0.0067689	-1.2651	0.58525	-1.5485	-0.61695	0.55913	1.7875	-2.6629	0.72119	3.4038	-0.35987	-1.2406	-0.84557
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6658	-0.15643	0.055313	-0.11996	0.011591	-0.039063	0.024714	0.096613	-0.039723	0.054642	0.022193	-0.069015	0.048062	-1.1141	-0.12039	1.4175	1.6474	-0.83196	1.1476	4.308	-0.43754	-1.5093	-0.19011	0.6039	-1.85	2.1969	-1.0121	-0.9207	1.8438	1.4154	-0.31201	-1.8538	0.015662	1.4401	-0.99689	0.46791	0.61087	0.095731	1.2742	3.8537	-0.70355	-0.59873	-1.0225
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4902	-0.14182	0.020739	-0.12795	0.042969	0.014392	-0.1111	0.10984	0.046674	0.055042	0.0028654	0.033912	-0.059575	-0.95559	0.05965	0.24029	1.4009	2.6971	1.2856	4.9324	-1.8396	-1.5557	-0.2109	-0.043902	-2.1143	1.5615	1.9677	0.6131	0.90843	0.70649	0.47194	-1.4645	1.6229	1.1328	-0.71968	-0.22323	0.55935	1.3847	0.6342	2.7314	-2.5766	-0.2996	0.17419
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2865	-0.12859	0.017985	-0.027129	-0.034138	-0.0063665	-0.084779	0.0033949	-0.079146	0.036969	0.080697	-0.097916	0.044382	-0.84459	0.55709	-0.68317	2.7537	-0.71267	0.45599	2.9482	1.2684	-0.64236	-0.44729	-0.93136	-0.95542	2.5385	-0.15585	-0.015956	1.5421	0.10736	-1.6606	-0.69214	-0.65275	-1.0054	-0.51688	-1.3054	-0.21734	-1.7799	0.11472	3.6505	-0.82907	-0.78711	0.06178
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3824	-0.1332	0.049987	-0.10744	0.01366	-0.0089393	-0.047173	0.048527	0.036172	0.020233	-0.093814	-0.12621	0.062259	-0.93867	0.043489	1.7456	1.8023	0.40479	0.58904	3.6052	-1.1985	-0.39594	0.79963	-0.61595	0.70107	2.9987	0.5068	-1.2971	1.4434	2.0399	-0.63092	-1.3269	0.7108	0.39149	-0.60194	0.65475	1.0411	-3.357	0.13456	1.0847	-0.79143	-2.0475	-0.81335
