0	0	0	0	0	0	0	0	0	0	0	2.5588	-0.063118	0.0023587	0.019597	0.048492	0.0188	-0.011975	0.071167	0.029911	-0.051097	0.047855	0.017639	0.044677	0.84558	0.60311	-0.85321	1.3482	1.6207	1.5094	0.37956	1.6158	-0.81711	-0.40799	1.5959	-0.74897	-0.64278	-0.96327	2.1049	-0.6935	-0.78388	-1.0389	-1.0371	0.29093	0.38654	-0.19427	-2.2087	0.46778	-0.60324	-0.66653	-1.2541	0.64671	-2.5391	0.1977
0	0	0	0	0	0	0	0	0	0	0	3.235	-0.077283	-0.0058089	-0.021923	0.11971	0.07739	-0.020038	0.057359	0.051292	0.048576	0.038675	0.035597	-0.043969	1.1273	0.86057	-0.92118	1.4862	-0.11511	2.2281	0.88218	1.6753	0.03653	-0.41933	0.67888	0.077814	-0.35981	-0.73799	1.0638	0.56035	-0.038201	-1.7273	-0.51234	1.2981	0.65368	1.4495	-1.5777	0.33531	0.41935	-1.2051	0.013954	0.65912	-2.4774	0.99759
0	0	0	0	0	0	0	0	0	0	0	2.983	-0.06962	-0.069917	-0.046472	0.06283	-0.0018885	-0.019899	0.0083482	0.006958	-0.011352	-0.02866	0.029898	-0.11702	1.6986	-0.16528	-0.99637	0.73177	1.114	-0.12655	0.53211	1.2478	1.3203	1.0248	1.9333	0.36368	-0.73606	-0.54984	2.0157	-1.4302	-1.6606	-1.5842	-0.70354	1.1754	-1.1518	1.3363	-1.709	0.10976	-0.18391	-1.0606	-0.02738	-0.14105	-2.1664	0.079211
0	0	0	0	0	0	0	0	0	0	0	2.2459	-0.051318	0.016925	0.020338	0.029435	-0.00169	0.0021664	0.019123	-0.0034294	0.034637	-0.058379	-0.011575	-0.00044535	-0.58871	-0.29332	-1.1683	1.2235	0.057725	2.0576	0.68381	0.89697	0.24261	-0.63439	0.2071	1.5791	-1.4731	-1.1043	2.0499	1.661	0.39956	0.42228	-0.61898	-0.51081	0.20543	0.55554	0.037772	-0.18746	0.9848	-1.647	-0.17462	0.40974	-1.7959	0.96828
0	0	0	0	0	0	0	0	0	0	0	2.3422	-0.051853	-0.022773	-0.045382	0.014022	-0.04537	-0.00063002	0.044399	-0.0062781	-0.019097	-0.021145	-0.074696	0.032958	-0.055847	-0.2135	-1.0426	0.60731	0.51613	-0.37685	0.8538	1.7377	1.7955	1.4914	0.74428	2.1219	-1.0431	-1.287	2.274	0.22514	-0.99652	-0.40794	-0.35949	-0.26731	-0.1575	0.061838	-1.0107	-0.79541	-1.0397	-1.7921	0.67834	0.82592	-0.49443	0.37077
0	0	0	0	0	0	0	0	0	0	0	2.247	-0.048759	0.0072814	-0.012867	0.023809	-0.0135	-0.016883	0.033451	-0.0023716	-0.0054774	-0.067963	0.0052281	0.072279	-0.40656	-0.53455	-1.0214	0.51991	1.0842	1.7131	0.57089	0.46018	0.050367	0.29558	0.62936	0.030597	-1.2251	-0.042955	2.1467	0.60635	-0.31781	0.48112	-1.0166	-0.02806	-1.5881	0.90496	0.037326	1.5528	0.52853	-1.2566	-0.84424	0.025114	-2.0524	0.36836
0	0	0	0	0	0	0	0	0	0	0	2.2489	-0.052315	0.0043379	-0.004348	0.010601	0.0061342	-0.013849	0.020386	-0.017709	0.0018562	-0.059516	-0.0004844	0.00058767	-0.49278	-0.23379	-1.0074	1.1625	-0.38523	-0.37988	0.93061	1.6175	1.6382	1.507	0.085712	2.2112	-1.2903	-1.5449	2.1507	0.47395	-0.17466	-0.0010441	-0.39178	-0.3077	0.86671	0.29282	0.42535	-0.99179	-0.083255	-1.759	0.43878	0.97683	0.52116	0.67228
0	0	0	0	0	0	0	0	0	0	0	2.1206	-0.048122	-0.037565	0.047402	-0.034551	-0.014734	0.032642	0.015554	-0.0047432	0.0081494	-0.0093986	-0.050816	0.02881	0.18124	-0.76092	-1.1699	0.276	1.4067	1.6377	0.83189	1.2183	0.75315	-0.22562	1.436	-0.41733	-0.4617	-1.0673	2.0719	-1.0506	-2.5057	0.2087	-0.46109	-0.25279	0.34084	-0.031653	-0.90389	1.2971	-0.8643	-1.411	-0.76447	0.47006	-1.8915	1.3486
0	0	0	0	0	0	0	0	0	0	0	1.9613	-0.04363	0.0057066	0.0017689	0.0099024	0.011891	0.0031509	-0.006335	0.010582	0.035609	-0.028953	0.016399	0.029917	-0.39548	-0.30436	-1.3522	0.58638	1.9239	1.772	0.74271	0.58181	0.10445	-1.4131	0.88232	-0.24722	-0.51853	-0.80676	2.0956	-0.35765	-2.1162	0.78512	-0.38525	0.22371	-0.56893	0.71434	-0.67898	2.2265	-1.1315	-1.0238	-0.09481	-0.42697	-0.99959	1.3402
0	0	0	0	0	0	0	0	0	0	0	3.7277	-0.096726	-0.0061729	0.020897	0.016306	0.029013	0.0076273	0.061051	0.025492	-0.066637	-0.026028	-0.006267	-0.037892	2.2059	2.9751	-1.5543	0.9616	0.067661	-0.2452	0.6897	1.339	1.2891	-0.073437	1.348	0.66091	-0.1938	-1.0585	0.0035104	0.19486	-0.34431	-2.5761	0.026859	2.0739	1.8035	3.5602	-0.083302	-1.2803	1.1349	-0.77037	0.25251	-0.25084	-0.3208	1.5615
0	0	0	0	0	0	0	0	0	0	0	2.757	-0.069184	-0.050357	-0.030905	-0.031365	0.015006	-0.078141	-0.0055452	-0.039017	-0.012366	-0.021976	-0.03985	-0.041475	0.86925	-0.82909	-1.0318	0.44025	1.6745	0.34739	0.62392	0.98269	1.2162	0.4224	0.06738	0.13162	-0.64455	-0.33689	2.1857	-2.1705	-0.7096	-0.87063	-0.93322	1.1655	-0.732	1.2952	-0.00053504	1.1093	0.82218	-0.5028	-0.25194	0.83893	-2.8122	1.2858
0	0	0	0	0	0	0	0	0	0	0	2.0882	-0.049174	0.0046041	-0.0038344	-0.015691	-0.0018082	0.00010714	0.043329	-0.022169	0.037694	-0.018827	-0.0050742	-0.024607	-0.60484	-0.59145	-1.2179	1.4076	0.40686	0.60468	0.79602	-0.36465	0.63255	-0.71417	1.9208	0.61833	-1.1099	-1.1828	2.1395	2.2119	-1.9328	0.38651	-0.61152	1.2283	0.4302	0.67258	0.46832	0.024227	1.1323	-1.3061	0.11289	-0.039004	0.076665	0.61302
0	0	0	0	0	0	0	0	0	0	0	2.2046	-0.052929	0.0071033	0.0052953	0.0035823	0.008462	-0.012094	-0.0079187	0.0043839	-0.026301	-0.035806	0.0041793	0.02413	-0.54766	-0.15787	-0.95397	1.0451	1.3469	-0.46612	1.2346	1.7647	1.4815	1.8928	0.77494	1.6466	-1.1718	-0.75979	2.3959	0.23109	-1.4533	0.27916	-0.32874	0.15874	-1.0037	0.1735	0.095356	-0.25275	-0.15625	-1.4974	0.61414	0.79061	0.3605	1.3789
0	0	0	0	0	0	0	0	0	0	0	1.4424	-0.03228	0.0047522	0.022089	0.054055	0.012994	-0.016368	0.0026645	-0.018933	0.032481	0.0079449	0.020507	0.017593	-0.43203	-0.83152	-1.4492	-0.095384	2.452	2.2682	0.52118	-0.61541	-0.18927	-0.013496	1.9436	0.34442	0.88257	-0.32021	0.47627	-0.59009	-1.9327	0.40085	-0.44028	0.51254	0.80672	0.27862	-0.55573	2.2834	-1.331	-0.60891	-0.15346	-0.24491	-0.87707	1.6082
0	0	0	0	0	0	0	0	0	0	0	1.4069	-0.032016	-0.0055593	0.021245	0.050383	0.022023	-0.011724	0.030831	0.0095342	0.022173	0.055575	0.0070475	0.031507	-0.49231	-0.82743	-1.5203	-0.20543	2.4456	2.3067	0.44424	-0.66604	-0.51594	-0.0089035	1.3895	0.77497	0.79873	0.34767	0.23516	0.53833	-0.74901	0.60532	-0.39785	0.5879	-0.77364	0.75345	-0.11205	2.1835	-0.90973	-0.82866	0.50186	-0.27381	-0.58561	1.3675
1	0	0	0	0	0	0	0	0	0	0	2.6037	-0.065996	0.16667	-0.034439	-0.046645	0.078939	0.017786	0.047059	0.052152	0.031499	0.057706	0.053341	-0.027043	-1.0984	2.4396	-1.4117	1.427	0.65026	1.7831	0.81043	0.070218	-0.41828	1.1244	0.52324	0.66245	-0.0063989	-0.82159	-0.46356	0.31718	0.5012	-0.66122	0.047402	-0.62478	3.2028	1.5474	0.24059	-0.082079	1.3992	-1.5402	-0.23895	-0.36611	0.1676	1.5473
0	0	0	0	0	0	0	0	0	0	0	3.7776	-0.094165	-0.010989	0.012096	-0.021192	-0.0060408	-0.057448	0.070548	-0.024834	-0.0089415	0.013156	-0.03975	-0.024945	2.5181	2.7818	-1.4679	0.85202	0.27365	-0.51271	0.7854	0.93558	1.0529	-0.28646	1.9273	1.222	-0.43706	-1.0946	0.27939	-0.62834	-0.87553	-2.2222	0.090687	1.7693	1.4404	3.5309	-0.10577	-1.2278	0.84829	-0.88092	-0.22852	-0.60924	-0.51741	1.3346
