0	0	0	0	-0.31037	-0.053921	-0.041429	-0.080228	0.047018	-0.11839	-0.026811	-0.1357	0.04691	0.14375	-0.034279	-0.040229	-0.11944	-0.77527	-0.93853	0.97239	-0.9657	0.74038	1.0608	0.61146	-0.089793	-0.48098	-0.64547	-2.4993	0.15152	-0.41903	-2.4022	-2.8017	-0.75473	-0.55926	0.40295	-0.33814	1.2125	-0.92654	0.57853	0.92131	-0.55576	0.51073	0.61245	2.0093	1.2401	-1.0393	-0.2914
1	0	0	0	0.92525	0.099927	0.030303	0.077456	0.09366	-0.048893	0.015007	0.11944	-0.028899	0.090067	-0.057545	-0.036606	0.091271	0.65387	-0.88126	-1.1597	-1.8823	-0.16904	0.80037	-0.46276	0.98966	-0.098136	-2.8968	0.044763	3.5515	1.6903	-2.8566	-2.6622	0.62812	-0.63755	-2.8599	-0.23377	0.16817	1.1692	0.94372	1.2995	-1.8574	0.34512	1.0882	2.853	-0.47593	0.79069	-0.46976
0	0	0	0	0.58798	0.033789	-0.0010621	-0.0071962	0.00037245	-0.0022021	0.0022596	-0.010856	0.020469	-0.017084	-0.0036416	0.047544	-0.002351	0.77329	0.81158	-0.9152	-0.92236	0.89266	0.84946	0.4035	1.238	-0.42767	-0.55436	0.37728	1.6487	1.449	-2.4508	-3.5055	0.54539	-0.1144	0.012514	-0.10613	0.20213	0.11791	0.83184	0.38027	0.95326	1.8092	0.84536	2.6124	-0.63969	0.12667	-1.5744
0	0	0	0	1.0909	0.1035	-0.12374	-0.06632	-0.0016588	0.13447	-0.015542	0.0092175	0.011791	0.030615	-0.0067486	-0.021182	-0.01675	0.53599	0.33918	-0.34821	-3.7832	-1.172	0.33184	0.96389	1.3995	0.044844	-0.15734	0.33542	-0.060308	1.5533	-2.8329	-2.8238	0.65676	-0.47421	1.0722	0.60598	-0.33915	-0.495	1.1874	-0.35338	0.46819	1.0966	1.1	3.0391	-0.19145	0.91614	-2.0465
0	0	0	0	0.79827	0.060606	0.0099951	-0.00017951	-0.013901	0.0088869	0.028288	-0.0051532	0.028803	0.034467	0.037049	-0.096382	-0.039119	0.33825	1.2699	-1.4684	-1.1693	-0.84414	1.223	-0.40027	1.2783	0.42141	-1.6812	0.075528	1.0564	2.332	-2.6423	-2.7282	1.7439	-0.51182	-0.54281	0.14146	-0.27307	1.0972	0.52996	1.9351	-0.19413	0.28445	1.4788	0.29366	-0.29451	-0.54022	-1.2739
0	0	0	0	0.68194	0.044291	-0.0023266	0.0054676	-0.0067095	-0.0039845	0.00022741	-0.0057276	0.025158	-0.035896	0.01951	0.033827	-0.066746	0.16349	1.1549	1.1391	-0.66281	-0.94904	1.438	1.718	1.0742	-0.067475	-0.32807	0.49886	0.8834	1.5136	-1.988	-2.1432	1.0975	0.27	-0.16084	-0.0046314	-0.37617	0.89292	0.13497	1.678	1.1618	0.33711	1.114	1.1616	-0.15658	-0.20903	-0.93585
0	0	0	0	0.82274	0.065653	0.020891	-0.0073289	-0.080639	-0.018562	0.085591	0.0095398	-0.0052558	0.011431	0.032938	-0.08831	-0.046626	0.87447	1.6653	-1.619	-0.97774	-1.505	1.2645	0.45729	0.80614	0.56913	-1.3137	0.12507	0.90208	1.4539	-2.1152	-2.1157	0.64519	-1.0043	-1.0808	0.50819	-0.41823	1.2341	-0.37124	1.8371	0.13275	0.13739	0.72395	-1.0868	1.5027	-1.0879	-2.0981
0	0	0	0	0.61149	0.036979	0.0006608	-0.0064421	-0.015047	-0.0060988	0.011218	-0.0090136	0.018908	-0.01302	-0.018395	0.051202	-0.011073	0.69411	1.4528	-0.94352	-0.39103	-1.0832	0.99146	0.70336	1.3568	0.82433	0.044591	0.54003	2.0415	0.8003	-0.86437	-1.4968	0.068303	0.64034	0.066321	0.19015	-0.57912	1.8125	0.68848	1.4932	1.6083	0.014346	0.69555	0.23305	-0.23565	-0.73995	-2.0301
0	0	0	0	0.7732	0.057972	-0.0061293	0.019491	0.051817	0.0028575	0.059878	-0.0079377	0.10768	0.012902	0.03516	-0.010399	0.020531	0.044344	1.503	0.96758	-1.894	1.471	0.9735	2.211	1.5494	0.73046	-0.75526	0.51235	0.72108	1.1192	0.32626	-0.2752	0.81745	0.33049	-2.6849	1.2384	-0.7934	0.50289	0.12065	0.77001	-0.83723	1.4557	0.82023	0.99383	0.25188	0.50413	0.81275
0	0	0	0	0.6376	0.041843	-0.0057728	0.0013017	-0.0015054	-0.0025507	0.0071104	-0.015598	0.00020571	-0.010739	-0.0084943	0.003744	-0.0021111	0.24968	2.3937	0.18686	-0.6389	0.50896	1.2394	2.5796	1.575	0.70442	0.34176	0.30016	0.73791	1.4174	-0.15747	-0.43839	0.98344	0.76002	-0.47029	0.57456	-0.52382	0.16018	0.091849	1.001	1.1269	1.4557	0.65083	-0.14473	1.4888	-1.1502	0.24298
