0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94345	-0.034551	-0.0038366	0.015022	0.0083325	-0.0076536	-0.010486	-0.10586	-0.068612	-0.026851	0.048644	-0.15179	0.011702	-1.1354	-0.88792	-0.47057	-0.55552	0.71063	-0.40448	0.61162	-1.3953	-0.43312	-1.2492	0.21899	1.2466	2.5107	0.20061	0.44552	-0.33304	-0.8842	-1.8638	-1.2146	-0.016919	1.266	0.79298	-0.65042	0.44752	1.5204	0.51737	-0.52887	1.2133	0.46651	0.65144
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1366	-0.039621	-0.022684	-0.0037576	0.085543	-0.073047	-0.04339	0.01578	0.11308	-0.0064708	0.058268	-0.036137	0.074641	-1.4322	0.7953	-0.33129	-1.4061	0.021805	0.18939	1.0729	-2.071	-0.81417	-0.3892	-0.9592	0.27085	1.4926	0.1385	0.30541	-2.6286	-0.2002	0.30044	0.48872	-0.30904	-2.4733	-0.79112	1.2782	2.0339	-0.52101	-0.67246	0.9782	-0.99517	1.3753	0.33287
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.158	-0.040275	-0.018437	0.0091876	-0.016518	-0.018056	-0.0081653	-0.015639	0.02796	0.032657	0.044504	0.080761	-0.028394	-1.076	-0.20952	-0.069931	0.20048	-0.91356	-0.28392	0.93392	0.74996	0.32624	-0.42697	0.53049	-0.062302	2.3813	0.14586	0.42418	-1.4177	0.94334	0.43322	-1.0492	-1.3785	0.31967	1.0853	0.88242	1.251	0.41843	-2.08	0.49834	1.6142	1.4082	0.60972
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1456	-0.043932	-0.012374	0.011915	0.0027256	-0.005183	-0.01952	0.0096877	0.049664	-0.035802	-0.095481	0.025835	0.028219	-1.5509	0.24948	0.33599	0.11065	-0.083105	0.073615	2.1448	-0.12168	0.38757	-0.71689	0.63883	-0.23396	2.6222	-0.89605	-0.071897	-0.78104	0.88195	0.55538	0.47065	-1.3281	1.0353	-0.094088	0.11667	0.86745	0.60472	0.82068	1.0878	-0.10388	1.7756	-0.41782
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9744	-0.11725	0.076283	0.078648	-0.013238	0.073896	-0.042076	-0.010364	0.0057178	0.041784	-0.035608	0.00090058	-0.022749	-1.8024	-0.55088	-1.4073	-0.18946	0.37602	2.5234	-0.031062	0.12413	0.16148	-1.2741	0.97239	0.99046	-1.0125	-1.9256	-0.095939	-1.5089	0.26907	-0.89314	-1.0183	-2.1106	0.37504	-0.85551	-0.88047	0.47335	0.17427	-2.9496	-2.4743	-0.032421	-0.93756	0.66614
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0585	-0.03869	-0.0096635	-0.00076223	0.021899	-0.0030538	-0.018031	0.0092359	0.06443	0.044016	-0.092752	0.0036955	-0.022761	-1.2553	-0.27963	-0.17899	0.20051	0.99116	-0.94714	-0.12375	0.23786	-0.11179	-0.67071	-0.0027489	-0.084972	2.0352	-0.36737	0.35437	0.39092	0.77991	1.305	0.019153	-1.4292	-0.47605	1.1095	-0.59075	1.7192	1.1798	-2.6731	0.83011	-0.55867	2.1465	0.77517
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1323	-0.084458	-0.13111	0.0084276	0.018723	-0.0067339	-0.012073	0.071667	-0.072355	0.026209	-0.021981	-0.0014274	-0.14493	-1.9781	0.68847	-1.1433	0.47939	1.0659	-0.59293	1.2628	0.84119	-1.2124	1.5577	-1.9699	-0.84182	1.8364	0.16796	0.13041	-2.18	0.34898	-0.32939	0.25705	1.8372	-0.3902	0.68193	-0.37084	0.3207	-2.183	-2.1213	0.86991	-1.5071	-0.49299	1.1002
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2394	-0.051873	-0.00097383	0.015181	-0.0097369	-0.0033509	-0.017325	0.030186	0.00025672	-0.010914	-0.043244	-0.0080159	0.020372	-1.6209	-1.5428	-0.54412	0.18666	-0.058323	-0.34244	0.066422	0.83792	0.36679	-1.0887	0.91705	-0.10655	0.94927	-1.0554	-0.19372	-0.36538	0.50103	0.88172	-1.3076	-1.5686	0.84456	-0.29874	0.29585	2.0477	-0.33901	-1.7477	1.5572	-0.28202	-0.51302	0.23466
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1518	-0.048739	-0.006453	0.011502	-0.011414	0.0082735	0.0023772	0.094778	0.055762	-0.032392	-0.096453	0.00011851	0.016974	-1.4605	0.057939	0.073626	0.59908	0.98683	-0.084387	1.6684	-0.28064	0.68776	-1.5285	0.31948	-0.35323	2.0048	-1.2614	0.20627	-0.80963	0.53585	0.72236	-0.49751	-1.2033	0.30625	-0.34892	-1.2751	-0.41626	0.62218	1.0287	1.0965	-0.39076	1.0567	-0.14867
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.023	-0.12852	0.096662	0.061909	-0.031453	0.082712	-0.040427	-0.015138	0.0097399	0.14693	-0.028396	0.017592	-0.058099	-1.5343	-0.24202	-1.4456	-0.79866	0.52131	1.849	-0.065631	-1.4211	0.11246	-1.9181	0.41485	0.11908	-0.19455	-1.9132	0.27426	-0.59947	0.075672	-1.3731	-0.94189	-1.3673	0.59698	0.14081	-2.5698	1.1583	-0.48717	-2.5294	-3.3942	-0.66189	0.12143	0.18426
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99906	-0.033563	-0.012995	-0.010914	0.022563	-0.017655	-0.01573	-0.0013197	-0.0067964	-0.04293	0.050309	-0.04469	0.056098	-1.1135	0.017351	-0.2022	0.2735	1.0944	-0.6632	0.35792	0.27987	0.27545	-1.433	0.18707	-0.19626	2.1896	-0.22317	0.78443	0.49532	0.41919	1.263	0.32955	-1.0327	-0.39494	0.37242	-0.0061391	1.2077	-0.46382	0.4658	-0.27372	0.035034	0.7901	0.89235
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8565	-0.083551	-0.076015	-0.015225	0.047837	0.079036	0.013106	-0.0029709	-0.021145	-0.021304	0.050567	-0.025361	-0.23651	-1.8723	0.56854	-0.85803	0.35812	1.2802	-0.42874	1.5844	0.3992	-1.0969	1.5538	-0.52259	-0.50315	1.2874	-1.1655	-0.1168	-1.2988	0.63726	-0.27349	-0.28247	0.2038	1.0504	1.576	-2.7082	-0.50947	-1.7519	0.5699	0.65637	-1.0559	1.2234	0.45407
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0556	-0.043797	0.0045148	0.019644	-0.01338	0.0059718	-0.02393	-0.064	-0.065426	-0.075579	0.046895	0.066655	-0.0898	-0.56513	-0.921	-0.36298	0.45354	0.98301	-0.59847	-0.062605	1.1157	0.52906	-1.1641	-0.074751	-0.3683	2.0283	-0.53424	1.104	-0.15616	0.46179	0.33704	-1.5897	-1.5759	0.67038	0.57148	0.059345	1.6185	-0.28306	0.62909	0.44481	1.0851	-1.0421	0.2644
