0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4711	-0.058137	0.00057111	0.0081223	0.019767	0.00095739	0.027288	-0.046858	0.01704	-0.027982	0.027208	0.031118	-0.010006	-0.94482	-0.11906	-0.098567	-0.62654	-1.6385	-0.72942	-0.21767	-0.12281	-1.7971	-1.6347	0.40568	0.22613	-0.96952	-1.2925	0.73877	-0.31605	-0.17222	0.1672	0.17941	0.10102	0.029141	1.9897	0.39305	0.4314	2.2111	-0.81026	0.27038	0.33374	-0.25602	1.6936
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4913	-0.060736	0.0019065	-0.012498	0.013666	0.014474	0.034684	-0.0080164	0.0032395	-0.055601	0.06984	-0.041359	0.055324	-0.75328	0.24291	-0.24069	-0.88002	-0.81539	0.21067	0.58442	-0.85099	-1.2148	-2.4852	-0.23752	-0.60643	-0.23299	-1.1751	1.1954	1.6696	1.5091	-0.26592	-0.73791	-0.13356	0.10958	3.3758	0.63564	0.95811	1.3851	0.42193	0.70884	-0.12111	-1.4472	1.9291
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2045	-0.052255	0.0057258	0.011911	0.017656	-0.021021	0.022637	-0.023243	0.017108	-0.036668	-0.036354	0.11784	0.0098814	-0.8487	0.2192	1.0569	-0.45255	-1.1487	0.16119	0.56795	-1.1446	-1.3136	-1.9075	0.39419	-0.88514	0.1934	-1.1063	1.0578	0.52469	2.5921	-0.37529	-1.8214	-0.46407	-1.0657	2.8936	0.50926	1.779	1.3337	0.18185	0.21283	1.3956	-1.8603	0.73505
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3706	-0.12169	0.14767	-0.0059404	0.098839	-0.067707	0.08278	-0.044023	-0.097328	-0.027	-0.0062247	0.016201	0.060385	-0.81991	0.89603	-1.5056	0.52703	-3.3747	0.27235	-0.21214	-3.1827	-0.85682	-2.0065	0.27467	-1.0491	-0.60686	-0.35706	0.71266	0.59228	2.8506	0.22852	-0.33873	0.020747	-1.6273	-1.6325	0.82928	-1.5208	1.1051	-1.3777	1.5145	2.1305	-3.9501	-1.2415
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5886	-0.06799	0.026095	0.010783	-0.028796	-0.010202	0.0048984	-0.017679	0.034149	-0.033341	0.0093628	-0.063347	0.040795	-0.8377	-0.26373	0.0028427	-0.59862	-1.9038	-3.0108	0.336	-0.60132	-0.57976	-2.3211	-0.66944	-2.2768	-1.077	-0.32017	-0.3728	1.3931	2.2325	0.38623	-0.18389	-0.78673	0.12093	2.252	-0.56041	1.1149	2.0409	0.47131	0.99065	1.7856	-1.1747	-0.23114
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1296	-0.053179	-0.00098298	0.022803	0.012731	-0.0042406	0.032349	-0.066865	0.035363	-0.066046	-0.066388	0.082427	0.008626	-0.85595	-0.47261	-0.12765	-0.6718	-1.1258	-1.1719	0.59188	-1.3769	-0.71914	-2.2037	0.66323	0.56638	-0.11073	-1.4611	0.38925	2.1806	1.0038	-0.7384	0.36773	0.45119	0.33861	2.9887	1.8407	1.4998	1.1566	-0.59564	1.452	-0.075978	-0.7498	2.4278
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1529	-0.20151	-0.079344	-0.085958	-0.0419	0.0198	0.040299	0.053093	0.032908	0.16149	0.25882	0.078254	-0.012462	-0.71896	1.8109	-4.4807	-2.1792	-2.7282	-0.45333	-0.23839	-1.1267	-1.6944	-2.6238	-2.3936	-0.8759	-3.7565	-1.5423	-1.2488	2.2943	1.1302	1.4545	-2.1545	-2.1391	-2.1989	-2.2677	0.026102	0.7089	3.3663	-1.9482	-0.37462	0.14743	-0.0029563	-0.4472
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3916	-0.10898	-0.00021067	0.012421	-0.011963	0.029866	-0.02288	-0.031292	-0.065044	-0.03524	0.07084	-0.034894	0.030906	-0.86268	1.1288	-1.5756	-1.2761	-2.0552	-2.5161	0.15359	-0.65722	-1.3454	-0.98506	-2.0649	1.0602	-2.7835	-1.2538	-0.90013	2.6023	0.47729	0.49907	-0.42706	0.07689	0.97506	1.7222	-0.018663	0.4117	4.0708	-0.090598	0.52114	-0.69206	-0.78599	-0.65625
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5096	-0.11554	0.0031809	0.022836	-0.01441	0.040184	-0.013545	-0.05352	-0.083478	0.0028039	0.093957	-0.013907	-0.062705	-0.67754	1.4136	-1.5202	-1.9666	-2.0051	-1.9629	0.21129	-1.3695	-1.2845	-1.8301	-1.4511	-0.54289	-2.7609	-1.3662	-0.84313	2.7717	1.4517	0.82654	-1.67	-0.032494	0.60051	1.0713	0.68768	-0.12813	3.8731	0.10483	0.043416	1.4833	-0.43613	0.92936
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2556	-0.10362	0.0064495	0.00862	-0.0083178	0.018911	-0.015138	-0.064606	-0.041201	-0.014267	0.0019572	-0.02391	0.025708	-0.85099	1.5506	-1.1109	-1.1781	-2.0326	-0.91106	0.12109	-1.186	-1.1387	-0.91831	-1.6354	0.8102	-2.0541	-1.1421	0.008737	2.3958	1.0525	0.29194	0.17648	-0.9397	0.49091	1.9908	0.77243	0.10431	3.4783	0.33768	0.95081	-0.34008	-1.1386	-0.66834
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5708	-0.10462	-0.012437	-0.061132	0.049579	0.10266	-0.018188	0.023036	-0.083646	-0.063542	-0.044933	-0.095394	-0.035231	-0.65407	1.3107	-4.0275	0.15251	-1.5064	-0.17226	0.040249	-1.8586	-1.9285	-2.2441	-0.98001	-2.2131	-2.9246	-1.7764	-0.80941	1.5235	1.91	1.1474	-0.43981	-0.352	-0.69132	0.87431	-0.48202	-0.43264	1.8415	-2.8279	0.58924	1.0769	-2.9812	0.23567
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0449	-0.040902	0.024328	-0.002765	0.034397	0.025157	0.023994	0.021876	0.071394	0.045001	-0.034235	0.015783	0.040345	-1.197	-0.39335	0.26551	-0.52393	-1.1413	-1.7796	0.18264	-0.39636	-1.2371	-1.6606	0.5307	0.037605	-0.82829	-1.3976	0.28574	-0.4363	1.0138	-0.21398	-0.87858	0.7769	0.20288	2.3253	1.2873	1.7258	1.6066	-0.38376	1.2245	0.17624	1.0453	-0.63906
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99822	-0.032902	0.011151	-0.0014571	0.0039218	0.039715	0.021525	0.0042682	-0.0050551	0.015125	0.011455	0.01043	-0.039859	-1.3869	-0.45704	1.1614	0.43842	-0.857	0.50393	0.13316	0.46213	-0.42032	-0.84732	1.3328	0.5384	0.069702	-0.25295	-0.53008	-0.057057	0.075512	-1.1853	0.6925	0.68011	0.13348	1.2814	0.15843	1.3997	2.4564	-0.22745	-0.058496	-1.7997	-1.1534	0.55348
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7961	-0.019518	0.00092226	-9.5921e-05	-0.0019557	0.01144	-0.0054105	0.0024769	0.0092551	-0.0032828	-0.027115	-6.7963e-05	-0.01177	-1.5591	-0.24898	0.95337	0.22469	-0.048429	0.85144	0.11736	0.23047	-0.12327	-1.3693	0.83302	-0.011382	0.64801	-0.64577	-0.05275	0.36022	0.12157	-0.073966	0.22386	0.75127	0.53922	0.07333	0.36697	2.3224	2.7401	0.67871	1.1327	-0.37025	0.21301	-0.65883
