1.7323	-0.024104	-0.01224	0.0028693	0.028952	0.0062925	0.012263	0.014945	0.014327	-0.024126	0.032714	0.02958	0.0083327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4275	-0.02034	-0.0030867	-0.00043834	0.0083502	-0.0031981	0.0064439	0.016793	0.011734	-0.017228	0.020678	0.006678	0.014464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.6074	-0.026791	-0.027423	-0.00034802	-0.0029824	0.024494	-0.038184	0.036343	0.042045	-0.0037905	0.016334	0.05091	-0.015694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3558	-0.018548	6.0338e-05	0.0082336	0.0055321	-0.01184	0.0075884	0.014931	0.011204	-0.022427	0.033377	0.019912	-0.014997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4183	-0.024043	-0.0231	0.0023509	0.04009	0.0055649	0.00025052	-0.00019252	0.0093763	0.0029628	0.049523	0.012844	-0.043343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2596	-0.015584	-0.0022487	0.0054096	0.0091199	-0.015746	0.0082819	0.028223	-0.01467	0.017153	0.038977	-0.00020406	-0.030611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3575	-0.017817	0.0010536	0.014714	0.0069219	-0.024719	0.0034843	0.0099448	0.013064	-0.016969	0.031681	0.016015	-0.016287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3091	-0.016708	-0.0024578	0.0033078	0.0059357	-0.013792	0.0097439	0.019618	0.025722	-0.020257	0.020826	-0.003468	-0.029681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.7433	-0.02823	-0.034804	0.0068686	-0.061492	-0.045918	0.075477	0.039849	-0.050523	0.0079423	0.03595	0.027708	-0.037248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5437	-0.02295	0.0034199	0.014142	0.0064352	-0.019736	-0.001622	0.012924	-0.0089896	0.013571	0.030662	0.0089721	0.015709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
