0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3752	-0.070718	0.0025475	0.016039	-0.0028452	-0.036947	-0.045375	0.0082746	0.00092687	-0.0047762	-0.013304	-0.019414	-0.0038867	0.32376	0.16072	-1.6458	0.017593	-1.3294	-1.1669	0.5402	2.8586	-0.4634	-1.7844	-0.49716	-0.15381	-1.0606	0.58023	-1.7407	-0.80316	0.62013	-1.4066	-1.6652	-0.4222	-1.5978	-1.1101	-2.1653	-0.097904	0.25502	-0.050319	-2.3491	0.86975	-0.92544	-0.68044
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5174	-0.075697	-0.020773	0.0355	-0.0058269	-0.0033537	-0.0095509	0.011634	0.041405	-0.016948	-0.024742	0.0085654	0.0085713	0.4044	0.45534	0.66284	0.13006	-0.62105	-1.3047	0.76274	2.6569	0.77827	-1.3926	-0.13879	0.15998	-0.16598	-1.5311	-0.94827	-0.39648	1.3628	-1.8414	-1.0137	0.0095771	-0.87251	-0.37175	-1.7862	0.21087	1.028	-1.5382	-2.0891	-0.4898	-0.55363	0.1078
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4916	-0.076298	0.011033	0.031014	-0.016516	-0.047963	0.00013525	-0.02042	0.0073286	-0.024995	-0.049091	0.013905	0.005606	0.55435	-0.13845	-1.4259	0.20211	-0.78567	0.024105	1.0716	3.039	0.54032	-1.381	0.036858	-0.42942	0.16835	-1.6182	-1.3397	-0.25115	1.9737	0.32423	-1.1296	-0.23222	-1.3464	-0.42055	-2.1068	0.74573	1.0004	0.56034	-0.090274	0.14972	-1.1053	-1.1518
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4518	-0.072452	0.0036824	0.038739	-0.014724	-0.012387	-0.10518	0.072613	0.0082756	-0.01018	-0.040318	0.04822	0.0076834	0.40043	-0.040793	-1.4828	0.35342	-0.91426	-1.1793	0.81013	3.3599	0.92171	-1.3942	-0.24396	-0.18554	-0.78125	-0.5634	-1.6682	-0.49161	1.5552	-2.848	-0.96654	-0.40496	-0.91531	-0.43746	-0.94035	1.1671	0.48479	0.19138	-0.70032	0.12713	0.64526	-0.94296
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5254	-0.075821	-0.0079343	0.026949	-0.031816	0.0010885	-0.00027575	-0.02429	-0.0026926	0.020457	0.0060052	0.05278	-0.03048	0.42364	0.21568	-1.0083	0.15969	0.052088	1.1467	0.8553	3.2095	1.2557	-1.6151	-0.28016	-0.37305	0.46105	-0.096048	-0.78527	0.29883	2.0995	-0.77116	-1.0877	0.24922	-1.5309	-0.67732	-2.138	-1.5868	1.0477	0.21489	-0.4959	-0.63407	-0.84725	-0.56094
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4169	-0.074108	-0.002485	0.03929	-0.0069089	-0.0039095	-0.033686	-8.7121e-05	-0.024147	0.026144	0.015522	-0.019882	0.020807	0.4422	-0.013874	-1.5508	0.48976	-1	-1.3898	0.82689	3.7206	0.72771	-1.1943	0.07386	-0.11233	0.014039	0.051691	-1.7849	-0.20125	1.7273	-0.25663	-0.91833	-0.40345	-0.80589	-0.56299	-1.2295	1.4329	0.97345	1.1769	-0.71623	-0.0095315	0.20348	-0.86625
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5564	-0.077587	0.018121	0.03432	-0.01029	0.0012661	-0.02396	0.0052139	0.0070661	0.0050218	-0.014596	0.044154	0.024043	0.26972	0.18921	0.73437	0.11905	-0.2489	0.031134	0.80847	2.7235	1.2759	-1.5582	-0.49957	0.080675	0.77952	-0.68931	-1.2135	-0.019227	1.7718	-1.2166	-1.3863	-0.013943	-1.2222	-0.50667	-4.1336	-1.5919	0.82769	-1.2857	-1.4832	-0.217	-1.8561	0.040313
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4837	-0.074104	0.0036676	0.041931	0.0050269	-0.0046115	0.0040763	-0.003844	-0.034076	0.037715	-0.034626	0.046249	-0.012594	0.53872	0.23234	-1.2918	0.37237	-1.0814	-0.0021473	1.0034	3.3543	0.42207	-1.3513	0.036284	-0.071303	0.54465	-1.4004	-1.4349	0.11162	1.9745	-0.36548	-1.0778	-0.010923	-1.2777	-0.66282	-0.67761	0.76838	0.91993	1.0815	-1.1695	-0.044002	0.66729	-0.79006
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.395	-0.072285	-0.017713	0.060948	0.011445	0.018406	-0.058697	0.037774	0.055363	-0.059324	-0.010122	-0.015739	0.064063	0.4185	-0.28371	-1.3469	0.21944	-0.84428	-0.07874	0.77782	3.2853	1.1244	-1.4619	-0.2028	-0.029729	0.17337	0.17467	-1.5426	-0.26211	1.6131	-3.1297	-1.2644	-0.54408	-0.88826	-0.55782	-0.71282	-0.64457	0.41976	0.22774	-1.0321	0.42924	0.16922	-1.0481
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4907	-0.073463	0.00039708	0.035878	-0.013556	0.0072221	-0.0093657	-0.010881	0.0062202	0.055771	-0.016413	0.027494	-0.024832	0.42968	0.56807	-1.0581	0.17255	-0.045222	1.2717	0.91955	3.344	1.0229	-1.5089	-0.27258	-0.056976	0.45054	-0.98213	-0.96435	0.28109	2.0732	-0.18023	-1.1739	0.29235	-1.4518	-0.60339	-2.0654	-1.5181	1.0509	0.35741	-0.9072	-0.53884	-0.7773	0.46373
