0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.52228	-0.027283	-0.011518	-0.030014	-0.019432	0.019356	0.030812	-0.0052667	-0.00997	0.010981	0.069168	-0.0018488	0.02995	-0.070517	0.058483	0.9877	-1.0548	0.098266	0.80948	0.33969	-1.0188	0.68752	1.5299	0.24916	1.5023	-0.29002	-0.9282	0.93696	0.47562	-1.108	-1.9466	-1.3706	-1.1604	-1.2059	0.25519	-1.2698	1.9253	-0.6521	0.16404	-0.14608	-0.39122	0.21245	-1.0492
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43538	0.026134	-0.18902	-0.074258	-0.052639	0.18347	0.0052634	0.018793	0.07813	-0.097712	0.073766	-0.070253	0.026347	-1.0527	-0.76057	0.45896	-0.50456	0.81531	-1.247	2.111	-0.63412	1.2552	2.0291	0.018231	1.4517	0.25832	-1.2944	1.6381	1.3039	-0.10455	-0.98898	-1.2392	-1.2795	-0.94972	1.7741	1.1216	1.8729	-0.61154	0.3285	-0.95174	0.41314	-0.25364	0.66376
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29198	-0.0017966	-0.01018	-0.039725	0.0104	-0.019681	-0.088676	-0.014064	0.081874	0.059803	-0.0063159	0.025818	0.014928	-1.0853	0.53655	1.2551	-1.3245	0.69678	-0.99102	0.03452	1.0604	1.1003	1.909	0.94978	0.54118	-0.13489	-0.90332	1.8267	2.1212	-0.59551	0.36984	-0.60852	0.16067	-0.76893	1.4018	0.22424	1.2089	-1.155	-0.18318	0.083998	-0.4572	0.96038	0.69478
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20989	-0.0026042	-0.0011801	-0.018103	-0.012588	-0.0069905	-0.0019501	0.0031452	0.010469	0.0068355	0.019743	0.041707	0.020349	-0.83924	0.74372	-0.11453	-1.2549	1.1151	1.1767	-0.03714	1.8869	1.2193	1.1431	0.6022	0.94046	0.46608	1.1916	1.8359	2.0522	-0.47993	0.0014104	-2.0043	-0.5479	0.20647	-0.74617	0.43996	0.74737	1.6471	-0.21604	-0.68262	-0.73793	0.83648	0.54239
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25937	-0.0033525	-0.0042471	-0.014155	-0.025163	-0.022148	-0.012442	-0.014294	0.017327	0.001566	0.047417	0.029044	-0.0017938	-0.95246	0.71696	0.23698	-1.1244	0.86309	-1.3074	-0.11439	1.597	0.82386	1.5421	0.45631	0.85018	0.20786	0.59454	1.6803	1.7204	-0.32075	1.1354	0.45128	-0.59573	-1.361	0.90709	-0.024206	1.1034	0.87247	-0.57593	0.052758	-0.73883	1.1693	0.94618
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78191	0.025921	0.0031634	0.04267	-0.012967	0.011072	-0.080398	-0.027973	-0.05236	-0.044884	-0.011894	0.064108	-0.036359	-1.1912	-0.92997	0.95204	0.458	0.61788	1.1078	-0.763	-0.25607	1.3791	0.42836	0.78955	0.27583	0.87507	0.79178	2.2601	0.94965	0.30584	0.79832	1.0134	0.91773	-0.82934	1.0006	-0.74305	-0.30064	-0.78632	1.1266	-0.3278	0.59164	-1.1042	-0.07527
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73587	0.019248	0.0059423	0.012638	-0.0087387	0.0048348	-0.03323	-0.0092674	-0.011071	-0.013471	0.01322	0.024954	0.0054892	-1.1478	0.099145	1.1113	0.021771	0.58613	-0.38194	-0.78302	-0.47855	1.7473	-0.27831	1.0005	-0.63656	0.86085	-0.13797	1.6106	1.7079	1.6175	0.72243	0.85722	0.72273	0.44965	0.415	0.47322	0.039258	0.44643	1.6	0.14685	1.0756	-0.66221	1.5265
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2056	0.040479	0.042911	-0.11419	-0.007759	0.023892	-0.12723	-0.019526	0.068029	0.037396	-0.012696	-0.0044836	-0.0045347	-1.1107	-0.88155	0.53667	0.32078	0.55609	0.60455	-0.99188	0.53036	1.7015	-0.46861	1.0106	0.11296	-1.695	-0.74798	0.95242	2.0331	1.1032	0.44687	0.73556	0.9274	0.78555	0.4298	-0.18685	0.98902	-0.68215	1.8849	0.71123	1.8155	1.0355	-0.39088
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93106	0.029104	0.0059377	-0.0017918	0.0079692	-0.0066298	-0.033112	-0.012303	-0.040848	0.023361	0.058014	0.019731	-0.065381	-1.0268	-1.1402	0.14543	0.4445	1.2244	1.3931	-0.92367	0.16953	1.633	-0.54972	0.80101	-0.46587	0.39858	1.2212	1.6644	1.5264	1.4618	-0.28607	0.17316	0.86528	1.0648	-0.83944	0.46927	-0.19114	-0.067196	1.303	0.057279	1.4143	0.87386	0.33028
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4619	0.061999	-0.12246	-0.033515	-0.099312	0.04792	-0.041861	0.049132	-0.05885	0.028929	0.026758	0.029249	-0.049055	-1.1931	-1.2604	0.22683	0.92099	0.28601	-1.5383	-0.077599	-0.37851	1.7436	-0.6404	1.2	-0.71131	1.116	1.1427	1.5138	1.1879	1.686	2.1255	-0.10066	-2.367	-0.38041	1.3226	-0.54136	0.45034	-0.13601	1.3112	0.40828	1.1661	-0.41201	1.6836
