1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012724	-0.041143	0.00083121	-0.015007	0.0076409	0.0074232	-0.012205	0.064132	-0.061387	-0.019216	0.14289	-0.067979	-0.074773	1.1884	-0.67296	1.8877	1.7549	-1.1334	-1.2178	-1.3331	-1.1776	-3.9364	-1.9514	-0.27615	-0.13573	-3.1077	0.28766	-0.60584	-0.5538	0.017316	-0.87431	-2.5151	-1.2971	-1.1545	-0.60724	-0.58547	1.595	-1.4944	-8.7604	0.89031	0.049021	3.7803	-3.9161
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49941	0.0063634	-0.034487	-0.12205	0.056937	-0.1415	0.03222	0.092499	-0.053671	0.063236	0.077406	-0.020662	0.086024	1.4931	-0.64213	-0.25592	2.8163	-0.34507	-0.80727	-2.0089	0.8383	-0.17493	0.032796	-0.44587	-0.74973	-1.6749	1.1117	1.086	0.24596	-0.24093	-0.49622	-1.3481	-1.6125	-0.45044	-3.2062	0.61212	-0.42533	-0.44756	-3.5217	2.8773	-0.95666	0.1931	-1.5205
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63545	0.044793	0.023376	0.015877	-0.049088	-0.0078872	-0.022158	0.054031	0.03315	0.005174	0.10698	-0.037225	0.065928	1.432	-1.084	-1.8657	3.7283	0.7826	-1.018	-1.4198	-0.8355	-1.643	-0.66068	0.31772	-1.59	2.562	-0.45873	0.37701	0.53098	-0.86613	-0.13256	0.29936	-1.1696	-2.5404	-0.11795	-0.73455	-0.68865	0.11424	-2.2952	0.74022	0.69709	0.81924	-2.5503
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66317	0.057415	-0.21159	0.020929	-0.13279	-0.0057242	0.018922	0.023896	-0.21696	0.042308	0.028546	-0.018425	0.022682	2.2186	-0.81961	0.90273	2.9636	-0.49541	-1.0635	-0.71959	0.23804	-2.0206	0.60413	-0.34015	-0.27835	0.54019	0.76146	0.33619	0.33126	1.4729	-1.9374	-0.58846	0.44212	0.27034	-0.19927	0.15158	-2.1617	0.48152	-3.1662	0.67093	0.34276	1.2601	-3.6373
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75074	0.056337	0.058604	-0.0039641	-0.030543	-0.033465	0.021472	-0.013579	0.0068726	2.6266e-05	0.055263	-0.062627	0.10542	1.123	-1.0274	-2.1189	3.1656	0.072025	-1.037	-1.3961	-0.4565	-0.67252	-1.3535	0.28682	-1.7295	2.349	-1.0032	-0.00028485	0.44066	-1.2931	0.092238	0.89095	0.6068	-1.4386	-0.56866	1.4888	-1.6906	0.80743	-0.4433	0.26854	1.729	1.6927	-2.1561
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34967	-0.0077527	0.013565	-0.0093742	-0.0018772	0.006925	-0.00041225	0.015464	-0.0385	0.021153	0.11831	-0.039628	-0.022207	0.49557	-1.199	0.91725	3.5329	-1.3647	-0.67331	-1.1278	0.30766	-1.6828	-0.34712	-0.1431	-1.2398	0.13001	0.42211	-0.93654	-0.13975	0.94198	-0.30195	-0.0054644	-0.11334	0.15613	0.50597	0.79204	0.017384	1.4867	0.2298	0.045553	1.15	1.103	-1.905
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78893	0.076405	0.054777	0.23473	0.025759	-0.13568	0.017979	-0.027473	-0.016625	0.15117	0.009314	0.014007	-0.18866	1.6019	-0.98648	-1.4792	3.2568	0.39876	-0.48605	-1.1965	0.98496	0.5188	-0.28692	0.025314	-1.3953	-1.1976	0.99265	0.68123	0.34324	0.83049	0.65723	1.1851	-1.3475	0.41824	0.18227	0.1583	-2.0719	1.1033	0.75195	2.3648	1.0456	-0.49586	-2.1983
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55006	0.019767	0.01796	-0.011653	-0.027508	0.0043264	-0.014937	0.01465	0.037963	-0.025148	0.10052	-0.035433	0.019651	1.0559	-1.3689	-1.6342	3.8461	0.51833	-0.44924	-0.64195	-0.049265	-0.58983	-0.19627	-0.62916	-1.9047	0.4148	0.42071	-0.47706	0.33734	0.42467	0.61481	0.94304	-1.3279	-0.39555	0.30897	0.16755	-0.77621	-0.012928	1.8737	0.13824	-0.2871	0.86546	-0.42899
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63709	0.024427	-0.030829	-0.095667	0.022549	-0.17003	0.0083827	0.14254	0.019812	-0.041742	0.074719	-0.092237	-0.027431	0.89509	-1.3008	-0.45027	2.6349	-0.2504	-0.52015	-1.2737	1.0667	0.50862	1.0844	0.32121	-0.86849	0.45429	0.58659	0.37586	0.43181	0.31693	0.030893	1.2105	-1.2624	0.063019	-3.2625	0.073584	-1.3728	0.90646	0.093581	1.4454	1.8101	0.30346	-0.8128
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62023	0.028633	-0.0013687	0.0027338	-0.0017539	-0.0003619	-0.0063014	0.0077275	0.016528	-0.013493	0.065628	0.054674	0.0097327	1.2625	-1.3839	-1.9714	3.273	0.31302	-0.17594	-0.99588	0.10024	-0.86657	0.30968	0.32161	-1.5765	1.5177	-0.59088	0.29111	0.25161	0.076804	0.40447	1.2993	-0.43741	-0.84368	0.1907	-1.2022	-1.1597	0.26382	1.9974	0.68259	1.494	0.23441	-0.54388
