1.8578	-0.02855	-0.0044744	-0.018974	0.016021	0.0047727	-0.026452	-0.01982	-0.014942	-0.016547	-0.0054022	-0.024517	-0.055895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.7971	-0.02801	-0.0043584	-0.020033	0.014891	0.00025348	-0.022688	-0.035372	-0.022728	-0.025847	-0.00078786	-0.023771	-0.05716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.065	-0.097893	0.11067	0.026312	0.047072	-0.083131	-0.092305	-0.10733	0.016832	0.00097281	-0.035548	0.12607	0.038305	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1385	-0.079071	-0.040699	-0.010285	-0.0084959	-0.031219	0.029879	0.0016963	-0.060632	0.044594	-0.0516	-0.019119	-0.044287	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.7668	-0.068693	-0.014727	-0.015768	0.015728	-0.01651	0.024886	0.0021789	-0.045423	-0.021952	0.011932	-0.0068502	-0.0081808	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.8823	-0.07077	-0.0026319	0.015603	0.0040423	-0.0058542	0.038005	-0.00011996	-0.01943	0.016996	0.0023641	-0.004744	-0.040417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4896	-0.055568	-0.018218	-0.0064166	-0.0047179	-0.022645	0.0024836	-0.021107	-0.033552	-0.03006	0.0025185	0.013187	-0.0047773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.328	-0.048505	-0.010498	0.00046593	0.0026906	-0.0012841	0.0025776	-0.025635	-0.010594	-0.010829	0.016026	0.0086488	-0.013727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1196	-0.088694	0.067559	-0.060887	0.050078	-0.10986	-0.079571	-0.021897	-0.083683	-0.10668	0.040288	-0.053657	0.016363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.5005	-0.05737	-0.029769	0.00069748	0.0020247	-0.015117	0.0064114	-0.012499	-0.025021	-0.0041134	-0.019128	0.014398	-0.0021853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
