0.88538	-0.0098686	-0.023859	-0.0080812	-0.025751	0.0064077	-0.0020426	0.0063548	-0.013994	0.011858	-0.011496	0.014439	0.017828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.8803	-0.010397	-0.02252	-0.00073068	-0.023657	-0.0035686	0.0058719	-0.0079726	-0.010014	-0.014501	-0.012421	0.017928	0.013689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.8206	-0.010849	-0.010765	-0.0036018	-0.014484	0.0058702	-0.029312	-0.042816	-0.0087965	0.0057349	-0.015308	0.010581	-0.0050711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.83941	-0.0096697	-0.020167	-0.0039825	-0.03181	0.0029782	-0.0051509	-0.011999	-0.0049547	0.009746	0.0028074	0.035639	0.018826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.79266	-0.0086579	-0.014166	-0.0020548	-0.018873	-0.0094831	-0.016163	-0.0344	0.0040067	-0.0061107	0.013551	0.035318	0.024005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.86988	-0.0097109	-0.029435	0.0068524	0.011525	0.0007419	-0.029749	-0.0064721	-0.016438	0.013238	-0.021383	0.012937	-0.0094568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.76663	-0.0072582	-0.019507	0.014713	-0.001274	-0.0012147	-0.022642	0.011099	-0.033687	-0.00076573	-0.022891	0.065815	0.013333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.72443	-0.0066664	-0.014674	-0.0015613	-0.0041756	-0.0079018	-0.035771	0.018643	-0.032364	0.012157	-0.018045	0.04706	0.016219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.73872	-0.0066942	-0.018772	-0.00072759	-0.0074139	0.0013719	-0.047026	-0.0040609	-0.012042	-0.0078985	0.0091218	0.023894	0.0062397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.70095	-0.0066012	-0.015125	-0.0087503	-0.0057053	-0.016211	-0.054479	-0.0025034	-0.029185	0.013193	-0.023436	0.025138	-0.0063935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
