0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3389	-0.07363	-0.0022905	0.048383	0.027598	0.01863	-0.013252	-0.030774	-0.0094721	0.0061661	-0.070108	-0.013149	0.007012	-0.91659	0.46339	0.21478	0.06514	-0.93542	1.2002	1.1657	-0.59676	0.82779	1.2791	-0.7151	-2.9134	-0.70828	-2.3664	-2.4867	-0.66216	-1.0089	-0.65934	-1.0297	-0.85476	-1.0737	-1.843	-2.3278	-2.1608	1.321	-2.9114	-1.3313	-1.5106	-0.82676	-1.2318
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4336	-0.047719	0.0073144	0.02242	0.0018172	-0.038776	-0.028178	-0.0040814	0.024989	0.0014272	0.015951	0.036944	0.0056205	-1.3449	-0.42943	1.5094	0.30708	-0.71074	0.72316	0.16771	-2.5886	0.66096	1.9733	2.2118	-1.5239	-0.54162	-0.27628	-1.5838	0.18084	-1.1883	-0.24184	0.010102	-1.1836	0.66787	-0.070533	-0.06593	0.33729	1.654	-1.131	-0.36373	-1.9062	0.23789	0.40895
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4421	-0.042999	-0.002779	0.0069651	0.01286	-0.038463	-0.011808	0.0064808	0.02297	0.0004608	0.013642	-0.0001127	-0.0079798	-1.3892	-0.29769	1.6258	0.093484	-0.61214	1.3579	0.69249	-1.8191	0.85367	1.3994	2.5392	-1.4681	-0.45174	0.076396	-1.3739	-0.52335	-0.52909	-2.3705	-0.12685	-1.1038	0.10399	1.0843	0.16361	-1.4368	0.65144	-0.89267	0.055578	-1.1905	-0.42062	1.5299
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7099	-0.057722	-0.011947	0.0026035	-0.028281	-0.061146	-0.043856	0.043958	0.0060349	-0.021453	-0.049108	0.060836	-0.014752	-1.2694	0.054963	1.3938	0.49323	-0.9583	0.93108	-0.46413	0.89662	0.84219	-2.3295	-0.055896	-1.8172	-1.146	0.22892	-1.2591	-0.00045959	-1.4309	-0.58219	-0.42207	-0.98283	-0.057555	-0.51424	0.1219	-1.2649	0.90192	-1.4745	-0.59905	-1.7732	0.22921	-0.55267
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6312	-0.05507	-0.0034193	-0.0039161	0.017173	-0.033717	-0.029724	-0.0041599	0.031371	-0.011129	0.0087359	0.036604	0.0038024	-1.3156	0.10417	1.3756	0.35458	-0.87561	1.2631	-0.63573	0.41357	0.32773	0.31378	0.28899	-1.6622	-0.73407	-0.097302	-0.24117	0.75007	-1.0005	0.33157	-0.11369	-0.79027	0.97548	-0.10513	0.59007	-2.1771	0.66865	1.2448	0.28056	-1.9103	-0.56954	-0.70605
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5325	-0.053285	0.023142	0.015662	0.0066216	-0.033746	-0.02472	0.0036704	0.018058	0.018549	0.041017	0.036104	-0.035679	-1.2808	0.0060404	1.8148	0.44353	-0.7286	1.5058	-0.21039	-1.1414	0.1492	0.33523	-0.168	-1.4339	-0.76576	-1.2713	-0.57938	0.59814	-0.73684	0.83567	-0.072005	-0.81629	0.63614	-1.0266	0.15948	-1.3646	2.1612	-0.49142	0.41504	-2.3101	-0.068311	0.64658
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6551	-0.059459	0.026895	0.049532	-0.018319	0.0069819	0.0068167	0.015045	0.051433	-0.054155	0.045814	0.11088	-0.056142	-1.2439	0.31598	1.3747	0.42248	-0.72574	1.5146	-0.085987	0.37942	0.39461	1.0082	-2.7179	-1.6149	-0.86471	-0.88153	-2.8763	-0.013591	-0.517	0.00050864	-0.30766	-0.45872	0.57366	0.33217	0.48328	-1.8163	1.1929	0.17168	0.26823	-2.135	-1.2742	-0.11806
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4487	-0.050606	-0.0066696	0.012524	0.010536	-0.028569	-0.013532	-0.019316	0.015763	0.0029149	0.054209	0.020504	0.003862	-1.383	-0.24163	1.6635	0.21471	-0.71729	1.2529	-0.95427	0.66378	0.68547	-0.16307	0.39257	-1.7553	-0.53895	-0.083645	0.86343	0.43663	-1.2371	1.3167	0.083435	-0.67619	0.50067	-1.0071	0.66001	-2.7752	-0.15635	-0.52061	0.02922	-1.387	-0.28052	-0.2409
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4216	-0.0493	-0.017153	0.012567	-0.0088075	-0.0337	-0.023902	-0.0076236	0.0017422	0.005877	0.017635	0.023159	-0.0068939	-1.3789	-0.10814	1.563	0.34009	-0.75918	1.3909	-0.78961	0.72552	0.30247	-0.23183	-0.28801	-1.4327	-0.40932	0.75687	-0.16618	0.44709	-0.87902	0.44899	0.048564	-0.76607	0.88167	-0.87848	0.027019	-1.7542	0.2904	0.23899	0.51633	-1.619	-0.33602	0.42736
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2852	-0.042708	-0.0072323	-0.00068112	0.0011141	-0.054406	-0.011775	0.025131	0.0072904	-0.010788	0.040072	0.042141	0.011914	-1.4017	-0.3635	1.6008	0.084026	-0.68631	1.2832	-0.85371	0.3245	-0.10222	-0.87858	-0.025623	-1.2406	-0.36245	-0.069471	-0.17697	0.41268	-0.61958	0.77314	0.40875	-0.75532	0.90049	-1.2863	0.15688	-0.78567	0.48818	0.1947	0.83654	-2.0696	-0.21497	1.0279
