3.0227	-0.054291	-0.0035843	-0.0059615	-0.013975	0.012187	0.011299	0.0024725	-0.03139	0.0095584	-0.0079359	0.03021	-0.022337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.7753	-0.044085	-0.0077483	-0.0013969	-0.0096931	0.0099552	-0.020881	-0.013826	-0.0023349	0.023452	-0.0059726	0.010689	0.033943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1345	-0.05108	-0.026978	-0.016239	-0.022805	-0.0078266	-0.032966	0.014972	0.011612	0.013843	0.016263	0.0006283	-0.025108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.874	-0.049211	-0.0052946	-0.0095149	-0.0033707	0.0023566	-0.01495	-0.013211	-0.019933	0.023906	0.0093701	0.028009	-0.007482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.5961	-0.0461	-0.017916	-0.0091156	0.0069998	-0.012099	0.0059918	-0.0043539	-0.008711	0.044159	-0.0094089	0.0041793	0.035476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4847	-0.045906	-0.019569	0.012383	-0.014946	0.0077617	-0.0026257	0.0025519	-0.041813	-0.0052981	0.02048	0.017025	0.021161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4545	-0.048552	-0.0012359	0.00043401	0.0097724	-0.0047658	0.0082852	-0.0039785	-0.027009	0.014017	0.0071265	0.05841	0.010569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6287	-0.052324	0.012789	-0.021473	-0.00214	-0.0053025	0.0060596	0.012504	-0.028276	0.013608	0.0094655	0.063214	-0.044802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.7585	-0.045753	-0.038327	-0.0011528	0.02224	-0.0041874	0.022378	-0.030027	-0.027938	0.038084	-0.042506	0.055589	-0.02857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.6286	-0.050277	-0.0065269	0.0058589	0.012586	-0.0084757	-0.0059741	-0.022027	-0.034454	0.023001	0.010611	0.038871	0.012717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3819	-0.043506	-0.020231	-0.0091769	0.023005	0.0066102	0.011348	-0.032998	-0.013127	0.013195	0.0088258	-0.018033	0.027163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2448	-0.040656	-0.014515	0.0040725	0.015671	0.010545	0.010008	0.00010648	-0.02396	0.020551	0.016844	0.054345	-0.037472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2935	-0.043739	0.0023608	-0.017356	0.0086131	-0.0025275	0.00046692	0.013481	-0.0094407	0.015526	-0.005702	0.056724	0.013445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2596	-0.037843	-0.02224	-0.0078687	-0.021979	-0.0059268	-0.019701	0.0013988	-0.013742	0.017149	0.00045224	0.021827	-0.013279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3322	-0.038122	-0.0073167	-0.0041754	0.0095045	0.011567	-0.02309	0.021933	-0.0072099	0.013511	0.0055837	0.022371	-0.015218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2728	-0.041561	-0.0025941	0.012643	0.0032898	0.00026873	-0.0015381	0.0075538	-0.01674	0.021412	0.010712	0.052864	-0.0070828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1477	-0.034825	-0.0029653	0.0017321	-0.004634	0.0051885	-0.0031714	0.0016159	-0.017226	0.020571	0.011893	0.036917	0.00069055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4658	-0.049762	0.012154	-0.02103	0.00032543	0.01039	0.0026875	0.0032578	-0.02916	0.0047277	-0.011435	0.062717	-0.0070773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2715	-0.036388	-0.0084091	-0.0011623	-0.0041707	0.0084877	-0.012239	-0.0079447	-0.006819	0.02653	-0.011572	0.040256	-0.0064274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2371	-0.034309	-0.0060127	-0.0009571	-0.00039951	0.012494	-0.016242	-0.010898	-0.0049108	0.013979	-6.7484e-06	0.0093064	0.0008413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.7015	-0.042657	-0.047975	-0.0075339	0.019368	-0.0013094	0.019659	-0.010533	-0.0055716	0.037109	-0.024595	0.031045	-0.014454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3077	-0.040888	-0.0016372	-0.0011739	0.0029657	0.017077	0.0059028	0.0084856	-0.014518	0.0011172	-0.028047	-0.012025	0.0017963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.229	-0.037544	-0.018469	-0.00061657	0.010581	0.010586	0.0045625	-0.0013022	0.003159	0.02478	0.014925	0.015239	-0.00055742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2797	-0.038156	-0.013379	-0.0017567	-0.00026883	0.0024549	0.0038255	-0.017901	-0.03491	0.033299	-0.023231	0.072021	-0.0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3496	-0.039731	-0.012227	0.0040229	0.0074464	-0.0045867	-0.0017976	0.0039616	-0.0193	0.025599	-0.0063817	0.043514	0.013687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2919	-0.039625	-0.010854	0.0085922	0.0021467	-0.0014069	0.00028161	-0.0037169	-0.028579	0.0054167	-0.021152	0.031575	-0.0068137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.9959	-0.065723	-0.022458	0.13314	-0.0331	0.10729	0.040172	-0.0041211	0.057991	0.033915	-0.00055785	0.068965	0.028125	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.8651	-0.050755	-0.004276	0.0061936	-0.0077256	0.010685	0.0009865	0.0029493	-0.015228	0.0054596	-0.018934	0.011724	-0.0045311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.309	-0.042026	-0.004234	0.0069863	0.012231	0.017062	0.0055001	-0.0042438	-0.0034847	0.022892	-0.031742	-0.022414	0.01006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1107	-0.034595	-0.0028241	-0.0006363	-0.004741	0.0082861	-0.0064014	0.012558	-0.016871	0.0090958	0.019693	0.022281	-0.022891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3857	-0.048783	-0.0077946	0.018948	-0.00080661	-0.021994	-0.0093456	-0.020009	0.0029102	0.008912	-0.020805	0.062594	-0.010878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2009	-0.040267	-0.0052187	0.0079855	0.0032229	-0.0045585	-0.00052227	0.0044445	-0.011633	0.0058075	0.0037867	0.052882	-0.017207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2714	-0.037686	-0.012428	-0.0013447	0.018037	0.0049081	-0.017568	-0.00033505	-0.022031	0.0083308	0.022858	0.032584	-0.01593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2412	-0.03852	-0.004233	-0.00014103	-0.00078292	0.010301	-0.0039667	0.011338	-0.0080883	0.0088139	0.0023107	0.035075	-0.019216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.0894	-0.036138	-0.016185	0.0021415	0.017069	0.011027	0.0049625	-0.01856	-0.017661	0.015834	0.023311	0.019755	0.0065303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1523	-0.035762	-0.003475	0.0051733	-0.0035253	-0.00026305	-0.0068906	0.032475	-0.014278	0.021336	-0.024386	0.020342	-0.015568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.1828	-0.03959	-0.0044472	0.0011384	-0.0022665	-0.0065098	-0.021529	-0.02596	0.0018275	0.0048894	-0.026633	0.059922	-0.029674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2004	-0.038601	-0.0038087	0.0002423	-0.00076713	0.0029717	0.004343	0.011206	-0.016385	0.0048239	-0.016796	0.029864	-0.041095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.3205	-0.039332	-0.018995	0.002744	-0.0094648	-0.0032077	-0.0071285	0.0056284	-0.020747	0.011283	-0.011731	0.043501	-0.012375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.7039	-0.096455	0.062419	-0.041326	0.028093	-0.12966	-0.057649	-0.083921	0.12639	0.017607	-0.03321	0.0086618	-0.027517	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
