0	1.6905	-0.066962	-0.04143	-0.006683	-0.00096012	-0.02711	-0.086568	-0.010112	0.0072855	0.020041	0.060727	-0.04384	0.014466	-1.5062	-0.42639	-0.63803	0.83908	0.74745	-0.78652	1.4086	0.21822	2.3021	0.36837	2.0086	0.53381	1.3528	-3.1745	-0.023735	1.3686	-0.046211	-0.85834	0.60743	-0.30055	-1.482	0.84415	0.61503	0.98709	1.1466	-0.35636	0.22419	-2.0937	-0.94626	2.5204
0	1.5346	-0.062894	0.028126	0.046254	0.013212	0.018063	-0.13274	0.01207	-0.0033537	0.025614	-0.062912	0.054043	-0.069604	-0.70303	0.81604	-0.31101	-0.42274	1.3403	-0.22296	1.9305	0.72995	3.0711	0.59579	2.2449	1.5738	0.83274	-0.28993	0.2045	0.19201	1.1469	0.026778	1.744	0.091033	-0.93629	0.25016	2.1906	1.5018	1.6841	1.0982	-0.041471	-1.5945	1.3536	1.0875
0	1.8185	-0.068772	-0.11206	0.016655	0.019696	0.013346	0.076202	-0.025856	0.074621	0.076279	0.068781	-0.13288	-0.0047862	-1.3496	0.038358	-0.64368	0.85961	-0.79672	0.43036	-0.43711	1.6064	3.2955	0.87527	1.7834	-1.4956	0.29923	-0.020257	-1.4517	0.98401	0.18712	-0.16474	0.076593	-1.307	0.56677	-0.2435	-0.11487	1.742	1.5249	0.67028	-0.98614	-1.3105	-0.84164	1.7394
0	1.4742	-0.059451	-0.033525	-0.032166	0.014551	-0.013732	0.017727	-0.014647	-0.022424	-0.038817	0.12804	0.024839	-0.036095	-0.9945	-0.043478	-0.69769	-1.0656	-0.84232	0.67328	0.39511	-0.73756	2.3024	0.16765	3.765	-1.4275	0.54108	-0.207	-0.42993	-0.073068	1.0617	0.94755	1.1235	-0.45464	0.33449	-2.5735	-2.3073	1.8526	2.4778	-1.4995	-0.1731	-3.3756	2.5178	0.77418
0	1.5103	-0.058253	-0.041385	-0.019084	0.035578	-0.053733	-0.046078	-0.010232	0.027017	-0.025646	0.053686	-0.053052	0.043882	-0.78166	0.86828	-0.43927	1.3841	0.95372	-0.71453	0.2718	0.15392	2.3885	0.38403	2.6638	-0.51508	0.62282	-0.61951	0.96496	2.1078	1.2129	0.30995	1.25	-0.21784	1.5181	-0.024099	1.1266	2.2005	0.87496	1.1229	-2.2062	-1.4566	3.2086	2.9446
0	1.4288	-0.058695	0.057021	-0.047512	-0.023379	-0.014354	-0.089294	0.027022	0.122	-0.00026546	-0.006435	0.0077816	-0.077512	-0.92079	0.1408	-0.17181	-1.5084	-0.097796	-0.095167	2.8017	1.5733	2.2772	0.88232	2.6374	1.2585	1.9331	-0.49572	0.67592	-0.15057	1.215	-0.0075482	1.5317	0.47039	-1.0615	-0.044846	0.97782	1.7089	-0.031909	-0.82231	-0.72224	-0.56672	0.092283	0.22505
0	1.9397	-0.076188	0.03688	0.0013006	-0.015017	0.027971	0.004122	-0.019604	-0.012021	0.041309	0.058848	0.020246	-0.0050396	-1.755	-2.0711	-0.66315	-1.1223	-1.0464	-0.39214	1.38	1.8968	3.0848	0.72656	1.6886	0.85301	-0.84957	0.10338	0.041738	0.21822	0.07829	-0.22455	-0.8956	-0.78054	0.53613	0.24781	-0.78815	1.0087	-1.64	-1.0217	1.2476	-0.93108	2.0212	-1.688
0	1.9421	-0.076516	-0.0083113	0.02991	0.0032779	0.018821	-0.0053358	0.0045754	0.041688	0.0397	0.0068916	0.031021	0.045308	-1.5	-0.3889	-0.75847	0.71984	-1.0512	0.12345	-1.1107	2.779	3.3026	0.67122	1.96	-0.99252	-0.93166	0.2016	0.18435	0.75389	-0.01729	0.14588	-0.99174	-2.1329	2.4178	-1.1061	-0.0056862	1.6189	0.89692	-1.8122	-2.2311	0.057411	-0.39759	1.7164
0	1.8656	-0.071904	-0.018877	-0.003315	-0.0014213	0.013624	-0.014386	-0.045283	-0.015	0.0074555	0.053829	-0.023037	0.056437	-1.1883	-0.11659	-0.20275	1.1547	-0.65765	-0.42207	0.21654	2.3931	3.17	0.85602	1.4713	0.49394	1.7833	0.58306	-0.054098	0.31199	-0.10242	-0.69718	-0.18526	-0.4207	1.1929	-1.017	1.2486	1.4957	1.2455	-1.3062	-0.82338	0.58335	0.37165	1.4734
0	1.7091	-0.06347	-0.089487	0.037587	0.003648	0.019601	-0.11566	-0.00089555	0.004455	-0.16175	0.02602	0.054129	0.06679	-1.1253	0.093803	-0.060544	1.1597	1.6052	-0.24532	1.4731	1.7722	2.5229	0.82139	2.2073	1.698	1.1357	-0.27114	0.5632	0.013688	1.0727	-0.96497	0.88921	0.80643	-1.8314	-0.5519	2.2984	1.3695	-0.18947	0.65136	-0.23112	-0.54999	-0.15892	1.8165
0	2.0296	-0.077378	0.0074231	0.030677	0.008202	0.044609	-0.036875	0.0032213	0.021625	-0.035971	-0.00068706	0.03153	-0.034333	-1.5535	-1.9951	-0.44156	-0.67327	1.6739	-0.39593	1.1365	2.3109	2.7266	0.95436	1.4242	-0.036668	-0.43	1.3334	-0.23956	-0.50856	0.47759	0.24457	-1.7564	-0.20517	0.35074	0.40825	0.91786	1.109	-1.3659	-0.72652	1.3865	-2.4895	0.65039	-1.1207
0	2.003	-0.074168	0.025195	0.021492	0.010796	0.035012	0.0083129	-0.01213	-0.053483	0.04962	-0.014002	0.06641	-0.048304	-1.6108	-0.32332	-0.71421	0.19927	-0.55936	0.2453	-0.96564	2.7378	2.9411	1.3543	1.6208	-0.23182	-1.2195	0.12606	-0.81053	-0.18454	0.23921	0.44308	-1.3632	-2.2228	1.1574	-0.66307	-1.4418	1.1345	0.89529	-1.8852	0.81186	-0.40136	-1.4706	0.92543
0	1.8661	-0.075245	0.025217	-0.040168	0.028245	-0.016176	-0.02546	0.088408	0.021737	0.074676	0.071261	0.012126	0.022745	-1.4007	-1.4285	-0.42056	-0.13741	1.9658	-0.11834	0.048393	1.46	2.9152	0.55724	1.594	0.70064	2.7637	-1.5559	-0.17109	-0.61009	-0.092262	-0.53973	-0.52743	0.21575	1.3075	0.35896	0.65857	1.6634	-1.5115	-0.15149	-0.41954	-0.55155	1.4568	0.31163
0	1.9495	-0.074679	0.0073109	0.051332	-0.021395	0.035109	0.011425	-0.0072579	0.041113	0.0021618	-0.013114	-0.0040418	0.0062228	-1.8929	-0.93539	-0.93949	0.11507	-0.65779	-0.056062	-1.1617	1.838	3.0251	1.1074	1.3768	0.73518	-1.4674	0.10592	-0.2194	-0.3596	-0.040762	0.20007	-1.4406	-1.9205	0.17934	-0.61083	-1.9525	2.2526	-0.86321	-2.0064	1.6292	0.18989	0.24424	-0.49624
0	1.79	-0.06869	-0.0015225	0.020279	0.0065812	0.0080292	-0.047999	0.040462	0.060926	-0.08173	-0.025224	0.11239	-0.063098	-1.5419	-0.50773	-0.6457	-0.33629	1.4401	-0.68541	0.29017	-0.60857	2.5259	0.59673	3.2145	-1.0547	0.30525	0.57945	0.4341	-0.5505	0.82654	0.17155	-0.14018	-0.12469	1.1468	-3.5383	0.62068	0.24575	-0.7502	-0.26436	1.6459	-1.6967	1.5887	0.37732
0	2.1721	-0.07938	0.0027204	0.026567	-0.00755	0.039699	-0.01905	-0.029396	-0.033034	0.0048015	-0.032866	0.047662	0.020266	-1.7713	-1.2264	-0.53183	1.0655	0.23215	-0.09685	-0.71855	2.2245	2.9002	1.1204	0.65414	-0.39599	-0.71565	1.2693	-1.2664	-0.29925	0.23081	0.18025	-1.9292	-1.1705	0.99815	-0.037453	0.52134	1.1122	-0.72297	1.3229	-0.28215	-0.93974	-0.85028	0.042937
0	1.9947	-0.076791	0.0081964	-0.0032139	-0.0074103	0.0069287	-0.01313	-0.0021934	0.018314	0.049726	0.028813	-0.029487	0.040271	-1.5435	-0.15074	-0.37721	1.6337	0.01701	-0.061751	-0.90811	2.0694	2.8351	1.4756	1.4334	-0.3618	-1.2329	0.1083	-0.25638	0.19408	0.19476	0.11921	-0.97725	-1.2423	1.9765	-0.75466	-0.25628	1.2426	0.049163	-1.464	0.037545	1.2694	-2.354	1.5017
0	1.9045	-0.073827	0.032552	-0.021744	0.018239	0.029852	-0.031993	0.11072	-0.037464	0.026034	0.042615	0.051461	0.037984	-1.3462	-0.60499	-0.48677	-0.69943	0.13569	0.059326	-0.048027	0.4865	3.3885	0.79512	1.6928	-0.10733	1.2721	-0.30946	-1.1868	-0.090849	0.1599	-0.54616	0.15453	-0.22677	0.85719	-2.7146	1.2157	1.3946	1.3595	-0.72641	0.71987	0.94574	0.82931	-1.2775
0	2.0818	-0.078683	0.020427	0.0075736	0.010153	0.052581	-0.0052839	-0.01176	0.024723	0.029381	-0.044724	-0.017536	-0.048434	-1.7031	-1.3393	-0.83297	0.05148	-0.47535	0.19393	-1.2717	1.5269	3.2351	1.0628	0.81276	-0.19674	-0.32302	1.8322	-1.3565	-0.81314	0.28144	0.45655	-1.8264	-1.807	0.42767	-0.0098003	-0.12414	1.624	-1.326	0.90407	0.83156	-1.1342	0.15495	-0.75387
0	1.9133	-0.074381	0.015064	0.017777	0.040502	0.021291	-0.01582	-0.052207	0.032312	0.016993	0.0055322	0.023512	0.01586	-1.8024	-0.32892	-0.45366	1.0126	0.038255	-0.67028	-0.061771	-0.45648	2.508	1.0213	2.5768	-0.79201	0.20156	0.64863	-0.6369	-0.74393	0.53296	0.069802	-0.91336	-0.13549	0.8335	-3.5206	1.3103	-0.33729	1.0568	-1.2636	1.7499	-1.4164	-0.74219	0.084337
0	1.9169	-0.07781	-0.00058203	0.017215	0.0016433	0.057127	-0.051546	0.017684	-0.014214	0.052797	0.011634	-0.0023878	-0.0082074	-1.4705	-0.91907	-0.58339	-0.23609	-1.4487	-0.10726	-0.28061	1.0564	2.8054	0.70859	1.6591	0.76891	1.4988	-0.49451	0.36556	-0.16466	0.52841	-0.3763	-0.015827	-0.99772	-0.75001	-1.1347	2.2322	1.8369	-1.0653	-1.334	1.5278	0.63988	1.3246	-0.91822
0	2.1382	-0.079191	-0.0037435	0.037394	-0.0034761	0.06418	-0.01679	-0.028602	0.016672	0.033264	-0.039204	0.041865	0.071384	-1.671	-1.7392	-0.60719	-1.1927	-0.79243	-0.22458	-1.0397	2.0408	2.7004	0.98513	0.638	-0.025796	-0.45392	2.0299	-0.78048	-0.12231	0.41493	0.58297	-1.6462	-1.6293	0.13308	0.36841	-0.2311	1.2252	0.403	-1.0666	0.47923	-2.6919	0.0096609	-1.2754
0	1.9293	-0.073608	-0.015181	-0.0039705	0.019278	-0.071906	0.0038489	-0.04969	0.015986	0.0051876	-0.019887	-0.008245	0.0042764	-1.4637	0.29057	-0.23787	-0.057906	1.726	-0.89218	-0.95548	-0.43095	2.7963	1.0494	2.1955	-0.18333	1.1996	0.23466	0.17692	-0.5128	0.79632	-0.56932	-0.031617	0.10394	0.52656	-1.176	1.0777	1.5035	-0.82912	-0.39628	-0.65479	0.2816	2.1148	1.1966
0	2.0829	-0.07985	0.013574	0.045635	-0.0097626	0.058401	-0.020597	0.023467	-0.04745	0.0064948	-0.0024174	0.0054151	0.0038074	-1.7607	-1.7295	-0.3863	-0.43329	0.35785	-0.11131	1.3379	1.8922	2.559	1.2513	1.2249	1.7541	-1.3471	0.45818	-0.69461	-0.78023	0.65305	0.21256	-0.90995	0.0040998	-0.55943	-0.077908	0.36639	0.19077	0.11529	-0.89067	0.56694	0.63066	-0.2127	-2.0447
0	2.1063	-0.077709	0.024752	0.016212	-0.0097334	0.010132	0.035797	-0.028091	-0.020496	0.013362	0.025067	0.015297	-0.046676	-1.6139	-0.20635	-0.51917	-0.034382	-0.29101	-0.0050959	-0.87277	1.8998	2.7978	1.6088	1.3664	0.31938	-1.6717	0.26008	-1.1647	-0.64073	0.94533	0.58914	-1.3918	-1.3688	0.81762	0.050336	-1.0459	1.1248	0.32781	-0.81019	2.1082	1.4522	-0.10168	-0.045812
