0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4704	-0.064079	-0.045258	-0.00095035	0.047649	-0.049744	-0.034788	-0.051143	-0.0019821	0.0081401	-0.0095384	0.0029189	0.011886	1.4457	0.99451	1.2744	-0.62314	0.82544	0.87618	0.9502	-0.41619	-2.0324	0.63131	-0.24127	2.879	-0.028774	1.1075	-1.7346	0.97872	0.085864	-1.3229	0.13855	0.93473	-0.012647	-0.57148	-1.2718	-0.14052	0.85832	-0.86263	-1.4874	-0.4895	-0.042903	0.79356
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0085	-0.070371	-0.0019859	-0.016816	0.0017374	-0.033269	-0.012045	0.021712	-0.0036696	-0.0358	0.02225	0.063988	-0.023785	1.6615	1.3921	1.6526	-0.1419	0.77731	1.2571	2.5712	-0.089792	-2.6193	1.3016	-0.046365	3.9452	0.22292	1.4324	-1.2683	1.3888	0.24797	-0.51565	1.0844	0.86387	1.0039	-0.41456	-0.85056	-0.26188	-2.4882	-0.60179	-1.0463	-0.37729	0.49408	0.99989
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6306	-0.066945	0.055813	-0.0135	-0.0076494	-0.0097455	0.0033595	-0.00059419	-0.040352	-0.012069	0.0015613	0.00011462	-0.059974	1.2764	1.5032	1.6282	-0.29979	0.56642	1.7238	2.2221	-0.46229	-3.1887	3.2297	0.90686	0.47779	0.65696	-0.29584	-0.99049	0.40112	1.7277	0.95763	2.0288	1.9578	1.9027	-0.17892	-0.33504	0.098531	-1.8817	1.437	-1.4421	-1.1968	0.64032	1.6604
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9429	-0.058171	0.0004014	-0.00018142	0.0091241	-0.016992	-0.008963	0.02695	-0.016138	0.011153	-0.01759	-0.03538	-0.024264	1.2353	1.4541	1.5904	-0.368	0.96235	1.6817	0.24011	-0.37675	-1.7892	3.9017	0.78589	0.40113	0.73116	0.41136	-0.89993	-0.034929	1.9432	0.84593	1.4601	-1.2097	2.0072	0.98414	-0.91114	-0.54351	3.017	2.1522	-1.5263	-1.0857	0.3567	1.3402
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9379	-0.058824	-0.034445	0.021335	-0.049917	-0.022776	0.0019542	0.053558	0.028088	-0.012815	0.037861	-0.020129	-0.029607	1.6899	1.2937	1.6804	-0.28541	1.0743	1.1317	1.2656	-0.081156	-1.638	1.3734	0.089429	2.6112	0.87269	1.7049	-1.4025	1.3691	-0.76458	0.15235	1.0514	1.4425	-0.0024694	-0.0023366	-0.74171	0.077857	2.1755	-0.24466	-0.5005	-0.46452	0.73105	2.09
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8397	-0.069096	0.081029	0.0034251	0.042313	-0.0087257	0.062798	0.056636	-0.010446	0.030279	-0.088532	0.038931	-0.04908	1.2456	1.4387	1.7131	-0.3766	0.57988	1.5914	2.1417	-0.79967	-2.4364	3.0296	1.4629	0.40629	0.67113	-0.52301	-1.2595	0.085334	1.8227	0.88909	1.7862	-0.32202	2.0406	0.48746	-0.48491	-0.37496	-2.506	0.37913	-0.73259	-0.98233	0.2372	1.3787
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3214	-0.049435	-0.032766	0.011608	-0.0035431	-0.0046489	-0.050393	0.013014	0.027281	-0.010031	-0.016886	-0.05163	-0.062345	1.6728	1.3952	2.0539	-0.2217	0.93235	1.3986	-0.29435	-0.28492	0.50186	1.8875	0.95719	0.60261	1.0875	1.8578	-1.0634	1.2306	0.017863	0.24083	0.45195	-1.7477	0.87622	1.4217	-0.63954	0.13511	1.1948	-0.25873	-0.25699	-0.36488	0.65932	1.343
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6267	-0.056979	-0.014628	0.043423	-0.018198	-0.0064531	-0.0020297	-0.031143	-0.0066147	-0.021427	0.034402	-0.012399	-0.025798	1.7721	1.4442	1.6181	-0.1367	0.94051	1.3615	1.7223	0.0016998	-1.3397	0.74069	-0.87436	2.6037	0.78269	2.2067	-1.1321	1.1827	1.2688	-1.052	-0.7331	1.1869	0.0087197	0.35884	-0.94641	1.2923	2.7342	0.69656	-0.32267	0.27918	0.74408	1.6239
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2272	-0.074591	-0.034449	-0.054151	-0.017254	-0.0099	-0.010458	0.023607	-0.0027723	0.024089	-0.032055	0.021362	-0.0065108	1.8968	0.89652	1.5381	0.036664	0.84488	1.5477	2.5733	-0.26398	-2.0577	0.81321	-0.95434	4.26	0.82723	1.1991	-1.4216	1.2659	4.0097	-0.53655	0.15416	1.5372	0.18303	-0.68986	-1.0553	1.9061	-2.2882	-0.015614	0.016147	1.187	0.41638	1.1192
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3521	-0.063829	0.054507	0.020964	0.02571	-0.021135	-0.040471	0.0011714	0.00084422	-0.016495	-0.028538	0.019678	0.00097217	1.4773	1.5594	1.4943	-0.17785	0.57834	1.6593	2.9373	-0.42972	-3.2992	2.057	0.22147	0.40135	0.5845	0.0010525	-0.80311	0.91806	1.6868	0.4209	1.5583	2.1095	1.2308	0.10835	-0.27971	0.51075	-1.3694	1.7906	-1.0326	-0.93144	0.60547	1.1981
