0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1171	-0.018294	0.0048656	0.016267	-0.0049221	0.042572	0.00059017	0.041341	-0.035326	0.016676	0.013941	-0.072182	-0.0097069	-0.023439	0.49415	0.18789	-1.8162	-0.17161	1.3232	0.78742	1.5505	-1.2111	1.2297	1.061	-0.44385	-0.20789	0.42386	-0.21111	1.2896	-0.24279	-0.27694	1.226	0.95102	-0.35667	-2.1942	-0.21383	0.094863	0.29031	-1.4381	0.83685	0.44799	1.6688	0.03593
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4094	-0.022363	-0.027357	0.017808	-0.012073	0.0046363	0.023712	-0.010361	0.047596	-0.027059	0.021528	-0.06513	0.039495	0.51637	1.1602	-0.55385	-1.4623	-0.7619	-0.68145	1.211	1.9667	-0.6462	2.1589	1.4175	-0.65621	-0.08653	1.3115	0.64558	0.87213	2.2259	0.4135	0.97325	0.65905	0.25933	-0.48333	0.84431	2.2171	-0.14606	0.00023585	-0.037969	1.0461	0.074703	-0.25893
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1943	-0.019331	0.027502	-0.018094	0.0017326	-0.008814	-0.036417	-0.019861	-0.076709	-0.028716	0.022363	0.045397	-0.022715	0.40367	1.0239	0.43518	-1.6977	-0.10056	1.5969	1.1084	-0.50405	-0.22642	1.8864	1.3113	-0.69935	-0.028742	-0.48904	1.0166	0.79299	0.3137	0.37218	2.2923	0.091735	2.6501	-0.45103	-0.41544	-0.63618	0.65125	-1.5563	-0.693	0.10828	0.69861	0.84963
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85184	-0.0099332	0.0078583	0.014112	0.0162	0.022103	0.013797	-0.0017268	-0.049954	0.019754	-0.030148	-0.059638	0.011251	0.47556	0.64554	0.71968	-1.6039	0.64877	0.9604	1.3151	1.9485	-0.71695	1.8587	0.27002	-0.18033	0.49344	1.1274	0.31224	1.6099	0.97596	-0.19315	2.3919	0.4544	1.5528	-1.485	-0.61543	0.11609	0.95781	-0.77467	-0.4235	0.37062	1.4959	0.74374
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2671	-0.021651	0.004507	-0.011949	-0.0078643	0.0078244	-0.023354	-0.037933	-0.012418	-0.043158	0.029363	0.03242	-0.023312	0.76661	1.2852	-0.48004	-1.529	-0.47061	-0.54787	1.1062	-0.30914	-0.71298	2.3258	1.9225	-1.273	-0.2984	-0.21532	0.87133	0.23757	2.3428	0.52144	1.5781	0.078224	2.4783	-0.27068	0.097915	1.3793	0.35613	-0.36172	-0.93095	-0.85736	-1.2165	0.60666
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6385	-0.029489	0.011653	0.017177	-0.0092246	0.0089197	-0.0030592	-0.024812	-0.031128	-0.028504	-0.04188	0.019963	0.037223	0.22341	1.057	-0.53325	-1.4139	-0.90522	1.9844	0.25518	0.8842	-0.14739	1.6754	2.0598	-0.5182	-0.39636	-0.44196	0.86578	1.0398	0.28789	0.68705	0.91105	0.43673	2.4142	-0.17717	0.60072	0.027178	0.78897	-1.499	-0.33497	0.42366	1.3473	0.23113
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1405	-0.020103	5.1577e-05	0.0057219	0.016503	0.04187	-0.019783	0.023668	-0.0064731	0.050018	0.01327	-0.0096194	-0.049903	0.18286	0.82496	0.16921	-1.5786	-0.18672	1.534	1.344	1.5534	0.13296	1.8779	1.6298	0.15306	0.21928	0.56682	0.47726	1.6363	0.46407	0.28272	2.1489	0.35654	1.2114	-1.3951	-0.34193	0.35034	1.2859	-0.74198	1.9225	0.49347	1.8796	1.0115
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1365	-0.020081	-0.01771	-0.0027197	0.012074	0.042548	-0.045184	0.032956	0.0069702	-0.033623	0.018164	-0.061597	0.024051	0.41712	0.94255	-0.56314	-1.545	-0.1373	0.56308	1.3912	1.1069	0.27567	1.9082	1.4831	-0.6604	0.56895	0.98976	0.24626	1.9414	0.95739	-0.054775	2.007	-0.3811	1.1956	-0.978	-1.1151	2.2807	-0.48668	-0.42591	1.7477	0.40797	1.2144	0.62672
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2379	-0.02343	0.001923	-0.017542	-0.016855	0.0037271	-0.0051236	-0.063625	-0.038447	-0.024264	0.022477	0.0089375	-0.014309	0.60408	1.4663	-0.65702	-1.4634	-0.66594	-1.1068	1.4121	-0.83409	0.010386	2.4325	2.0471	-1.2188	-0.15362	-0.44352	1.1937	-0.20371	1.9753	0.61501	1.7362	0.29559	2.4981	-0.35862	0.18149	1.6585	0.64969	-0.64505	-0.66636	1.293	-1.4592	0.35915
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7858	-0.0085003	0.016924	-0.072475	-0.027937	-0.0094853	0.010922	-0.025851	-0.020041	0.01339	-0.015598	-0.013859	0.021984	0.44385	0.76039	0.99268	-1.7987	0.51051	1.6847	1.4851	-0.41245	-0.3961	1.7304	0.24329	0.45871	0.38377	-0.078152	0.57362	1.3534	-0.32768	-0.17686	1.9125	-0.16722	1.604	-0.8967	-0.61362	-1.0205	-0.27297	-1.9636	-0.8461	0.99475	1.2177	0.34123
