0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71419	-0.03681	-0.016296	-0.048892	0.088916	0.074202	-0.034398	0.023567	0.03371	0.015623	0.086602	-0.044653	0.057811	2.8048	-0.39388	1.3041	1.3818	0.42131	0.51451	2.3068	0.65086	1.2404	0.89528	1.0321	-1.228	0.49627	-0.63348	1.492	0.76352	-2.3621	-0.28607	-1.6909	0.84772	0.35505	0.64927	1.1317	-0.67014	-0.25347	0.80659	-0.20032	-1.9293	-1.072	19.727
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75809	-0.035221	-0.0063345	-0.024108	0.087898	0.028038	0.030034	-0.028037	0.030584	-0.03296	-0.0048127	-0.022428	0.049209	2.8842	-0.45564	1.534	-1.326	0.89386	-0.9509	1.5436	1.0302	0.99476	0.89281	1.5073	-1.5561	0.83582	-0.84667	1.0839	0.9529	-1.5315	-2.1119	-2.3571	-0.089155	-0.16518	0.85316	-0.47516	-0.47223	0.040092	-0.69067	0.58399	-0.73199	-0.42952	0.60672
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71675	-0.035201	-0.0056149	-0.044379	0.10002	0.029671	-0.0076267	-0.038658	0.028978	0.01712	0.081722	0.029946	-0.017503	3.0615	-0.92989	0.93792	-0.20613	0.64467	1.6854	1.763	1.3807	1.337	0.45083	1.6125	-1.7765	0.63228	-0.95373	0.5818	0.46772	-1.7465	-1.4089	-1.4594	-0.40602	1.1611	0.34367	0.72715	-1.5763	-0.91424	-0.29651	-0.19232	-0.82491	-1.4075	0.49147
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73384	-0.035344	-0.0047633	-0.040425	0.059002	0.037629	-0.028492	-0.037073	0.030701	0.010115	0.10571	-0.065758	0.041504	3.1557	-1.0092	0.95977	1.5211	0.27365	1.7406	1.9578	1.2253	1.1764	0.22132	1.1435	-1.2929	0.97854	-1.2685	0.87087	1.007	-1.4463	-0.64778	-0.80957	-0.20634	0.23662	-0.043834	0.55424	-1.8888	-1.6986	0.5263	-0.38127	-2.4952	-2.1365	0.79035
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71544	-0.034952	-0.0075633	-0.057302	0.096843	0.059967	-0.0632	-0.030543	-0.0083512	0.036567	0.12738	-0.066446	-0.036134	3.0108	-1.0517	1.0594	1.7068	0.10461	1.666	1.9225	1.1169	1.0641	0.19984	1.162	-1.5039	1.8903	-0.8862	1.1043	0.33264	-2.4786	-0.99536	-2.191	-0.36167	1.0685	-0.099704	0.6736	-2.0953	-2.6228	0.80201	-0.47853	-1.398	-1.7028	0.76798
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68255	-0.032326	-0.013524	-0.043906	0.058414	0.051327	-0.038431	0.043128	0.048494	0.018576	0.018412	-0.15342	0.05287	3.0019	-0.74546	1.2117	2.2265	0.12647	-0.30823	2.2647	0.44984	1.3097	0.46368	0.58859	-1.2132	0.21731	-1.1038	1.0587	0.59963	-0.53334	-1.5384	0.55726	1.0651	0.069338	0.34866	0.4832	-1.1177	-1.2449	0.56226	-0.013968	-1.4794	-1.578	0.8107
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64123	-0.02897	-0.0029797	-0.011237	0.050708	0.005338	0.028738	-0.0061993	0.026098	0.0028433	-0.030763	-0.0048897	0.0023831	2.4107	-0.010258	1.2257	-0.56978	0.55224	-0.42558	0.59237	0.74876	0.28793	0.58183	-0.028605	-0.27555	-1.1041	-1.752	0.48285	0.75229	-1.4005	-1.1437	0.83027	0.4612	-0.46866	1.3481	-1.2995	-0.12918	0.41524	-1.0549	-0.47634	-0.24732	-1.2449	-0.143
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62679	-0.028167	-0.0021704	-0.049259	0.055776	0.044816	-0.059242	-0.019499	-0.065355	0.037517	0.050311	0.039652	-0.064786	1.7306	0.74605	0.92062	0.19811	-0.18876	2.0402	0.73952	0.81305	0.67941	0.61912	1.6555	-0.2746	1.9868	-0.54867	1.025	0.4949	-2.8007	-0.15807	-0.84079	0.79188	0.79579	0.87667	-0.08114	-1.3151	-1.4688	1.0091	0.0057477	-1.0634	-0.32178	-0.23779
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61206	-0.027838	-0.011091	-0.051125	0.051074	0.016668	-0.076078	0.052794	-0.059262	0.051782	0.054325	0.01492	-0.016402	1.7748	0.27336	1.066	1.8276	-0.43307	1.7895	1.3615	1.2099	0.70502	0.7396	1.5679	-2.1119	1.5572	0.57392	0.91382	-0.595	-1.7217	-0.94642	0.11542	1.1142	1.8327	0.60105	0.018153	-1.5269	-2.1375	1.3558	0.067158	-0.53011	0.18919	-1.2104
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62924	-0.028233	-0.010254	-0.030598	0.055185	0.028083	-0.017871	-0.0067677	0.026823	0.0033913	0.024038	0.090763	-0.028265	1.7215	0.99494	0.89893	-0.64703	0.25795	1.2819	1.0431	1.3236	0.4258	1.0585	2.0361	-3.0773	0.97412	0.93483	0.99478	0.75336	-1.923	-0.37054	-0.95155	0.34766	1.36	0.72825	0.39486	-0.4783	-0.62089	-0.53868	-0.12453	-1.0183	1.87	-0.8508
