0	0	0	0	0	0	0.41079	-0.0082398	0.0018838	-0.0024664	-0.0083012	0.0099568	-0.0057149	0.008034	-0.0022788	0.03443	0.019616	0.046793	0.023676	-0.53272	1.0099	-0.20054	1.8563	0.31148	0.28758	0.60083	-0.97069	-0.93909	-0.27119	0.34828	-0.79182	-1.745	-0.50415	-1.6044	-0.4052	0.078729	-0.36057	0.05966	-0.11478	-0.53165	0.29044	-0.78243	-0.47644	-0.73705	0.19677	-0.070745	-1.0667	-1.153	-0.78662
0	0	0	0	0	0	0.63336	-0.030843	0.021695	-0.031713	0.028842	-0.025706	0.026682	0.034813	0.020244	-0.030059	0.032945	0.00032584	0.034489	-0.73837	1.4927	-0.75923	2.1876	-0.826	-1.0275	1.1411	1.0351	0.54367	0.18385	-0.3334	0.4058	-0.42368	1.0953	-0.55063	-1.3424	0.53612	-0.31438	-0.072037	0.25172	-0.58198	1.1186	-1.3882	0.25863	-1.4179	-1.9103	-0.37783	-0.56409	-0.43449	1.6155
0	0	0	0	0	0	0.61385	-0.040181	-0.0076283	-4.7735e-05	0.01158	-0.016209	0.007523	0.0014867	-0.0114	0.010344	-0.013197	-0.016309	0.045213	-0.3306	-0.8611	-0.37911	1.8967	1.3209	1.0352	1.3602	0.51083	0.72243	0.40069	-0.39724	-0.052583	1.1748	0.054472	-0.060553	0.15897	0.45522	0.61348	0.042859	1.0203	-0.85266	1.4274	-1.4848	-0.12869	-0.5112	0.3193	0.2151	-1.0961	-0.80315	-0.73497
0	0	0	0	0	0	0.95725	-0.12805	0.099051	0.017679	0.016429	0.057679	-0.093371	0.01658	-0.024407	0.0031259	-0.027262	-0.030241	0.01957	0.49014	-1.1932	-2.64	1.9427	1.0229	-1.0765	0.26906	0.25089	0.28193	0.73449	-0.94689	-1.7031	0.74021	0.12053	0.83517	0.33713	0.74131	0.10607	-0.26272	1.3285	-0.22266	0.67467	-0.37255	0.41335	1.0214	1.1204	-0.41959	-0.21889	-0.47929	-1.5137
0	0	0	0	0	0	0.68854	-0.053788	-0.012099	0.0044116	0.020109	-0.039904	0.0080127	-0.01581	0.047381	0.033712	-0.021503	-0.0066915	0.010429	-0.98984	-1.2491	-0.96539	1.4311	1.6583	-0.083578	0.88958	0.43449	1.3318	0.76915	-0.75866	0.20302	1.3763	0.56146	1.217	0.50391	0.20414	0.34132	0.020657	0.99866	-0.83737	1.4366	-1.0273	0.6085	-0.53358	0.087965	0.55747	-2.0845	1.2086	-0.37305
0	0	0	0	0	0	0.58654	-0.037902	-0.0070765	0.0030322	0.0042461	-0.0054014	0.00057031	-0.0033548	0.018858	-0.016736	0.010172	0.0058093	-0.0063955	-0.34392	0.98272	0.021192	2.4236	-0.22522	-1.3305	1.1497	0.53848	0.84968	0.4715	1.6523	-0.25558	-0.45112	0.055364	0.3637	0.90096	0.159	0.63092	0.018423	1.2197	0.021313	1.9978	-0.65448	-0.55183	0.57432	0.18982	-0.32507	-0.24524	-0.83594	-1.3598
0	0	0	0	0	0	0.85202	-0.074586	-0.046312	-0.10288	0.0050035	-0.092739	-0.05484	0.051183	0.013512	0.020133	0.015044	-0.09723	0.0085951	-1.8774	1.6653	-0.61438	2.1867	-0.84775	-1.3051	0.44357	1.084	0.77376	0.45514	0.36049	-0.65944	1.3604	0.41383	0.4453	0.3006	0.49118	0.6244	-0.25403	0.78457	0.31104	1.972	-0.68001	0.027647	-0.74461	-3.056	0.60978	-0.0023442	-0.49837	2.1095
0	0	0	0	0	0	0.60637	-0.041323	-0.0089322	0.0033527	0.014997	-0.01225	0.007015	-0.011778	0.0095109	-0.027335	0.025619	-0.0073039	-0.0067946	-0.60123	-0.1206	-0.36924	2.092	0.5586	-0.74604	-0.15046	0.37609	1.0008	0.69812	-0.50804	0.19495	1.8967	-0.44605	1.7356	1.0334	0.251	0.71406	0.26155	1.1091	-0.062088	2.1824	-0.99183	0.36105	0.43343	0.21599	1.4182	-0.60582	-0.08502	-0.85925
0	0	0	0	0	0	0.90608	-0.11234	0.086276	0.00048765	0.0463	0.075031	-0.10145	-0.0013944	0.050368	-0.020275	-0.0014003	-0.099012	0.027527	0.44559	-0.74401	-2.5298	2.2769	-0.57848	0.95851	-0.5296	0.95929	0.69895	0.55086	-0.66645	-0.72747	0.95259	0.1955	-0.53826	0.11752	0.49379	0.55086	0.38378	1.6728	-0.2661	1.7894	-0.21562	0.14588	0.094631	0.096848	-0.5602	-1.277	2.0945	-1.48
0	0	0	0	0	0	0.68381	-0.049361	-0.0058912	0.0085945	0.012965	-0.019619	0.022801	0.0050522	0.00671	-0.0029792	-0.0087342	0.002664	-0.022003	-0.85793	-1.1838	-0.77906	1.662	-0.15796	-0.68148	-0.55361	0.33809	1.1985	0.76652	0.040652	0.79832	1.0576	-0.15243	1.4066	0.96515	0.31802	0.36474	-0.58477	1.2694	-0.70038	2.1173	-0.86708	0.37907	0.25927	0.50885	1.3995	-1.4109	-1.0048	1.7137
0	0	0	0	0	0	0.60357	-0.042171	-0.0089005	0.0013564	0.0022516	-0.014011	-0.012375	-0.007118	0.022159	-0.011675	0.010882	-0.039701	0.011007	-0.80643	1.3079	-0.43701	2.4643	-0.68903	0.07761	-2.0151	0.65446	0.87755	0.90201	0.12183	0.8791	1.966	-0.81418	2.4257	0.69556	-0.65503	0.088376	0.43301	0.47604	0.64449	1.9699	-1.2726	-0.20572	1.169	0.077846	0.71533	-0.48295	0.85557	0.68758
0	0	0	0	0	0	1.0663	-0.10884	-0.097401	-0.080477	-0.029249	0.096108	0.029057	-0.041641	0.041498	-0.035857	0.062828	-0.041172	-0.013068	-2.714	-0.88585	-0.8459	2.0995	-0.50957	-0.65527	-1.6736	0.43431	0.35346	1.3782	-0.53387	-0.82292	-0.097378	-0.4834	1.0249	1.2357	0.27568	1.0781	0.25522	0.57189	0.020646	2.5471	0.067932	1.0487	1.4239	-0.33997	1.5658	2.1036	0.82715	-0.64111
0	0	0	0	0	0	0.68008	-0.049035	-0.0093689	0.007761	0.010666	-0.022711	-0.0030755	-0.030326	0.011981	-0.030121	0.024416	-0.0056307	0.0069337	-1.3605	1.2954	-0.64943	1.7253	-0.20149	0.55242	-2.3033	0.40318	1.3158	0.60446	1.3231	1.1977	0.93679	-0.68555	1.7129	1.325	-0.62446	0.37163	-0.36956	0.96655	-0.77212	1.529	-1.3744	0.12503	0.43853	0.60959	0.67469	0.058759	0.48683	0.59273
0	0	0	0	0	0	0.93902	-0.12586	0.091271	0.025591	-0.082215	-0.030171	0.0088623	-0.0065357	-0.1169	-0.015532	-0.043586	0.0025511	0.013067	-0.19327	-0.3556	-2.4625	2.275	1.135	0.3883	-2.918	0.13722	0.938	0.59157	-0.22926	0.054668	1.4293	-0.71269	1.9576	1.4133	-0.93829	0.52187	-0.2824	0.851	0.33865	-0.73211	-0.79132	-0.34591	0.67852	0.80067	0.4567	0.17822	2.4536	-1.5507
0	0	0	0	0	0	0.73008	-0.054958	-0.0097641	0.0075153	0.022034	-0.039044	0.015973	-0.023852	0.0083437	0.019543	0.0036801	-0.037813	0.054551	-1.3269	-1.0397	-0.79957	1.9575	-0.31992	-0.020968	-2.5806	0.28949	0.96938	0.93854	-0.67946	0.089614	1.0708	-0.062793	2.0701	1.4174	-0.86666	0.46805	-0.5925	0.95172	-1.3244	1.9992	-1.0324	1.0294	1.387	0.33388	1.4136	-1.5903	2.3247	-1.2826
