0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0344	-0.13386	0.038752	0.097613	-0.0076778	-0.06301	-0.075752	0.047302	-0.087811	-0.074903	0.10163	-0.023636	-0.03642	0.48596	-0.1717	0.75952	-0.53265	1.6362	0.41569	0.33493	-0.76485	0.58762	-0.75257	0.092395	-0.45664	0.47194	-1.2878	-0.28655	-0.30768	0.81363	-0.85265	-1.6595	0.44151	-2.018	1.0236	-1.6012	-1.5062	-0.32837	0.97625	-1.1189	0.39349	1.2137	1.9466
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16131	-0.045906	-0.22335	0.11828	0.0028989	-0.058009	-0.12771	-0.0027216	-0.046027	0.13013	0.023089	0.017401	0.064011	0.074056	-1.992	0.85658	-0.19246	0.14622	1.0525	1.4534	0.054177	-0.45593	0.55949	1.0494	-1.7905	0.88685	0.45819	0.45777	-0.10354	2.0265	-0.18483	-2.8235	0.76837	-1.2669	1.2892	-2.4114	-1.1754	0.12064	1.0662	-0.74325	0.13987	0.57762	1.86
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98806	0.098721	0.018381	-0.02003	0.041929	0.010522	0.033129	0.058471	0.0057608	-0.0098208	-0.023401	0.0088646	-0.015801	-1.0034	0.57615	0.129	-0.5494	1.6056	1.4641	1.0438	0.15337	-1.9588	-0.98964	-0.42766	0.80106	-1.3828	-0.22695	0.16373	-1.4559	1.2949	-1.8124	-0.90379	1.1672	0.60419	2.7905	-0.72244	0.79611	-0.10074	1.9278	1.0136	2.1739	-0.71489	0.39133
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57656	0.031988	-0.038432	-0.0081719	0.014276	-0.066093	-0.0026144	0.02868	0.048126	0.019791	-0.056637	-0.0079229	0.0091673	-0.85925	0.029278	-0.081088	-0.95256	1.1179	1.6282	0.88519	0.26425	1.0162	-0.40548	-0.027014	-1.6821	0.52916	0.062951	-1.2076	-1.2793	1.3612	0.02746	-1.5195	0.78861	-0.92769	2.0054	-0.11593	-0.17197	-0.2427	-1.6101	1.5029	1.4179	0.65784	0.86788
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64665	0.037843	0.0040241	-0.017461	0.02691	-0.0037349	-0.02858	-0.0058947	0.030605	0.01415	0.028345	0.01226	0.046183	-1.2161	0.84594	1.0999	-0.25581	1.5076	1.4142	0.68107	0.48319	1.0021	-0.50434	0.043831	-0.089943	-1.6211	-0.58763	0.53041	0.2373	-0.20721	-0.99843	-0.79929	0.11141	0.658	2.0377	0.66042	0.99049	-0.7595	1.0092	-0.63083	0.28018	0.057101	0.1497
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60607	0.031193	-0.019713	-0.0016335	-0.0017966	-0.016578	0.051207	-0.049342	0.1078	-0.032228	0.041963	-0.018744	-0.047486	-1.3619	0.39151	0.92278	-1.0784	-0.45452	1.8928	0.82078	0.83623	0.95169	0.91537	-0.08771	-0.0403	0.58685	-0.10466	-1.0944	0.39237	-0.26134	0.88118	-1.569	0.20046	0.070281	2.0451	-0.3441	-0.21024	0.11048	-1.4054	-0.33962	-0.13607	1.1454	0.65898
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71857	0.065473	0.0017184	0.047917	0.01161	-0.026438	-0.034701	0.053006	0.048464	-0.0054933	0.0036126	-0.019012	0.053019	-1.4931	0.9086	-0.95243	-0.40358	1.1497	-1.3431	1.1103	-0.05308	-0.94352	0.70218	0.02497	0.31863	-0.57398	0.64047	0.10845	1.1797	-0.15227	0.8547	-0.993	0.15424	-0.30823	2.4225	0.016806	-0.010217	0.34834	-1.4692	-0.7679	0.36162	-0.32212	-0.28308
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67013	0.041164	-0.015365	-0.010665	0.023427	0.0091018	-0.03306	0.014794	0.061238	-0.018764	0.0028612	-0.083209	-0.0097456	-1.2548	0.91104	0.55905	-1.0231	1.5049	0.99712	1.3425	0.4371	-1.2952	0.80167	0.24897	-0.15681	0.6433	-0.017176	-0.048042	1.1613	0.0041788	0.68978	-1.1776	-0.64071	-0.55255	1.9445	0.43409	-0.69548	-0.78458	0.12498	0.78664	0.071757	-0.11023	-0.23106
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72826	0.04789	-0.021826	-0.0087705	0.019133	0.0055164	-0.027799	0.008708	0.051801	-0.016642	-0.013543	-0.0039328	-0.027616	-1.6063	0.5167	-0.6361	-1.0415	0.62117	0.9164	0.96048	0.1836	-0.31314	-0.71055	0.79348	-1.3133	0.56002	0.23026	0.4124	1.6825	0.069153	0.43642	-0.80983	-0.86443	-0.38722	1.8954	0.4952	0.69198	1.3754	-0.55159	0.49345	-0.5584	0.084001	0.26232
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56393	0.025992	-0.0081394	-0.015963	0.00081353	-0.0052562	-0.062715	-0.021539	0.021542	-0.056344	0.025521	-0.026173	-0.065114	-0.66934	0.89915	0.22654	-1.3297	2.0259	1.0968	0.24544	0.84568	-1.9293	-0.55472	0.10484	0.67075	-1.9825	0.041406	2.1825	-1.6222	0.01056	-1.3823	-0.47625	0.10021	1.7926	2.1258	1.0017	1.0642	0.10016	1.5919	1.0868	1.6909	-0.67204	0.84013
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65647	0.03254	-0.033871	-0.0063852	-0.0055232	0.015235	-0.078096	-0.0067637	0.087923	-0.025288	-0.033963	0.020406	-0.037693	-1.1759	0.45841	0.73617	-1.3795	1.1523	0.57708	0.66382	0.40149	-1.3281	-0.87643	0.65674	-0.16555	0.79652	0.324	0.69312	-1.226	-0.29216	0.453	-0.81203	0.88218	0.62428	1.82	0.64457	1.1739	0.6889	-0.88168	0.048907	0.54866	-0.36848	0.49321
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65602	0.042925	-0.008408	-0.028363	0.022887	0.0025471	-0.055207	0.00082012	0.046794	-0.059267	0.0092333	-0.025497	-0.001073	-1.2432	0.79327	1.0081	-0.9986	1.3429	1.3241	0.93169	0.47011	1.0192	-0.74663	0.2266	0.22991	0.66366	-0.52212	1.1908	-0.50745	0.39306	0.60356	-0.53848	0.26813	1.0868	2.0316	1.0275	0.40161	-0.33396	0.17017	0.47778	0.73632	-0.12588	0.1364
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63566	0.037662	-0.015	-0.020099	0.033391	-0.0073449	-0.05733	0.0077059	0.038887	-0.040778	0.0076942	-0.078634	0.0088592	-1.1892	0.31613	1.064	-1.2769	-0.56583	1.3471	1.0233	-0.016825	-0.5599	1.025	0.35156	-0.64967	0.67725	-0.27531	-0.69116	-0.13198	0.38689	0.22898	-0.97141	-0.8247	0.32043	1.56	0.84595	0.47475	-0.48889	-0.72973	1.3702	-0.64651	-0.088603	0.42879
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94483	0.10421	0.018159	-0.039147	0.14901	0.084447	0.14965	0.20619	-0.029374	0.11024	0.023429	-0.020513	-0.019536	-1.4312	0.64809	-1.5196	-0.73863	-0.85832	-0.042912	1.1465	-2.139	0.6698	-0.79598	0.83959	-0.48937	-1.0243	-0.17615	-0.87158	0.85166	-1.5581	0.098489	-1.5317	0.34259	-0.2632	1.1479	-1.197	-2.0396	-0.61252	1.1525	-0.49111	0.080259	-0.80777	0.76085
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67741	0.03816	-0.018416	-0.025139	0.032229	0.010472	-0.011556	0.018945	0.046417	0.0044564	0.050044	-0.060579	0.00037265	-1.3524	0.57093	0.66531	-1.2231	-0.19184	-0.84699	0.048386	0.025943	0.92382	0.13716	0.59117	-0.20067	0.87031	1.1534	-0.04206	-1.3743	0.28413	0.26237	-0.55011	0.21182	0.73384	1.8751	0.97505	-1.2879	-1.5228	-0.75066	0.0080288	0.60918	0.8514	0.00072017
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72287	0.065631	-0.0095133	0.031588	0.010167	-0.023006	-0.012316	0.010928	0.021347	0.13732	0.15994	-0.074441	0.020569	-1.7499	0.81797	-1.4054	-0.19909	0.24605	-1.1351	0.22667	-0.08987	-1.1978	-0.65619	0.62764	-1.8222	0.63376	0.89739	1.5153	1.0647	1.1844	0.22266	-0.9808	-0.88734	0.29993	1.1957	-0.028697	-0.85089	0.1261	-0.42552	-1.1358	-1.6798	-0.34967	-0.25448
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66039	0.043249	-0.013658	-0.0099724	0.032546	-0.0043518	-0.0027026	0.016943	0.019894	0.030815	-0.02626	-0.031127	0.016454	-1.328	0.82789	0.61225	-0.84429	-0.43195	-0.42552	0.087177	0.25304	1.1969	-0.14561	0.86875	-0.081534	1.1533	0.34816	-0.026203	-0.052305	0.10523	-1.4246	-0.48185	-0.59514	0.048903	1.768	1.3275	-0.61003	-0.94066	0.31123	0.085106	0.81383	1.1574	0.032181
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66385	0.047632	-0.033161	-0.010768	0.012524	0.017081	-0.032427	0.015358	0.037892	0.02735	-0.04892	0.048012	-0.020281	-1.185	0.24312	0.60466	-0.74651	0.91649	1.172	0.88623	0.39981	1.1257	-0.40144	-0.17196	-0.30897	1.0535	-0.060656	-0.6199	-1.0305	0.66723	-0.50887	-0.80588	1.2066	-0.39446	1.2592	0.96693	0.47655	-1.6502	-0.8345	-0.017271	0.25801	-0.42665	-0.28236
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75237	0.07957	0.010667	-0.014006	-0.029224	-0.0084797	-0.017165	0.050669	-0.036298	0.027171	-0.012971	0.038827	0.0091071	-1.4293	0.59963	0.24276	-0.43357	1.4548	1.3603	1.2088	0.31879	0.82206	-0.67959	-0.34679	-0.37728	0.3401	-0.56361	1.5696	-1.1009	-0.27006	-0.91705	-0.30573	0.46523	-0.91596	1.7582	0.59928	0.58239	-0.25078	-0.89931	-1.5079	-0.41808	-0.86001	-0.73669
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66987	0.048564	-0.020346	-0.0071453	0.022789	0.003407	-0.011462	-0.011605	0.023195	0.020435	0.017514	-0.025606	0.0073165	-1.0923	0.26641	1.0024	-0.80678	0.15049	1.8193	0.93796	0.56311	0.74603	1.0754	0.12453	-0.47385	-0.083413	0.079373	-0.73896	-1.0338	0.42237	0.29737	-1.0633	-0.25505	1.8354	1.307	0.37647	-0.41549	-1.5854	1.2434	0.73393	0.487	-0.85508	-0.79634
