0	0	0	0	-0.3583	-0.036076	-0.040957	-0.011972	0.061424	0.042323	-0.021344	-0.047731	-0.017911	0.01317	0.0059765	-0.0087135	-0.02127	-0.59848	0.15498	-0.42868	-0.19663	0.71203	1.3148	-0.44403	-0.57362	-1.7192	-0.75969	-0.22267	-0.12765	0.17832	-0.3863	-1.1987	-1.0554	2.5548	-0.68036	-0.7145	0.83891	-1.2841	0.17873	-0.51066	-0.56608	-0.83781	0.58242	1.5765	-1.2599	0.91946	0.55512
0	0	0	0	0.17518	0.0095791	-0.037644	0.041405	0.011625	0.0097621	0.01641	-0.055757	-0.025371	-0.0051918	0.012798	0.081223	-0.070605	0.70456	-0.57021	-1.0318	-0.03854	1.603	0.11475	0.29761	1.2182	-2.606	-0.77775	0.39346	0.24078	-0.83521	-0.7029	-0.14109	-0.53955	3.3726	1.2996	-0.23727	1.0133	-1.5277	1.749	-0.25316	-0.39451	-0.39467	1.008	0.95472	-1.0006	1.544	-2.6585
0	0	0	0	0.266	0.0010505	0.032865	-0.017105	-0.0059042	-0.018591	-0.016287	-0.011309	-0.0059055	0.01591	0.0017362	-0.024104	0.033422	0.32356	-0.54411	0.12056	-0.58567	1.5213	-0.44395	0.7397	0.93478	-1.8229	-0.30785	-0.3572	0.2162	-0.2345	0.3689	-0.56813	-0.10596	2.5237	1.7047	-0.90122	1.6591	0.91808	0.10866	1.0467	0.2348	0.21021	2.3741	1.2864	0.5002	-0.47212	0.95585
0	0	0	0	0.25446	0.048507	-0.023402	-0.015381	0.09067	-0.0047563	0.12639	-0.027838	-0.12098	-0.006648	-0.092546	-0.0069178	-0.065705	0.31366	-1.0505	-1.1465	-0.81543	2.0823	-0.47854	-2.3049	0.7302	-2.0346	-0.068523	0.95444	0.49399	-0.063088	1.4188	-1.5677	-0.63188	2.6809	-1.4513	2.0373	0.83985	-0.68547	0.40545	-1.826	-0.98949	-0.14069	1.1377	-1.6752	0.19202	0.43192	-0.80143
0	0	0	0	0.38283	0.021919	0.012572	0.012559	0.01483	0.010232	-0.009946	-0.018731	-0.020362	0.0064767	0.0087858	0.013558	-0.023613	0.55763	-0.84216	-0.24385	0.03652	0.47684	-0.61451	0.4206	0.96772	-2.6248	-0.12273	0.084986	-0.027319	0.48283	1.7441	-0.10563	-0.56657	2.199	1.0442	-1.185	1.0152	1.4355	0.1582	-0.28694	-0.46041	-0.034246	0.95095	1.0626	-0.52557	0.80278	0.60813
0	0	0	0	0.30447	0.012804	0.0099688	0.0071436	0.019301	-0.0023994	-0.01319	-0.021757	-0.022146	-0.030135	-0.016171	0.02421	-0.007133	0.75959	-0.81308	-0.59648	-0.2224	0.21241	1.0735	0.66578	0.23535	-2.1408	0.56722	0.29615	0.32249	-0.48674	0.067975	-0.78947	1.5959	2.0916	0.52861	0.3032	1.2227	0.59937	0.47714	-0.84213	0.067742	1.27	0.51817	1.0513	1.0064	-0.97246	1.4315
0	0	0	0	0.65815	0.034665	0.09746	0.10858	0.070017	0.041265	-0.0067134	0.081205	-0.029361	-0.031382	-0.0053614	0.053688	-0.00056682	0.85773	-0.57791	0.71652	0.065928	0.69732	-0.98963	-0.31603	0.2655	-2.0357	0.70013	0.011299	-2.7801	0.032658	0.64644	-0.73554	1.6068	-0.05343	0.18222	-0.60148	1.9365	0.3553	2.726	0.31892	-0.094734	0.25878	1.707	1.3399	0.90932	1.0743	0.19635
0	0	0	0	0.43917	0.025	0.027908	0.016691	0.0072081	0.0032617	-0.0026716	-0.016108	-0.015319	0.0053339	0.032161	0.0043873	-0.011282	0.60719	-0.71793	-0.24208	-0.42214	-0.1804	-0.074531	0.25009	0.83249	-2.2824	2.0379	0.46932	-0.14431	0.07306	1.0041	-0.16983	-0.17983	0.62956	0.83772	2.1008	1.4963	1.0807	-0.23929	-0.41198	0.27054	0.9273	1.3386	-0.23831	1.3778	-0.77472	0.33182
0	0	0	0	0.69455	0.080535	0.00035697	0.041893	-0.068892	0.035806	-0.10046	-0.016861	-0.15585	0.019124	-0.013523	-0.011682	0.068981	0.57872	-0.42656	-0.22826	3.4384	0.30971	-0.86611	-1.6126	0.82953	-1.1185	1.1681	0.43132	-0.29125	0.1167	0.62899	-0.53304	-1.0221	-0.011735	0.7723	1.1428	1.0692	0.92345	-0.22108	-0.34439	0.32777	2.1715	2.8485	-1.8759	0.59465	-0.10314	2.0019
0	0	0	0	0.67594	0.045601	0.040229	0.014912	-0.015385	-0.010428	0.0042615	-0.035232	0.012661	-0.035148	0.046233	-0.011235	-0.0085627	0.5801	-0.31028	0.23621	0.27181	-0.86146	1.4085	-0.24639	1.85	-1.5737	-0.97574	0.92052	-0.67663	1.4696	-0.093661	0.44691	1.2777	-0.60823	1.686	0.06786	2.1395	0.43979	1.321	0.6364	0.15531	0.071733	0.41887	-0.07759	1.0736	-0.030164	1.1049
0	0	0	0	0.54266	0.030583	0.025183	0.015673	0.0083945	-0.017861	-0.0084176	-0.0099926	-0.025537	-0.010533	-0.0077889	-0.0058607	-0.012384	0.81611	-0.45387	0.12581	-0.1706	-0.43981	-0.82842	-0.27936	1.229	-1.771	-0.33653	1.4073	-0.38067	-0.54879	-0.027552	-0.42964	0.029924	-0.28512	0.66508	2.2626	1.9028	1.4977	0.51294	-0.19672	-0.0745	1.0803	1.5497	0.87586	1.747	-1.0801	1.4894
0	0	0	0	0.62389	0.042432	0.057801	-0.047723	-0.05613	-0.11447	-0.022225	0.12819	-0.034618	0.090459	0.027093	0.073296	-0.039469	0.5373	-0.39889	1.6201	-0.10194	0.030889	0.068055	-0.28026	1.6171	-1.3963	0.11962	0.73459	-0.29131	-0.32783	0.6006	-0.13494	-1.5032	-1.0135	1.3956	1.6574	2.7246	1.1153	-0.19605	-0.1428	-1.751	1.3143	1.5284	-0.59183	0.78012	-1.0432	0.87497
