0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6201	-0.054103	-0.024476	-0.0351	0.0079714	0.0093251	0.0026914	0.027121	0.014709	0.050749	-0.024263	-0.09132	-0.0074085	-0.20087	-1.1583	0.48525	0.92033	-1.3627	-0.44753	-0.85131	-1.0787	-2.1472	0.1004	1.3825	3.7059	2.4661	-1.3344	-0.11339	-0.95317	-3.8837	-0.60168	-1.0166	-1.8794	1.7259	-0.84409	-1.3418	-1.5451	-0.83923	-0.22589	-0.26309	0.0099644	0.31838	1.2461
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5474	-0.095222	-0.20653	-0.091634	-0.19204	-0.015742	0.045966	-0.068598	0.25811	-0.1223	0.023754	0.024296	0.012812	0.016429	-1.111	0.43481	1.5777	-1.2158	-0.8874	0.22163	-0.93146	-2.1506	0.078085	1.8488	4.2295	4.2534	-2.1842	-0.1001	0.20731	-1.3223	-0.64994	-0.97187	-1.8563	-0.58886	-1.2646	-1.6513	-0.10271	-1.291	-0.47749	1.1305	0.25685	0.092223	1.7687
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0935	-0.069256	0.0052991	0.0036683	0.0048889	-0.055212	0.012052	-0.025371	0.012354	-0.008042	0.019903	-0.10082	-0.11994	0.0011224	-1.1227	0.71722	1.0448	-2.1905	0.19342	0.60849	-0.022825	-2.9158	-0.061588	1.5856	4.4426	3.2272	0.21783	-1.036	-0.52574	0.063936	-1.1853	0.31066	-0.21588	-0.077565	-0.96745	0.34015	-0.95098	-0.068744	0.23795	-0.087581	-1.9692	-0.10442	1.7165
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8779	-0.066218	0.0093647	0.010801	0.0016619	-0.026638	-0.026075	0.010789	-0.011343	0.04769	-0.0036494	-0.045927	0.0073402	0.072942	-1.0451	1.113	0.73137	-1.9588	0.48497	0.70605	-0.52345	-3.1694	0.29413	2.1179	4.8687	3.2653	-1.0488	-1.016	-0.068926	-1.6319	-1.17	-1.0866	-0.12302	0.17478	-1.0146	-0.065385	-0.31551	-0.20412	0.35422	0.84856	-2.2364	0.14134	0.60647
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3173	-0.085915	0.050225	-0.064415	-0.004537	0.011057	-0.017929	-0.11003	-0.025545	-0.032752	-0.03617	-0.050873	0.015326	-0.25046	-1.1615	0.85739	1.058	-1.6996	0.5384	0.32709	-1.4732	-2.5586	-0.18602	1.9466	5.3008	2.5714	-1.2322	-0.71096	-0.71838	1.2906	-1.1898	0.0059969	-0.65294	-0.14736	-1.3186	0.024406	0.31113	-1.9308	-0.15198	-0.21069	-1.4384	0.7708	1.4157
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9724	-0.067743	-0.0030591	0.0055158	0.011892	-0.03914	0.0080886	0.0074614	0.012493	0.023111	0.013734	-0.050748	-0.044145	0.13193	-1.1624	1.1529	0.7787	-1.8757	0.80586	0.24248	-0.46024	-2.8736	-0.21262	1.8978	5.221	3.3126	0.6013	-0.59084	-0.44415	-1.7686	-1.0995	-0.44594	0.29278	0.2313	-1.2719	-0.34409	-0.18578	0.14534	0.17338	0.34413	-1.8709	-0.021994	0.78489
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1294	-0.071056	-0.0064818	0.0066934	-0.0009895	-0.04943	0.021709	-0.0083852	-0.017422	-0.037164	-0.065753	-0.088681	-0.13993	-0.016107	-1.2295	0.90913	0.99948	-1.7512	0.58455	0.23098	-0.083833	-3.0364	-0.11264	2.1882	4.7763	3.3606	-1.0321	-0.74992	-0.7362	0.25289	-1.0942	-0.26995	-1.0421	-0.79349	-1.067	-0.052644	0.23599	-0.81533	-0.40591	1.3325	-1.6508	1.2265	2.0999
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9759	-0.06974	0.017184	0.02915	-0.038908	-0.068417	-0.019718	-0.017454	-0.0036569	-0.033746	0.011638	-0.082991	-0.11511	0.091483	-1.0469	0.96744	0.9652	-1.835	0.53232	0.74557	-0.45778	-2.9514	-0.037587	1.7166	5.4851	3.1684	1.1546	-1.3157	-0.64099	-0.90831	-1.1257	-0.45859	0.56753	0.28161	-1.0579	-0.036799	0.15418	-0.13674	0.3315	0.69029	-1.1836	0.43286	1.42
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6823	-0.063196	-0.0024137	-0.014478	-0.042494	0.0022553	-0.049806	0.016118	-0.047085	0.0051775	-0.075237	-0.024861	-0.0050612	0.19907	-1.332	1.0469	1.1674	-1.2025	0.092269	0.75037	-0.40119	-2.2507	0.17237	2.5529	3.9466	3.3227	-3.8923	-0.95113	-0.4647	-1.799	-0.62422	-0.80013	0.19711	0.76601	-1.0538	0.66265	-0.715	-0.6276	0.029889	0.16768	-0.17202	3.1048	0.89659
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0568	-0.07343	0.017591	0.044842	-0.034655	-0.026138	0.041106	0.013434	0.0248	-0.060315	-0.020015	-0.050674	-0.041521	-0.12563	-1.1081	0.91195	0.92368	-2.1122	0.72689	0.58693	-0.025497	-2.4601	-0.23139	1.0532	4.8113	2.7562	-1.3699	-0.32234	-0.78162	1.0914	-1.1812	0.51671	-0.39175	-0.67508	-1.5338	0.84747	0.50532	-1.395	-0.25251	1.3466	-1.847	0.050274	1.4498
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8705	-0.066078	0.0049491	-0.0073261	-0.021487	-0.040053	-0.024262	-0.00032012	0.025272	0.036809	0.00021506	-0.061461	-0.10918	0.12802	-1.2389	0.88846	1.3034	-1.3369	0.91269	0.75906	-0.3407	-2.1842	-0.079658	2.5975	4.7953	3.2777	0.18304	-0.80323	-0.26838	-0.88622	-1.2343	-0.24042	0.90436	0.092842	-1.2328	0.27902	0.069428	0.63874	0.822	1.208	-1.3312	0.71344	0.39532
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0901	-0.06678	-0.0021791	-0.026623	-0.0028495	-0.077377	0.038413	-0.0064333	0.0096879	-0.027162	-0.098876	-0.042344	-0.11717	0.065693	-1.1298	0.67898	1.241	-1.9694	0.94797	0.1264	-0.44208	-2.667	0.058855	1.9308	4.5226	3.172	-0.73672	-0.49327	-0.79238	0.83867	-0.91921	0.25609	-0.21859	-0.36917	-0.96886	-0.074348	0.11687	-0.93701	-0.30717	1.1823	-1.2651	0.71915	1.6352
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.042	-0.068734	0.0046848	0.019922	-0.0079357	-0.069149	0.021374	-0.0040589	0.010317	-0.064943	0.00092212	-0.080207	-0.052864	0.059919	-1.2275	1.0547	0.89286	-2.0762	0.73583	1.2624	0.71186	-2.229	-0.47568	1.8733	5.2175	3.1491	1.1522	-0.92915	-1.0877	0.49864	-1.1632	1.0298	1.4074	-0.07837	-1.1901	0.96506	0.16194	0.67642	0.083453	1.2116	-1.9794	0.55914	0.12958
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9414	-0.066906	-0.013946	-0.016688	-0.04339	-0.069565	-0.0013821	0.014516	-0.091398	0.043117	0.039111	-0.075118	-0.016004	0.039683	-1.1962	0.98007	1.2528	-1.3317	0.49446	0.98473	-0.38506	-2.418	0.27472	2.8571	4.7619	2.8053	-0.72131	-0.95769	0.15268	-0.20832	-1.1237	0.5365	0.51927	-0.39687	-1.4477	-0.42027	0.025024	-0.27832	0.56371	-0.056496	-0.96866	-0.18289	-0.84129
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0043	-0.14981	0.21411	-0.10962	0.027122	0.10435	0.029005	0.13688	0.099692	0.044252	-0.11802	0.14192	-0.025328	-0.78149	-1.2288	1.1773	1.0008	-1.3644	0.077267	0.54731	-1.8451	-0.29989	-0.78549	0.027111	3.4868	-0.62109	-0.62526	-0.072251	-3.539	-1.0989	-1.0693	-0.575	-0.38545	-2.0835	-2.2498	0.43793	-0.39726	0.72154	-3.2809	1.013	-1.7148	0.7786	2.7174
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8596	-0.0958	-0.09762	0.028161	-0.072103	-0.013886	-0.031066	-0.040977	-0.076993	0.038523	-0.019137	0.0034828	0.0014833	0.15346	-0.83321	0.22013	1.0829	-1.7591	-0.01907	1.408	-1.7807	-0.69179	-0.019349	-0.18432	0.9595	0.40531	-0.31298	-1.9084	-1.789	-2.7064	-0.55404	-0.37758	0.51982	0.34763	-1.7004	-1.0906	0.085333	-0.17021	-1.9008	1.2642	-1.8313	-0.42318	0.75023
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4212	-0.096881	0.098889	-0.011866	-0.024643	0.049774	-0.059998	-0.024791	-0.082662	-0.011892	-0.065177	0.032211	0.043774	-0.21188	-1.1325	0.84719	1.364	0.33206	0.55049	1.3752	-1.952	-1.3256	-0.13708	0.65597	1.5153	-0.18627	-2.9097	-0.92831	-1.6302	-2.1708	-0.47094	-2.4633	-0.71035	-0.81959	-2.3381	0.22614	-0.13004	0.38899	-2.8667	-0.016898	-1.1147	1.2831	2.0521
