0	0	0	0	0	0	0	0	0	0	0	0	0	0.7389	-0.019337	0.0061753	0.023294	-0.018675	0.025281	-0.07304	0.068207	0.0078495	-0.0090108	0.022567	0.031636	0.015232	1.1147	2.3759	1.3697	-1.0499	0.92323	1.2129	-1.9667	1.1258	4.5294	-1.4276	2.0753	-2.1143	-2.2957	0.78299	-1.2496	-0.048097	-0.2888	6.7365	-1.0586	3.5186	-3.7749	-2.6917	-4.0165	-0.16069	-4.468	0.301	0.97988	-0.35463	-0.45907	-3.2656
0	0	0	0	0	0	0	0	0	0	0	0	0	0.65931	-0.019335	0.0028307	0.036381	-0.021383	0.0052911	-0.069968	0.10556	0.06283	0.021717	0.032046	0.089522	-0.030491	0.82432	2.1001	0.89922	2.1949	0.84547	1.5251	0.40417	-0.60499	-0.94064	-0.77662	0.48555	-1.3042	1.9362	1.4487	0.014016	0.40687	0.78388	0.51247	-0.70746	-0.48772	0.43607	0.32406	-0.6983	0.60503	-0.072055	0.099182	0.11308	-0.068595	0.9719	-0.79366
0	0	0	0	0	0	0	0	0	0	0	0	0	0.66606	-0.018321	-0.0013782	0.014175	-0.0090645	0.0092441	-0.071814	0.028408	-0.018934	-0.0050598	-0.019788	-0.024523	-0.021309	0.80691	2.2522	1.0811	-0.71334	0.69359	1.7244	-0.078952	1.5208	-1.4639	-0.49372	-0.041131	-0.471	0.91958	1.444	0.53538	0.24309	0.36582	1.4995	-0.72363	1.1693	0.53346	-0.45008	0.50641	0.70929	0.071969	0.6872	0.43244	-0.26744	0.31836	0.017403
0	0	0	0	0	0	0	0	0	0	0	0	0	0.65671	-0.018206	-0.0014925	0.011949	-0.010085	-0.013473	-0.039276	0.0048917	-0.009962	-0.015332	0.0024697	-0.010142	-0.0066724	1.0241	2.3787	1.184	-0.66867	0.89702	1.5237	0.13765	-0.93979	-1.4529	-1.024	-0.12514	-0.81606	0.47665	1.5118	0.31386	-0.12253	0.61211	-0.30973	-0.38695	0.47619	0.88323	0.035234	-0.20274	0.2352	0.84112	0.93328	0.54551	-1.1067	1.0056	0.070766
0	0	0	0	0	0	0	0	0	0	0	0	0	0.66376	-0.018698	-0.00012544	0.014237	-0.022557	-0.0026689	-0.045452	0.020116	-0.022186	-0.0084504	0.011679	-0.0083816	-0.02667	1.0333	2.4129	1.3957	0.14969	0.9631	1.5843	-0.2415	-0.71641	-1.4668	-0.81564	0.18947	-0.85575	0.368	1.6789	0.19483	-0.11109	0.42555	0.21085	-0.19782	-0.44413	0.38779	0.093101	0.9056	0.14817	0.91229	0.88793	0.29867	-0.96898	0.62052	0.15354
0	0	0	0	0	0	0	0	0	0	0	0	0	0.66582	-0.018913	-0.004795	0.015001	-0.0061099	0.0047121	-0.047544	0.012602	-0.029134	-0.011904	0.033143	-0.003104	-0.03633	1.0871	2.4284	1.4193	-0.50186	0.91966	1.5991	-0.54491	-0.32438	-1.1014	-1.0995	0.060179	-0.72685	0.077196	1.5741	0.0071939	-0.1912	0.31287	-0.6716	-0.42327	0.76473	0.6026	0.35402	0.1391	0.18616	0.85343	0.88916	0.3579	-0.99911	0.84599	0.13698
0	0	0	0	0	0	0	0	0	0	0	0	0	0.64858	-0.018305	-1.1711e-05	0.012279	-0.014057	-0.0072379	-0.040392	0.01437	-0.020679	-0.016613	-0.0052006	-0.031059	0.0031507	1.1615	2.3656	1.357	-0.86802	0.84988	1.4413	0.32889	-1.3677	-1.1734	-1.281	-0.1441	-0.58237	-0.062165	1.641	-0.068119	-0.1629	0.41665	0.22982	-0.32524	-0.3623	0.76872	-0.19891	0.30167	0.060283	0.69878	0.77984	0.32229	-1.1075	0.39856	0.28315
0	0	0	0	0	0	0	0	0	0	0	0	0	0.66314	-0.018167	0.0035097	0.010107	-0.020364	-0.014915	-0.029778	0.021815	0.0033033	0.0063584	0.011312	0.0078854	0.0062999	1.1239	2.2522	1.2416	-0.50993	0.70476	1.4038	0.57377	-0.69298	-1.1142	-1.1491	-0.24217	-0.3137	-0.31384	1.6084	-0.37522	-0.73405	-1.0535	-0.32417	-0.22265	0.21163	-0.34451	0.89988	0.1282	-0.15866	0.69655	0.30795	0.33762	-1.0117	0.31021	0.52751
0	0	0	0	0	0	0	0	0	0	0	0	0	0.64782	-0.01817	0.00034795	0.010377	-0.013128	-0.012354	-0.02477	0.010142	-0.0073268	-0.010164	0.021259	0.0082102	0.014268	1.0874	2.4081	1.3862	-0.62619	0.85313	1.4519	0.64124	-0.69683	-1.2799	-1.4207	-0.17562	-0.53041	0.0078083	1.6328	-0.39976	-0.2631	-0.043012	-0.31492	-0.48755	0.43367	0.73116	0.8095	-0.12971	0.13857	0.72564	0.78537	0.18547	-1.2552	0.52392	0.24077
0	0	0	0	0	0	0	0	0	0	0	0	0	0.64254	-0.017586	-0.0028902	0.0038731	-0.011863	-0.0113	-0.027696	0.0102	-0.027018	-0.023482	0.011904	-0.0088137	0.0075666	1.0839	2.3727	1.366	-0.56696	0.80549	1.4108	1.0734	-0.70553	-1.4381	-1.4447	-0.28853	-0.58412	0.065482	1.711	-0.38774	-0.29264	-0.43701	0.11081	-0.30433	-0.18157	0.34141	0.48328	0.85093	-0.12467	0.83316	0.55701	0.18035	-1.5116	0.32592	0.42456
