0	0	0	0	0	0	0	0	-0.59852	-0.07958	-0.029536	-0.031966	-0.043044	-0.02064	0.011124	0.058189	0.0045266	-0.13913	-0.072884	0.026922	-0.0078698	0.7296	0.13581	-1.0601	-2.8384	0.51169	-0.64471	-0.98899	0.18811	0.53914	-0.086406	-1.3084	-2.9946	-0.28165	0.596	-0.44028	0.036648	-0.71304	-1.2795	-1.2388	-0.41949	-0.44723	0.064436	-0.7407	-1.5239	-1.133	0.3278	0.22201	-0.4101	-0.66344	0.80429
1	0	0	0	0	0	0	0	1.2558	0.19358	-0.0058352	0.063607	0.0037046	-0.29993	-0.053644	0.11764	-0.16031	-0.16951	-0.031038	0.050488	-0.086345	-0.83359	-1.7524	1.7726	-1.3403	1.8525	0.1799	-4.3268	-0.68575	2.9382	-0.64713	-2.131	-0.47941	1.5987	-0.99036	-0.98368	0.75075	0.41683	-2.7512	-2.3684	1.5082	0.90502	-1.3408	1.0602	-0.20867	-2.6977	-1.5665	2.2241	-1.3261	-1.3798	0.59323
0	0	0	0	0	0	0	0	-0.24644	-0.020163	-0.01176	-0.01579	-0.011228	-0.0077876	-0.0048675	0.012097	-0.020879	-0.088639	-0.072053	-0.06533	0.051479	0.053444	-1.1194	-1.2526	-2.7126	-0.47182	0.30216	-1.8359	1.4318	-0.2116	0.27724	-1.4805	-4.3143	0.7173	-0.61099	1.0149	0.62567	0.64542	-1.2879	-0.88352	0.45763	0.7966	1.0825	-0.76562	-0.96948	-2.4219	-0.06724	0.9241	1.938	1.6393	0.84686
0	0	0	0	0	0	0	0	-0.0905	-0.0097316	0.022023	0.10132	-0.019568	0.02018	0.1476	-0.17226	0.033087	-0.042923	-0.18318	-0.081055	0.09665	-0.28518	-1.13	1.2671	-1.7429	-0.0018205	-0.58628	-2.2994	0.87027	0.21782	-0.98741	-2.1858	-2.8667	2.344	-0.82353	0.5536	-0.25661	0.68234	-0.28534	1.7382	0.70572	0.92468	0.20032	-0.266	-0.6694	-0.75474	-0.037128	0.91429	-0.38018	-1.4362	0.25147
0	0	0	0	0	0	0	0	-0.33815	-0.031341	-0.012576	-0.027874	-0.025727	-0.025821	-0.0095712	0.030441	0.0070626	-0.10594	-0.10493	-0.0064686	0.023078	0.32093	-1.0312	-1.128	-2.8632	-0.20495	0.019012	-1.5198	1.5826	0.012445	0.42233	-2.0777	-4.1261	0.28536	0.23424	0.94288	0.5852	-0.1073	-1.0126	-0.0074226	0.71482	0.80434	2.0597	-0.076302	-0.3901	-1.7477	-0.11604	0.75693	1.0706	0.35166	1.4571
0	1	0	0	0	0	0	0	0.27627	0.011015	0.10682	0.056361	-0.013864	-0.16794	-0.23069	0.14514	-0.01763	-0.045599	-0.1565	-0.059988	0.086563	-0.088259	-1.3101	-0.078404	-2.0408	-1.1532	0.42516	-2.4407	-0.17995	2.8383	0.79641	-2.5911	-2.1729	0.60927	-1.0775	-0.53767	0.8767	0.45927	-2.005	-0.17446	1.9838	0.71633	0.1438	2.0196	-0.13652	-1.7224	-2.4615	2.0021	-0.095764	-0.2594	3.0955
0	0	0	0	0	0	0	0	-0.29516	-0.023987	-0.0079698	-0.018241	-0.023154	-0.025076	0.0066056	0.030505	-0.020335	-0.1312	-0.088492	-0.060059	0.030019	0.2304	-0.85912	-1.2538	-2.8463	-0.23062	0.32338	-1.6184	1.5981	-0.058967	0.84013	-1.7035	-4.517	0.44206	0.44731	1.0848	0.93551	0.1667	-1.1074	0.045243	1.0881	1.0811	2.2816	-0.11413	-0.56075	-2.124	-0.484	0.52386	0.51842	0.49539	-0.36488
0	0	0	0	0	0	0	0	-0.36619	-0.03026	-0.016998	-0.028012	-0.01475	-0.019239	-0.019561	0.0031589	-0.015377	-0.10233	-0.087784	-0.055529	0.067478	0.20434	-0.76874	0.7346	-2.7781	-0.25658	-0.11172	-1.2836	1.2637	-0.15252	1.1284	-1.442	-4.4529	0.57473	-0.49863	1.1749	0.19526	0.73893	-0.7817	0.13656	1.7321	1.3245	2.0431	1.1607	-0.36176	-1.8647	0.033178	0.77291	0.61276	-0.12169	-0.92168
0	0	0	0	0	0	0	0	0.79589	0.11875	-0.030799	0.0020005	-0.16154	-0.0035304	-0.021533	0.018611	0.02723	0.00032375	0.0015619	-0.04146	0.13847	-0.8298	-0.71525	-0.72852	0.026756	2.3275	0.17784	-0.20478	1.0805	0.97946	1.7156	-2.5156	-1.1803	0.65549	-0.79385	-0.4107	1.4183	0.063461	-0.80999	1.1324	1.6058	1.6292	-1.1388	1.49	-0.84737	-0.93049	-2.4644	-1.2054	0.10862	-1.1116	2.058
0	0	0	0	0	0	0	0	0.60974	0.043142	0.014142	0.0019691	0.0037265	0.022379	-0.0043786	-0.0032254	-0.007069	-0.020028	0.0012819	0.0084569	0.0002695	-1.0208	0.79122	-0.51389	0.65842	0.71431	1.0123	-0.22295	1.7059	0.77242	0.94551	0.51529	-0.81094	0.02979	0.33775	0.16153	2.029	1.2896	2.0301	0.60959	0.90944	0.72195	-0.63455	1.5763	0.59208	-0.025173	-1.178	-0.47767	-0.057249	0.62999	-0.44846
0	0	0	0	0	0	0	0	0.83028	0.060715	0.11198	-0.097588	-0.028653	0.038075	0.10766	0.076117	-0.019205	-0.0094267	-0.086648	-0.042283	-0.092495	-0.84582	1.4263	-1.2	0.77129	-0.11576	0.36409	-0.77974	1.7784	1.3626	2.0365	0.49647	-1.1059	-0.17289	1.2721	-2.2158	1.28	1.8348	1.3901	0.8389	0.4216	0.83651	-0.22473	1.0914	-0.45511	-0.38463	-0.11186	-0.44006	0.59602	-0.39651	0.42509
0	0	0	0	0	0	0	0	-0.093158	-0.0089909	-0.014976	-0.016624	0.0086647	0.016566	-0.018162	0.036068	0.0087341	-0.095407	-0.042844	-0.019898	0.024145	-0.071114	-0.7265	-0.96744	-2.7581	-0.45505	0.68982	-0.63365	1.2995	-0.31826	1.5732	-0.74384	-3.7443	0.67083	-0.33576	1.2615	0.78269	1.2168	-1.2459	0.022234	0.68481	1.0598	1.7313	0.15818	-1.0274	-2.4476	0.45311	0.12402	-0.11275	1.9213	-0.25128
0	0	0	0	0	0	0	0	-0.31294	-0.027151	-0.016821	-0.024087	-0.014759	-0.01086	-0.02122	0.010304	-0.0075397	-0.075244	-0.091073	-0.035369	0.062923	-0.057357	-0.8349	0.99074	-2.821	-0.37765	-0.34877	-0.037639	0.83348	-0.1424	0.34373	-1.7439	-3.1746	0.18915	-0.33979	1.2676	-0.028232	1.6044	-0.8608	2.0666	1.9195	0.98031	2.1632	1.5451	-0.50416	-1.6339	0.52177	0.73356	2.0353	0.038165	-0.5636
0	0	0	0	0	0	0	0	0.6952	0.077074	0.00018631	0.023748	-0.1851	0.054084	-0.029516	0.010423	-0.062818	-0.11086	-0.016397	0.028083	0.058571	-0.51754	1.0273	-0.97067	0.20698	1.9056	-0.62543	-0.17325	1.2186	1.2646	2.2371	-2.1807	-1.7727	0.79833	-0.50634	0.020327	1.2103	0.31935	-0.080147	1.5337	0.70564	1.1293	-0.25354	1.9865	-1.123	0.060109	-2.7023	-0.2058	0.079469	-0.86641	-0.014454
