1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7572	-0.04358	-0.057831	0.045569	0.040172	0.044241	0.037242	-0.026017	0.034241	-0.065395	0.018106	-0.04143	-0.015056	-0.20501	0.54672	0.78461	0.69873	-1.3005	0.402	-0.12995	-0.15971	0.47715	0.052785	1.4903	-0.54279	1.1149	1.0935	-1.9925	-1.7813	-1.3307	-1.2248	-1.19	0.59665	-0.32986	-0.18517	-0.61129	-1.8122	-2.5275	-0.29182	-0.049154	-1.5502	0.31332	0.3229
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5496	-0.028666	-0.0095254	0.014925	-0.010049	0.001202	0.018368	-0.02607	0.016835	-0.009495	-0.0080529	-0.0039933	0.029325	0.17689	0.63406	-0.18379	1.0534	0.65211	0.63639	0.50712	0.077289	-0.32442	0.067239	0.40663	-0.58088	-0.86504	1.7024	-1.2039	-0.77705	-0.57571	0.41024	0.02647	1.8095	-0.61732	0.24374	0.20195	-0.60792	-1.6288	0.65932	0.49354	-0.94252	1.2943	0.39189
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5512	-0.026687	0.0029898	-0.0010085	0.006826	0.016707	-0.015649	0.0087554	0.012639	-0.0041588	-0.013138	0.041567	0.015316	0.28257	0.26031	-0.11508	1.7024	0.80655	0.71983	0.99849	-0.15472	-0.65363	-0.53757	-0.15875	-0.14304	-0.54207	0.75205	-1.238	0.046588	-0.57424	0.19339	0.49516	-0.96441	-0.11603	-0.4666	-0.22743	-0.079952	-1.8201	0.71669	-1.2892	-0.84732	0.76869	-1.4249
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4186	-0.025127	-0.01286	0.038645	-0.0016239	0.02574	-0.00087538	-0.0014895	0.021423	0.00017814	-0.0013863	-0.0029181	0.0018459	0.30126	0.62126	-0.34466	1.3435	0.80408	0.38366	-0.016727	0.24222	-0.43269	0.072597	0.64293	-0.34672	1.5205	1.1832	-1.3439	-0.89943	-1.6282	-0.92547	0.28958	1.3878	-0.64421	0.012917	-0.21269	-0.30095	-1.7518	0.72537	0.42701	-0.99351	1.2234	0.2332
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7376	-0.031148	0.05629	0.0049322	0.043713	0.03907	0.0037341	0.0072926	-0.02259	0.008932	-0.011967	-0.030981	-0.001467	0.21151	0.7316	-0.58455	1.3938	0.75496	0.26558	0.62871	0.23435	-0.30773	0.47922	0.67048	-0.38466	1.1853	0.86916	-1.0385	-0.47524	-1.7347	-0.71519	0.59004	1.4523	-0.78413	0.17904	0.26502	-0.21317	-1.3715	0.069233	1.1811	-0.84567	0.27257	0.29662
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8895	-0.033617	-0.013202	0.043712	0.026709	0.058269	-0.013566	-0.025785	-0.015574	-0.0090954	-0.023233	-0.013861	0.090148	0.13237	0.68603	0.46299	1.4057	0.79896	1.0356	0.80856	0.058918	-0.24092	-0.6869	1.2513	-0.46356	-1.1173	1.9237	-1.1166	-0.76597	-0.057057	1.4648	-0.30072	-0.36069	-0.36468	0.0671	0.24676	-0.90007	-1.9337	0.87259	0.49919	-1.0824	1.2587	-0.75227
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1569	-0.034294	0.010236	0.026805	-0.026767	-0.0015181	-0.02776	5.5809e-05	0.01011	0.0010531	0.011409	-0.015261	0.017238	0.14159	0.59338	-0.13119	1.8084	0.39975	0.68794	1.2251	0.17107	-0.44644	-0.42418	0.88291	-0.049294	2.0138	1.5641	-1.3394	-0.83773	-0.61071	0.5314	-0.047427	-1.4971	-0.6836	-0.3649	-0.23084	-0.82849	-1.8086	0.2314	-0.77738	-0.90952	0.41331	-0.52257
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9486	-0.03137	-0.00070841	0.028156	-0.0064086	0.00057645	-0.0084949	-0.011298	-0.0066503	0.0039381	0.0077149	0.035445	0.014782	-0.04059	0.71787	0.20135	1.7542	0.16215	0.17739	0.64767	0.33512	-0.11	0.41289	0.40935	-0.46344	1.85	1.0049	-1.3138	-0.94009	-1.6784	-0.67498	0.47891	1.5522	-0.69288	0.040462	-0.15405	-1.0462	-1.8087	0.46809	0.64929	-0.99785	0.90029	0.028207
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9104	-0.032114	0.0028681	0.022284	-0.0036745	0.0056407	-0.015579	0.0085056	-0.0039318	-0.0010167	-0.010883	0.027772	0.013351	-0.26353	0.74176	0.19787	1.728	-0.21491	0.13286	0.65337	0.30295	-0.013433	0.75384	0.40325	-0.57589	2.0961	1.0478	-1.3601	-0.79217	-1.3178	-0.66667	0.42397	1.6255	-0.60837	-0.056969	-0.064979	-1.2683	-1.6145	0.84123	1.1946	-0.99212	0.60865	0.02778
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5501	-0.02909	0.0010612	0.011888	-0.016142	0.026407	-0.00035725	0.0055126	0.015481	0.0075008	-0.0023266	0.013458	-0.0049687	0.058474	0.47326	0.010128	1.6924	0.63505	0.8264	1.0102	-0.26752	-0.53412	-0.35631	0.17487	-0.48947	-0.8024	1.2645	-1.2116	-0.10362	-0.20769	0.51379	0.19308	-0.72844	-0.25932	-0.25106	-0.098335	-0.47837	-1.6932	1.1399	-0.21054	-1.185	0.94554	-1.2819
