1.2266	-0.0080286	-0.022996	0.00421	0.020918	0.024998	-0.022243	0.015764	0.005921	0.0011946	0.03282	0.015093	0.01467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1868	-0.0078134	-0.023074	0.0011048	0.018763	0.018592	-0.02652	-0.0048342	-0.0039768	0.0068038	0.0010443	-0.0056882	-0.018366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1289	-0.0078326	-0.015531	0.0015222	0.012078	0.0052605	-0.010781	-0.0014632	0.046894	-0.0076588	-0.031609	-0.0097515	-0.043839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1816	-0.0075723	-0.018495	0.0051754	0.019583	0.028831	-0.0014632	0.00097245	0.035209	0.0013305	0.019318	-0.015413	-0.019827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3338	-0.0091159	-0.026851	0.010472	0.042958	0.031169	-0.020643	-0.015798	-0.019561	-0.008497	0.019956	0.032967	-0.047596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1432	-0.0070441	-0.022818	0.0073832	0.00083947	0.04172	-0.0075069	0.0089771	-0.020112	0.00072615	-0.0029809	-0.060067	-0.050432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3943	-0.011595	-0.040088	0.0024457	-0.065808	-0.068404	-0.040381	0.012347	0.097906	-0.04477	-0.026684	0.011628	-0.025517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2611	-0.0083305	-0.024927	0.0046739	0.014866	0.019243	-0.018084	-0.018381	-0.005475	0.0071906	0.013242	-0.033069	-0.00019217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1902	-0.0077767	-0.023517	0.0022361	0.026263	0.02134	-0.0097192	-0.0019755	0.013254	0.0037316	0.016679	-0.0077561	-0.01101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1602	-0.0077618	-0.020801	0.0038821	0.016286	0.023471	-0.019214	-0.0064471	0.0019977	0.0023452	0.0044712	-0.0072845	-0.034119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1405	-0.0075443	-0.018085	0.0030592	0.019772	0.021901	-0.014771	-0.0061853	0.01219	0.0096487	0.01828	0.011587	-0.011231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4997	-0.010579	-0.022957	0.032807	-0.0055723	-0.013718	-0.067587	-0.043659	-0.018154	-0.019756	-0.0079081	-0.0022445	-0.0033284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2295	-0.0079636	-0.021513	-0.00010974	0.027634	0.016213	-0.020788	0.0027659	0.018922	0.0024337	0.021552	0.0096196	-0.021004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.351	-0.0085878	-0.022204	-0.010607	0.016648	0.024517	-0.0070935	-0.015558	0.0014363	0.033002	0.044299	0.025912	-0.033368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3798	-0.010353	-0.031619	0.03063	0.026942	-0.0018325	-0.017301	-0.017769	0.02903	0.0069096	0.035708	0.015511	-0.024368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1968	-0.0076532	-0.024556	0.0035951	0.01889	0.018056	-0.017725	-0.0012852	0.0021443	-0.0071782	0.020867	-0.0043736	-0.01483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.0823	-0.0071084	-0.021602	0.0035616	-0.0020819	0.021122	-0.0083277	0.0015344	-5.0613e-06	0.0092042	0.0029752	-0.053213	-0.02522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3544	-0.0093996	-0.026934	0.013694	0.035629	0.030464	-0.01388	-0.062146	-0.03845	-0.0036456	0.023326	-0.022061	-0.058252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1618	-0.007867	-0.024785	0.0021073	0.021463	0.011405	-0.02326	-0.041724	0.010357	0.024146	0.026047	0.021899	-0.01866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5106	-0.012718	-0.048655	0.0068777	-0.011273	-0.0026965	0.022637	-0.022483	0.044989	0.005719	0.016507	0.026634	-0.002412	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3992	-0.0099655	-0.030402	-0.0012921	0.014093	0.0048847	-0.017681	-0.016421	0.010273	0.013593	0.027981	-0.0091783	-0.015081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3261	-0.010021	-0.028089	0.0020548	0.020862	0.013883	-0.0078933	-0.038505	0.017055	-0.0087834	0.047135	-0.0040886	-0.013644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2945	-0.009294	-0.026202	0.0047203	0.016503	0.021913	-0.0063653	-0.0096625	0.01727	0.022717	0.005958	-0.0073759	-0.017342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2842	-0.009067	-0.025605	0.00052034	0.014998	0.017706	-0.0094067	-0.011857	0.0143	0.010894	0.0088447	0.0049368	-0.029866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2495	-0.0091046	-0.024692	0.0047406	0.026092	0.019632	-0.0057617	-0.019075	0.009415	0.021962	0.0037278	-0.0068572	-0.015914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5331	-0.011082	-0.027793	0.01884	-0.010725	-0.026041	-0.067909	0.0055853	0.0041968	0.0024967	0.024291	0.017299	-0.01825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2622	-0.0085912	-0.022633	0.0050512	0.02297	0.018541	-0.019238	-0.02128	-0.0045776	0.0122	0.01322	-0.016062	-0.027883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4121	-0.011027	-0.038928	-0.060069	0.020646	0.012599	0.012199	-0.063667	0.011169	0.032311	-0.0033216	0.020789	-0.028508	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5012	-0.012455	-0.037242	0.0074628	-0.0053702	-0.011834	-0.006114	-0.032428	0.034114	0.0026536	0.017453	0.0086674	-0.011978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3178	-0.0095296	-0.028277	0.0035262	0.017696	0.0026729	-0.025319	-0.020784	0.0054092	-0.013758	0.011249	0.028714	-0.033399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2562	-0.0088449	-0.032072	0.005057	-0.0066415	0.00839	-0.017358	-0.0096976	-0.00010538	-0.024575	0.015284	-0.0035135	-0.023891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2769	-0.0097402	-0.027423	-0.01246	0.026005	0.017515	0.0079095	-0.024157	0.0039619	-0.012765	0.0075115	0.033234	-0.024433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.6869	-0.012428	-0.046082	0.0071616	0.0031099	0.0034059	-0.013447	-0.017094	0.015434	-0.0053289	0.04879	0.0025194	-0.0018317	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5239	-0.011523	-0.036198	0.00066053	0.011546	0.0015859	0.0014116	-0.011402	0.023688	-0.0068765	0.028857	0.016362	-0.018329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.6001	-0.012687	-0.04226	0.014753	0.0052459	-0.003076	0.0041781	-0.028621	0.029051	-0.0025383	0.033654	0.023708	-0.0092536	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4634	-0.011103	-0.031628	0.0036482	0.0075278	0.0074175	-0.002458	-0.014849	0.022879	0.010417	0.039902	0.023092	-0.03262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4202	-0.010879	-0.029433	0.0022293	0.015598	0.0084738	0.002476	-0.032914	0.019379	0.0039559	0.026628	0.012492	-0.024111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
