1.5049	-0.016233	-0.032419	0.00023226	0.0076018	0.020824	0.0011599	0.049848	0.032885	-0.0097682	0.00098401	-0.023239	0.02853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4509	-0.015819	-0.027222	0.0017171	0.0050573	0.025726	-0.019453	0.040937	0.021534	0.0047437	-0.031671	0.0045286	0.011897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4387	-0.015506	-0.028882	0.0063735	-0.0089706	0.042409	-0.023547	0.035519	0.019039	0.045039	-0.034284	-0.0046673	0.0067201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3681	-0.015165	-0.028731	0.0029794	-0.0085773	0.037598	-0.0066446	0.0085887	0.012753	0.0091512	-0.029828	-0.0079602	-0.019194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4269	-0.016912	-0.031873	0.014783	-0.0043135	0.00041454	0.040279	0.020878	0.00017348	-0.00072002	-0.048407	-0.014438	0.0002586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3545	-0.014577	-0.028773	0.0045876	0.00068581	0.028799	-0.0013355	0.030969	0.014311	-0.01073	0.0011711	-0.0011118	0.026771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.313	-0.014214	-0.023486	-8.661e-05	0.0017119	0.052271	-0.016981	0.049179	0.0020238	0.026816	-0.019529	0.021087	0.028381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.301	-0.014218	-0.023227	-0.0048398	-0.0033393	0.053449	-0.0034787	0.03574	0.029003	0.015313	-0.0047459	0.0024522	0.014612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2447	-0.013867	-0.015888	-0.0010167	0.0021516	0.047227	-0.0098708	0.015339	-0.00046387	0.0011863	-0.02291	0.005073	-0.035885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3284	-0.015863	-0.028954	-0.0018722	0.010852	0.013518	0.0084807	0.081487	0.0011214	-0.0091113	-0.032714	-0.027355	-0.030612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
