0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8445	-0.032159	0.049727	-0.018146	-0.03779	0.0020296	-0.024542	-0.011506	-0.02841	0.007507	-0.0003119	-0.030464	0.011587
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85285	-0.015762	-0.022505	-0.0030439	0.01124	-0.021441	-0.027016	-0.0073514	-0.031936	0.03033	0.0015418	-0.0086379	-0.024854
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3683	-0.021693	0.048037	0.049352	-0.042677	0.076287	-0.027874	0.021022	-0.0070514	0.015776	-0.030634	-0.019837	0.081618
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3991	-0.040594	-0.0099784	0.059704	-0.017625	0.059839	0.012114	-0.010261	-0.026311	0.030214	-0.0047912	-0.00077722	0.05319
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1498	-0.04881	0.019231	-0.010081	-0.018705	0.0081167	0.035136	-0.031381	-0.004733	0.010662	0.0025402	0.019624	0.035423
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5838	-0.056917	-0.002099	-0.0025258	0.03637	-0.033265	0.013782	-0.028393	0.00050857	0.059473	-0.037725	0.03167	-0.014846
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6608	-0.06011	0.0022463	-0.025483	-0.0066308	-0.019879	-0.006288	0.036403	-0.021854	0.044334	-0.031409	0.010106	0.0044987
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3433	-0.056427	-0.0052668	-0.026533	-0.02568	0.015005	0.056473	0.034554	-0.025299	-0.021091	0.056755	-0.029902	0.017241
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0889	-0.051939	-0.0020618	0.0050488	0.01712	-0.0053542	-0.00074505	0.014386	0.0033941	-0.038015	-0.015745	-0.011616	0.0352
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7805	-0.048281	-0.0044944	-0.016886	-0.083933	0.0080639	0.00073038	-0.012604	-0.011898	0.0266	-0.050124	0.01162	-0.018658
