0.8253	-0.010833	0.0010894	0.0011428	0.031105	0.015515	0.017554	0.0012054	0.00072641	0.0072428	-0.046884	0.0045476	-0.038993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.81661	-0.010231	-0.00088207	0.0020099	0.022155	0.013405	0.029271	0.016435	0.0011192	0.011532	-0.016515	-0.028825	-0.042052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.80535	-0.010009	-0.00061832	0.00344	0.026744	0.007428	0.016537	0.0034211	0.020564	0.023205	-0.016044	-0.07439	-0.038414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.81588	-0.010149	0.0012564	9.9054e-05	0.031791	0.02168	0.0046987	0.005627	0.011874	-0.00021435	-0.026883	0.016896	-0.027881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.8087	-0.010536	0.00035558	0.0015794	0.033241	0.016809	0.012893	0.0093605	0.0089012	0.0076438	-0.030656	0.021816	-0.01819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.8027	-0.010186	0.00088321	-0.0014571	0.030617	0.021399	0.0094573	0.0064405	0.014975	-0.0063839	-0.016998	0.019382	-0.016872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.80129	-0.010241	-0.00078251	-0.0056768	0.038141	0.012997	0.002431	-0.0040139	0.031436	-0.0046099	-0.0075483	-0.029556	-0.015883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.79786	-0.0098601	0.00038886	-0.0036161	0.034039	0.012737	-0.00066386	-0.015702	0.027041	-0.0018519	-0.0069365	-0.038652	-0.0063349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.79792	-0.009508	0.001638	0.00020168	0.038898	0.0060644	-0.0012404	0.0065583	0.043448	0.022187	-0.019629	-0.037166	0.020395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.7894	-0.00985	0.0021281	0.00030672	0.034493	0.011624	0.0099247	0.010592	0.017142	-0.0016857	-0.023274	0.01533	-0.0051743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.76957	-0.0093218	0.0016079	0.0032115	0.027934	0.0081252	0.017329	0.037047	0.022526	0.015802	0.042424	-0.0094911	-0.035494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.78754	-0.0098358	4.5419e-05	0.0047987	0.019423	0.010564	0.026623	0.0038718	-0.0053318	0.018943	-0.019713	-0.023743	-0.029108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.75634	-0.0091552	-0.0015639	0.00080024	0.029031	0.011275	0.011881	0.00081516	0.028287	0.014709	-0.0065556	-0.065552	-0.01645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.76022	-0.0086817	-0.00068073	-0.0086628	0.024453	0.010991	0.024146	-0.01977	0.029993	0.015598	0.0041698	-0.054281	-0.039052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
