0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.62089	-0.050636	-0.017234	-0.020865	0.020963	0.029813	0.032296	0.028083	-0.017597	0.0046155	0.025134	0.005883	-0.013541	-0.63471	-0.62545	0.02503	0.57078	0.81979	-0.77924	-0.16822	-0.30085	-0.50899	0.14886	0.20681	0.35746	-0.17958	0.85957	-1.787	-0.28128	1.0868	0.53198	-1.3836	-0.33456	0.028819	0.15101	-1.0312	-1.3083	-0.83582	0.26421	-0.041375	0.027143	-0.79839	1.0151
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59997	0.029259	-0.0070013	0.006268	0.11685	0.028447	0.014737	-0.055799	-0.17909	-0.037835	-0.1323	0.01354	-0.015971	1.0586	-0.10338	-0.12964	0.34739	1.8448	0.43453	-0.54879	-0.14859	-0.46485	0.79563	0.75208	-0.70549	-0.74936	0.63992	-1.3355	-0.24134	0.28514	-0.028513	-0.89385	0.63305	0.4281	0.74991	-0.17723	0.90967	0.17871	0.24781	1.2147	-1.259	-1.4285	1.5512
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27244	0.009487	-0.0011979	-0.01857	0.0053812	0.019351	0.0074258	0.0044602	-0.038833	0.0044321	-0.029427	-0.0024642	-0.019577	0.60263	0.69137	0.29233	0.74903	1.8317	0.30477	-0.29913	0.29539	-0.93884	1.407	2.0269	-0.98517	-0.762	1.4575	-1.4993	-0.17017	-1.7503	-0.94441	-0.47558	-0.58185	0.49645	0.05107	-0.86576	-0.1937	-0.85325	0.72183	0.59206	-1.3281	0.41065	0.45501
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87041	0.066215	0.1176	-0.19609	0.0062213	0.049733	0.044468	-0.19578	0.061159	-0.064441	0.050973	0.13782	0.048739	0.91711	0.28964	-0.2352	1.1761	1.7743	0.32722	-0.54806	-0.12876	-0.72948	1.6041	0.98516	-0.25729	0.29053	-1.4441	-1.5852	2.4015	-1.5751	0.71064	2.3731	0.09324	1.0926	-0.76873	-0.47188	-1.5216	1.2012	-0.076728	0.023429	-0.046012	-0.8972	-2.2961
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.17848	-0.015793	-0.00058653	-0.0042702	-1.4442e-05	0.0015795	0.0050293	-0.023768	0.0037658	0.021827	0.017312	-0.0065013	0.015129	-0.78927	-0.64047	0.99365	0.97833	2.0817	-0.27632	-0.30846	-0.53819	-0.47347	0.93817	0.96299	-0.61724	-1.0498	1.2838	-0.77976	-0.36579	1.6766	0.55769	-0.90271	-0.93732	0.66237	0.6219	-0.33267	-1.2867	1.1164	0.16514	0.65771	0.21364	0.18095	0.0084494
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.20279	-0.018293	-0.0057119	-0.015753	0.0062869	0.021196	0.012008	-0.015028	-0.013303	0.050871	-0.0084445	0.01129	-0.027619	-0.84631	-0.85558	0.91841	0.78394	2.0383	-0.70911	-0.39004	-0.28952	-0.59786	1.1612	1.0607	0.057517	1.0488	0.62256	-0.59597	-0.05915	0.97023	0.9704	-0.7479	-1.1241	0.76215	0.82121	-0.28745	-0.81011	-0.25285	0.83234	0.33163	0.19086	1.3254	-1.0291
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53548	0.075282	-0.12467	-0.0083222	-0.029465	0.078378	0.14759	0.045535	0.10817	0.061706	-0.10783	0.05985	0.026823	-0.81694	-0.24712	0.77365	1.102	2.2377	0.77842	-0.15233	-0.34805	1.9569	0.59101	0.53583	-1.6765	-1.3666	1.2865	-0.11474	-0.0029557	0.92507	0.42857	-1.2825	1.2033	2.09	1.3022	-1.6102	0.18465	1.8526	0.44517	-0.49138	-0.37878	-1.1923	-0.22699
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.17364	-0.012398	-0.0033941	-0.0098181	0.002735	0.0097911	0.004047	-0.014196	0.0060596	0.032443	0.0089685	0.0072013	-0.0013138	-0.87375	-0.93961	1.2065	0.70721	2.2637	0.002204	-0.3047	-0.24038	-0.48888	1.1131	1.0528	-0.72347	0.85528	0.61808	-0.25551	-0.029868	1.7249	0.63539	-0.36374	-0.94126	1.0594	0.78066	-0.2833	-0.76188	1.5514	0.72617	0.62017	0.29066	0.94178	-1.1725
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.11219	-0.013544	-0.0031242	-0.010678	0.011297	0.018821	0.0099297	0.0056494	-0.016585	-0.022802	0.009031	0.02445	-0.0053002	-0.78615	-1.1362	0.95575	1.0373	2.4027	-0.086448	-0.4257	-0.55131	-0.41018	1.1836	0.43168	1.8875	1.4112	-0.48562	0.17985	0.2272	-0.27935	1.4009	-0.53853	-1.0251	0.87114	0.45669	0.36202	-0.69997	-0.68949	0.14692	0.55808	-0.13042	-0.14758	-0.97532
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16076	0.0066497	-0.020033	-0.0024641	-0.086743	-0.059895	-0.17608	0.054007	0.12029	0.016824	-0.017561	0.058353	0.029524	-1.1724	0.52796	1.1336	0.59227	2.1691	1.0922	-0.22713	-0.029919	0.12075	0.32361	1.0515	-0.78464	-0.63425	0.14701	0.82119	-0.70949	0.68752	0.56725	-0.2184	1.136	-1.4382	1.1349	-0.9871	-1.109	1.8856	0.53641	1.6789	0.56403	0.48213	-0.075858
