2.2414	-0.048299	0.081211	-0.014472	-0.048905	0.01037	0.01566	-0.005608	0.0189	-0.039104	-0.038708	-0.0018048	0.015223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.7193	-0.029148	-0.0086566	-0.01039	-0.0035269	0.0017267	-0.0013678	-0.027808	-0.027171	-0.057882	0.015313	-0.034765	-0.019888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.6274	-0.02397	-0.0048796	-0.020734	-0.010958	-0.024416	-0.0075071	-0.018102	0.012121	-0.0010184	0.022555	-0.00081906	-0.01231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.7756	-0.028986	-0.0084491	-0.0046467	-0.010773	-0.023247	-0.016081	-0.036452	0.013832	-0.06421	0.026221	-0.022949	-0.043659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5577	-0.018284	0.00059038	-0.015487	-0.005816	-0.031725	0.033833	-0.025929	0.043947	-0.02123	0.046649	-0.0034218	-0.0136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4672	-0.036036	0.012078	0.032251	0.011771	-0.022957	-0.045379	0.0035049	0.054132	-0.027501	-0.0023421	0.060086	0.011831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4374	-0.02997	-0.005636	0.0061396	-0.0061155	0.020858	-0.0045711	-0.0070425	0.017801	-0.040431	0.043242	-0.033571	-0.062471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3325	-0.026067	0.015243	0.00084561	-0.024681	-0.008905	-0.00058434	0.0045937	-0.0076633	0.014985	0.028131	0.028938	0.028759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2501	-0.021923	0.0070466	-0.0016005	-0.004203	-0.025011	0.0021826	0.017854	0.00036258	0.012519	0.0085	0.016183	0.0034194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.7852	-0.029162	0.023247	0.00031249	0.0062772	-0.011174	-0.0073304	-0.037647	0.0013151	-0.014835	-0.0046254	-0.031731	-0.047762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.419	-0.018816	-0.00053057	-0.0088348	-0.0084513	-0.029419	0.024508	-0.0062923	0.019483	-0.0039041	0.0067578	-0.0041117	-0.030171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.4562	-0.023872	0.015364	-0.0098939	-0.019441	-0.005976	-0.0019297	-0.031224	0.0043355	-0.035478	0.007116	-0.013186	-0.015478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3615	-0.017954	0.0072928	-0.00030169	-0.011754	-0.028584	-0.0033696	0.0017776	-0.020077	-0.035881	0.021609	0.020541	-0.0082806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.553	-0.025783	0.019104	-0.0031655	-0.016126	0.0030137	-0.010187	-0.025405	-0.043183	0.01515	0.0062011	-0.018311	-0.056543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.7307	-0.02476	0.020523	-0.012292	-0.040421	-0.016139	0.032176	-0.027286	-0.0050596	-0.035564	0.019366	0.0046674	0.0038932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.4634	-0.080646	-0.090297	-0.13648	-0.017458	-0.0058929	-0.046586	-0.027998	0.067243	0.041742	-0.093814	0.1329	0.048442	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.2114	-0.035012	-0.0010329	-0.0050238	-0.0013007	-0.023979	0.00082457	-0.016009	-0.017122	-0.030085	0.042308	-0.03244	-0.026911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5962	-0.037612	0.0083265	0.0035885	-0.014368	-0.014697	-0.0011337	0.0057628	0.072268	-0.049966	-0.013137	-0.0067435	-0.061418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.5041	-0.039911	-0.00356	0.0008546	-0.010253	0.029329	-0.0063401	0.011239	0.047613	-0.064182	0.038829	-0.0093809	-0.05357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.6089	-0.035854	-0.01094	-0.010061	-0.010983	0.01566	-0.0095288	0.0092944	0.0087821	-0.042169	0.059153	-0.022036	-0.039804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
