0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5295	-0.018039	-0.0023815	0.015441	-0.031321	-0.024416	-0.016564	0.0081041	0.022782	-0.0084723	0.015155	-0.029481	-0.0021518	-0.76903	-0.035308	0.17211	-0.48535	-0.45679	-0.13082	0.14392	0.84193	-0.40508	0.43989	-0.50146	0.9238	-0.7934	1.241	0.046733	0.09863	-0.99967	-1.0568	-0.63816	-1.1167	1.1399	-0.6803	1.0992	2.1222	-2.4137	-0.91879	-1.7796	-0.30066	-0.72537	0.80248
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0284	-0.05457	-0.076532	0.068004	0.010772	0.017256	0.032422	-0.073375	0.05573	-0.053566	-0.029002	-0.034388	0.015748	-1.2162	1.7273	0.59382	0.59516	-0.059433	1.1929	-0.98867	-0.37954	0.81072	1.2439	0.42085	-1.2408	2.6959	-0.7304	0.068803	0.93645	0.525	-0.62615	-0.5695	0.16693	0.6603	-2.5815	2.0941	0.76845	-0.23029	1.0258	-0.31759	2.21	1.0893	1.2752
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7619	-0.021129	0.028684	-0.11426	0.021909	-0.014691	-0.03309	-0.075337	0.025114	0.056054	0.017865	-0.02486	0.028025	-0.68143	-0.014854	0.34559	-0.90468	-0.27102	-0.0013614	0.43655	0.85082	0.79512	-0.41621	0.50321	1.1932	-0.25173	0.938	-0.22986	-0.12594	-1.492	-1.5616	-1.3502	-0.70191	-0.066195	0.29446	-0.96865	2.2428	-2.894	-0.28551	-1.1604	-0.28249	0.2326	-0.11366
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7309	-0.032338	-0.12581	-0.051917	-0.067096	-0.071532	-0.029501	0.017989	0.025006	0.073511	-0.022863	-0.050292	0.075924	-0.72357	1.4804	-0.72674	-0.02546	0.13969	-0.31123	-0.67946	0.34216	0.45325	1.3803	-1.3138	-0.5552	1.3682	0.6329	0.68847	1.0457	-0.33324	-1.2164	-0.67496	-1.1942	0.04198	-2.5642	0.73664	1.4963	-0.82018	-1.3253	-0.78762	1.687	-0.022229	0.64764
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3491	-0.044531	0.11645	0.028105	0.055141	0.047501	0.016419	0.010642	-0.017429	-0.044625	-0.022223	-0.024674	0.0099737	-1.369	0.42871	1.8068	0.16283	-0.12202	0.80076	-0.41255	0.02354	0.45331	0.253	1.9986	-0.23923	-0.76905	1.3009	-2.7111	0.46376	-0.41484	-1.124	-0.58531	-0.15222	0.1998	1.011	1.5278	1.0431	-1.8866	-0.54532	-0.78859	0.87303	0.19539	2.2733
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.572	-0.01521	0.0036392	0.0009034	-0.0064138	0.012548	-0.00364	0.021912	-0.0098824	0.026543	-0.016089	0.003121	0.033635	-0.4342	0.046771	0.11711	-0.77656	0.036884	-0.96942	0.69706	0.94406	-0.050346	0.39699	-0.55684	0.90608	-0.47774	1.2405	0.14017	1.3597	-0.82314	-0.95459	-0.75296	-1.0662	0.56115	-0.35921	1.9456	2.478	-1.9108	-1.7285	-1.3148	-0.097302	0.039866	1.3607
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8975	-0.052775	-0.057206	0.15667	-0.015687	0.017204	-0.081994	-0.081985	0.031185	0.013657	-0.020042	-0.055119	0.038891	-1.1741	1.8328	0.075552	0.61148	-0.25992	0.84086	-0.92054	-0.20919	0.63948	1.4881	-0.20683	-1.0781	2.049	-0.72144	-0.037378	0.42315	0.10465	-1.088	-0.71156	-0.34444	0.067046	-2.3872	1.4984	0.79534	0.10737	-0.52754	-0.24745	1.661	1.3591	2.3826
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4781	-0.046727	0.094815	-0.0026766	-0.030621	-0.045711	-0.024995	-0.025958	0.024679	0.01286	-0.050752	-0.078173	0.08191	-1.0659	0.34868	1.6948	0.3468	-0.19114	0.91911	-1.2383	-0.066496	0.63378	0.20765	2.3835	0.21973	-0.58649	1.4158	-2.5461	0.94763	-0.10283	-0.52421	-0.42297	-1.0833	0.032678	1.3471	-1.2262	1.0884	-1.2753	-0.29675	0.33494	1.9257	0.8738	0.97562
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7713	-0.022258	-0.0062495	0.011722	-0.016317	-0.0071643	0.0056471	0.013229	-0.021503	0.0093413	0.0062453	-0.0020315	-0.0077134	-0.91341	0.078533	-0.23235	-0.62593	-0.53718	0.09759	-0.42516	0.56936	0.47544	0.0088811	-0.20363	1.5201	-0.43275	1.6393	0.79375	-0.31253	0.55733	-0.3515	-0.29305	-0.68871	2.8304	-0.023553	1.9718	2.3523	-2.2135	1.1352	-1.1686	1.0721	-0.14777	0.097637
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8751	-0.038686	-0.088669	-0.016364	0.0024276	-0.0049592	0.010949	0.027507	-0.014889	0.0029568	0.0087807	-0.035856	0.027568	-1.0164	1.3322	0.16371	-0.0092588	-0.50453	0.59717	-1.2481	-0.031983	0.17925	1.3128	-0.91117	-0.38779	-0.23716	1.5177	1.4682	0.65586	0.48963	0.020854	0.0089559	-0.38757	2.2714	-2.2056	1.6191	1.5891	-1.3905	1.0103	-0.8183	1.6502	-0.33582	-0.22292
