0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2447	-0.037833	-0.01264	-0.05959	-0.013734	-0.040823	-0.004952	0.014767	0.013592	0.03449	0.024381	0.02043	0.0094517	0.59148	0.020095	0.59777	-0.62371	-1.7101	-1.226	-0.42916	0.63658	0.76704	1.1238	0.12775	-0.49338	-0.11389	-0.71362	0.091232	-0.30172	0.46098	0.16604	-0.28774	0.098208	-1.0304	-0.10118	-0.39053	-0.45183	-1.0134	-0.023036	-0.40776	0.049579	-0.40069	0.21953
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.28435	-0.042665	-0.019682	-0.075697	-0.016405	-0.013839	0.027693	0.044281	-0.055508	0.026679	0.07772	0.0051734	-0.057586	0.94888	-0.47727	1.3036	1.0477	-1.5605	-1.0633	-0.82768	1.7349	1.7847	2.4551	0.37666	0.19284	0.79799	1.4983	0.22634	0.60952	0.85695	0.22334	-0.42733	-1.699	1.3648e-05	0.32197	0.11757	-0.18067	-0.82681	0.51098	-0.31311	0.77831	0.68235	-0.033637
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.21351	-0.043109	-0.024496	-0.052408	-0.014908	-0.046073	0.0028154	0.04963	-0.0702	0.063894	0.040357	0.036289	-0.036406	0.77351	1.1571	1.0108	1.9202	-1.5758	-0.56312	-0.62182	1.8107	1.5685	1.9853	0.56004	-0.10411	0.53797	1.7255	0.71011	0.43289	1.2495	0.5361	0.50315	-1.5095	-0.57377	0.3325	-0.3424	-0.87856	-0.46103	-0.4633	-0.23107	0.29212	0.62797	0.59516
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.597	0.15238	-0.063657	0.062623	0.03844	0.021606	-0.024141	-0.032722	0.030416	-0.02034	0.068876	0.00058541	-0.04057	-0.63076	-1.0523	1.23	2.0357	0.017595	-1.0697	0.20473	1.1189	-1.6009	0.29757	-2.2858	-1.1767	-1.7916	2.3629	-1.0004	0.4052	-1.4426	-0.82962	-2.0284	1.589	0.13017	0.30056	2.4405	0.25333	1.2803	-0.29241	-0.37304	-1.0537	0.91988	0.9006
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57428	0.012866	0.0069082	-0.0035125	0.025423	0.0027246	-0.022333	-0.0038953	0.030488	0.011463	-0.029875	-0.011163	0.05447	-0.86446	0.96219	0.99342	0.93455	0.97021	1.6779	-0.33628	1.227	0.69391	3.3759	0.78908	-0.33852	-0.25033	-0.48902	0.33678	-0.51881	-0.013009	0.47873	-0.17899	1.1293	-0.4645	0.3624	0.18585	-0.54355	0.95354	-0.37001	-0.085223	-0.12448	-0.15884	0.090409
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.673	0.046435	0.078886	-0.055921	0.0081006	-0.093869	-0.11817	0.05943	-0.037643	0.033712	0.015396	0.01795	-0.049974	-0.50764	-1.4309	-2.3473	-0.67173	1.896	-0.61293	-0.30951	-0.048562	1.143	1.0549	-1.2257	-1.5336	-0.92062	1.0402	-1.0868	-0.78976	1.115	-0.989	0.75519	-0.5264	0.66878	1.2728	-0.46023	-2.0387	0.33541	-3.1539	1.0022	0.20523	-0.64528	3.0914
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54659	0.015578	-0.011125	0.0054657	0.017387	0.0013953	-0.027453	0.010982	-0.014834	-0.0090437	-0.047328	-0.018581	-0.0046537	-0.9143	0.56641	0.96324	2.3799	0.94724	0.20534	-0.023172	0.48475	-0.20948	2.2471	1.1841	0.00034631	0.10151	0.74777	-0.22083	-0.61971	-0.31876	0.97123	-0.57557	0.29049	1.0615	-0.85971	-1.0444	-0.22539	1.5522	-0.14394	0.99735	-0.55547	0.26935	3.6643
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44264	0.0070246	0.0017963	0.0057525	0.010974	-0.02521	-0.0031886	-0.023818	-0.046655	-0.015205	0.0026979	-0.011766	0.038501	-0.6896	0.21497	0.78111	0.53566	1.2243	1.5891	-0.72518	1.4006	0.99238	3.3081	0.92052	-0.096253	0.46179	-0.35606	-0.091157	-0.6524	0.036086	0.85726	0.56742	1.0142	-0.91902	0.27839	0.29248	-0.30135	1.3467	-0.30582	0.33433	0.15303	0.60787	1.8299
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70519	0.050523	-0.040746	-0.00074462	-0.067143	0.0068288	-0.013337	-0.061036	-0.037481	0.061853	-0.011544	0.009739	0.061076	-0.55985	-0.49906	0.36574	2.1853	1.0199	0.43081	-0.067207	1.0287	-1.0188	0.59417	0.85983	-0.63181	-1.3584	2.4678	0.41804	0.47632	1.7227	-1.1715	0.41988	0.60082	-2.1388	0.64586	0.91813	-0.33359	1.1818	-0.11823	0.53888	0.16767	0.3443	3.3583
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37699	-0.0053785	0.0054305	0.0095932	-0.036075	-0.027455	-0.001158	-0.11416	-0.07394	0.051737	-0.099227	-0.035895	-0.0036977	-0.94501	0.75256	0.28443	2.0933	0.9101	2.3687	0.21276	0.51234	0.63195	2.0515	0.95352	-0.14712	0.27989	-0.14173	1.0327	-1.0882	1.6988	1.5023	-2.0506	0.6725	0.72513	0.4963	0.26088	-0.95928	0.90122	0.6645	-0.012525	-0.43402	-0.39349	2.1888
