0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23353	-0.00078008	0.00093736	0.0025554	2.8106e-05	0.0017255	-0.0029214	0.0080045	-0.010554	0.0043766	0.013795	0.021189	-0.0079934	0.52008	0.28927	0.16245	0.96765	-0.57575	0.41576	-0.12033	-0.11089	0.084533	-1.1275	0.2471	-0.66912	0.079969	-0.97488	0.53024	0.25621	0.25234	-1.3446	0.68546	0.17843	-0.60631	-1.6638	-0.56899	1.0215	-0.23859	0.23918	-0.61219	0.21366	-0.62621	-1.4138
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50551	-0.0099203	-0.021221	0.0058666	0.0013931	0.051104	-0.0077935	0.067851	-0.023359	-0.02303	-0.0016402	0.055003	0.043321	-2.2268	1.1993	-0.15593	0.37783	-0.14488	0.67758	-0.08732	1.1495	1.171	-1.8595	0.058707	0.13243	-0.23974	-1.2173	-1.4712	1.2348	-0.33049	-1.9401	-0.18671	-1.1915	-0.95203	0.48258	-0.58931	-0.052632	-0.2822	1.7467	-0.56542	1.1642	-0.56725	-1.1603
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26911	-0.0066073	-0.0013394	0.00030939	0.010421	-0.0063132	0.0074071	-0.0059977	-0.01749	0.0065083	-0.028726	0.0033447	-0.013196	0.36729	-0.86448	0.26491	1.2682	-0.93462	1.7595	-0.30561	-0.078454	0.8385	-1.5802	0.88676	-0.90041	0.51866	-0.57783	0.98789	1.5578	-0.079931	-1.435	-1.0467	0.6284	0.72498	-1.9008	0.513	1.3568	-1.2606	1.7471	1.1153	1.2363	-1.2138	1.2629
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7512	-0.080368	-0.1055	-0.091901	0.0039421	-0.18799	0.042588	0.088926	-0.012135	-0.05826	-0.085912	0.12822	0.061631	-0.18797	0.77674	-0.46876	1.5325	0.56542	0.58921	0.30379	-0.079907	2.226	-1.1511	-0.10598	-0.011766	-2.1317	-0.973	1.7505	2.6356	-1.3642	-1.4764	-0.76873	0.4139	-0.90209	-3.0905	0.39407	1.1298	0.12194	-0.46698	-0.25172	1.5243	-0.99221	-0.32568
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31629	-0.011463	0.0014194	0.0033476	-0.0090639	-0.0027417	-0.010575	0.013762	-0.028252	-0.00030351	-0.001367	0.0071566	-0.0085791	-0.074469	-1.1402	0.2131	1.3083	-0.866	1.8385	0.04307	-0.15398	1.2419	-1.5013	0.71733	-0.61829	0.56304	0.22236	1.0481	1.2422	1.2432	-1.4137	-0.886	0.76516	0.93164	-2.5141	0.0052994	-0.29887	0.37124	2.6605	0.56513	-0.24221	0.7806	-0.5484
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10501	0.0048095	0.0049903	0.0028899	-0.0065542	-0.010301	-0.00089141	-0.010026	-0.016959	0.012618	-0.015174	0.0020114	-0.077274	0.77847	0.70272	0.63676	2.0681	-0.66129	1.2795	0.79717	0.23407	0.38368	-0.99697	0.76459	-0.45682	0.77314	-0.58148	0.82716	1.372	0.56589	-2.278	0.95377	0.38339	0.36121	-3.0233	-0.23615	1.4525	-0.50546	0.12887	0.34163	1.7859	-0.34343	0.46142
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79375	-0.092139	0.0939	0.0052928	-0.11357	-0.068633	-0.23011	0.027311	-0.047484	-0.0106	0.067634	-0.036911	-0.010862	-1.0247	0.48858	0.060981	1.4582	0.28492	1.7025	0.68489	-3.2602	2.2497	-1.276	0.94069	0.58367	0.27697	-0.15817	0.15135	1.2115	0.33479	-0.51882	-0.26061	0.042343	0.88565	0.26943	-0.083367	0.76532	-1.5397	2.1718	1.013	1.2806	0.67185	-0.74439
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29035	-0.0083916	0.0066953	0.004758	0.00134	-0.0016146	0.0036776	0.0040554	-0.00053941	0.0068531	-0.0038225	-0.0064716	0.0025136	0.4894	-0.26198	0.51999	2.0854	-1.0425	1.4547	0.42715	0.20121	0.68762	-1.4577	0.69185	-0.32492	0.29329	0.15187	1.1704	1.0198	0.53426	-1.8596	1.6245	0.50037	-0.60756	-3.0598	0.051024	1.4466	-0.16927	2.0493	0.12179	1.1853	-0.42239	0.99149
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33897	0.00071305	-0.0042972	-0.0016593	-0.0089577	0.0075588	-0.0079967	-0.0063159	-0.013505	0.013396	0.025192	-0.013451	0.012327	-1.3855	0.97159	0.012685	1.1764	-0.72098	1.0781	0.25868	1.0248	1.5291	-1.6379	0.07891	-0.31984	0.57929	-0.78579	-1.6776	2.0467	-0.46971	-2.1096	0.41828	-1.1064	0.32541	-1.6646	-0.3948	-0.18186	-0.14993	2.0978	-1.377	1.4699	0.56059	0.64459
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016457	0.0087077	-0.0023165	-0.00085276	0.0043681	-0.01169	-0.0059935	0.0098641	-0.033925	0.0070779	0.0088494	-0.033538	-0.036832	0.71339	-0.057002	0.4572	1.3118	-0.67553	1.7233	0.066588	-0.079419	1.0514	-0.50524	1.2813	-1.2444	0.88042	-1.1628	1.11	2.2537	-0.42092	-1.7402	-0.48474	0.94006	1.0426	-2.0893	0.11681	2.1042	-0.67988	1.4156	1.4126	1.1683	-0.89371	0.57974
